grace_sku,body_id,neck_finish,shape
GBSlk100AnSpTslWht,Slk-unknown-18-415-149x36,18-415,unknown
GBSlk30AnSpBlk,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30AnSpGl,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30AnSpIvyGl,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30AnSpIvySl,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30AnSpLvn,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30AnSpMtSl,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30AnSpPnk,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30AnSpRed,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30RdcrBlkLthr,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30RdcrShnBlk,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30RdcrBrwnLthr,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30RdcrIvyLthr,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30RdcrLBrwnLthr,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30RdcrPnkLthr,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30RdcrShnGl,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30RdcrShnSl,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30RdcrMtSl,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30RdcrShnBlkTall,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30RdcrMtSlTall,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30RdcrWht,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30DrpCu,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30DrpGl,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30DrpSl,Slk-unknown-18-415-98x28,18-415,unknown
GBSlk30AnSpWht,Slk-unknown-18-415-98x28,18-415,unknown
GBSleek8RollBlkSh,Sleek-boxy-13-415-66x17x17,13-415,boxy
GBSleek8RollBlkDot,Sleek-boxy-13-415-66x17x17,13-415,boxy
GBSleek8RollPinkDot,Sleek-boxy-13-415-66x17x17,13-415,boxy
GBSleek8RollGlSh,Sleek-boxy-13-415-66x17x17,13-415,boxy
GBSleek8RollSlSh,Sleek-boxy-13-415-66x17x17,13-415,boxy
GBSleek8RollSlDot,Sleek-boxy-13-415-66x17x17,13-415,boxy
GBSleek8BlkSht,Sleek-boxy-13-415-66x17x17,13-415,boxy
GBSleek8WhtSht,Sleek-boxy-13-415-66x17x17,13-415,boxy
LBSlm30LtnClOvrCap,Slm-boxy-18-415-87x30x30,18-415,boxy
LBSlm30LtnCu,Slm-boxy-18-415-87x30x30,18-415,boxy
LBSlm30LtnMtGl,Slm-boxy-18-415-87x30x30,18-415,boxy
LBSlm30LtnMtSl,Slm-boxy-18-415-87x30x30,18-415,boxy
LBSlm30LtnShnBlk,Slm-boxy-18-415-87x30x30,18-415,boxy
LBSlm30LtnShnGl,Slm-boxy-18-415-87x30x30,18-415,boxy
LBSlm30LtnShnSl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30AnSpBlk,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30AnSpGl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30AnSpIvyGl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30AnSpIvySl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30AnSpLvn,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30SpryCu,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30SpryMtGl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30SpryMtSl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30AnSpMtSl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30AnSpPnk,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30AnSpRed,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30RdcrBlkLthr,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30RdcrShnBlk,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30RdcrBrwnLthr,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30RdcrIvyLthr,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30RdcrLBrwnLthr,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30RdcrPnkLthr,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30RdcrShnGl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30RdcrShnSl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30RdcrMtSl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30RdcrShnBlkTall,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30RdcrMtSlTall,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30RdcrWht,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30SpryShnBlk,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30SpryShnGl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30SpryShnSl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30DrpCu,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30DrpGl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30DrpSl,Slm-boxy-18-415-87x30x30,18-415,boxy
GBSlm30AnSpWht,Slm-boxy-18-415-87x30x30,18-415,boxy
LBSlm50LtnClOvrCap,Slm-boxy-18-415-121x31x31,18-415,boxy
LBSlm50LtnCu,Slm-boxy-18-415-121x31x31,18-415,boxy
LBSlm50LtnMtGl,Slm-boxy-18-415-121x31x31,18-415,boxy
LBSlm50LtnMtSl,Slm-boxy-18-415-121x31x31,18-415,boxy
LBSlm50LtnShnBlk,Slm-boxy-18-415-121x31x31,18-415,boxy
LBSlm50LtnShnGl,Slm-boxy-18-415-121x31x31,18-415,boxy
LBSlm50LtnShnSl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpBlk,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpTslBlk,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpGl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpTslGl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpIvyGl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpIvySl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpTslIvyGl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpTslIvySl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpLvn,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpTslLvn,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50SpryCu,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50SpryMtGl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50SpryMtSl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpMtSl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpTslMtSl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpPnk,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpTslPnk,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpRed,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpTslRed,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50RdcrBlkLthr,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50RdcrShnBlk,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50RdcrBrwnLthr,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50RdcrIvyLthr,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50RdcrLBrwnLthr,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50RdcrPnkLthr,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50RdcrShnGl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50RdcrShnSl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50RdcrMtSl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50RdcrShnBlkTall,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50RdcrMtSlTall,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50RdcrWht,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50SpryShnBlk,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50SpryShnGl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50SpryShnSl,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpWht,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSlm50AnSpTslWht,Slm-boxy-18-415-121x31x31,18-415,boxy
GBSqr15RollBlkSh,Sqr-boxy-13-415-52x26x26,13-415,boxy
GBSqr15RollBlkDot,Sqr-boxy-13-415-52x26x26,13-415,boxy
GBSqr15RollPinkDot,Sqr-boxy-13-415-52x26x26,13-415,boxy
GBSqr15RollGlSh,Sqr-boxy-13-415-52x26x26,13-415,boxy
GBSqr15RollSlSh,Sqr-boxy-13-415-52x26x26,13-415,boxy
GBSqr15RollSlDot,Sqr-boxy-13-415-52x26x26,13-415,boxy
GBSqr15SpryBlkSh,Sqr-boxy-13-415-52x26x26,13-415,boxy
GBSqr15SpryGlSh,Sqr-boxy-13-415-52x26x26,13-415,boxy
GBSqr15SprySlSh,Sqr-boxy-13-415-52x26x26,13-415,boxy
GBSqr15BlkSht,Sqr-boxy-13-415-52x26x26,13-415,boxy
GBSqr15WhtSht,Sqr-boxy-13-415-52x26x26,13-415,boxy
GBTallCyl9RollBlkSh,TallCyl-round-13-415-106x18,13-415,round
GBTallCyl9RollBlkDot,TallCyl-round-13-415-106x18,13-415,round
GBTallCyl9RollPinkDot,TallCyl-round-13-415-106x18,13-415,round
GBTallCyl9RollGlSh,TallCyl-round-13-415-106x18,13-415,round
GBTallCyl9RollSlSh,TallCyl-round-13-415-106x18,13-415,round
GBTallCyl9RollSlDot,TallCyl-round-13-415-106x18,13-415,round
GBTallCyl9SpryBlkSh,TallCyl-round-13-415-106x18,13-415,round
GBTallCyl9SpryGlSh,TallCyl-round-13-415-106x18,13-415,round
GBTallCyl9SprySlSh,TallCyl-round-13-415-106x18,13-415,round
GBTallCyl9BlkSht,TallCyl-round-13-415-106x18,13-415,round
GBTallCyl9WhtSht,TallCyl-round-13-415-106x18,13-415,round
GBTallRect10RollBlkSh,TallRect-boxy-13-415-101x17x17,13-415,boxy
GBTallRect10RollBlkDot,TallRect-boxy-13-415-101x17x17,13-415,boxy
GBTallRect10RollPinkDot,TallRect-boxy-13-415-101x17x17,13-415,boxy
GBTallRect10RollGlSh,TallRect-boxy-13-415-101x17x17,13-415,boxy
GBTallRect10RollSlSh,TallRect-boxy-13-415-101x17x17,13-415,boxy
GBTallRect10RollSlDot,TallRect-boxy-13-415-101x17x17,13-415,boxy
GBTallRect10BlkSht,TallRect-boxy-13-415-101x17x17,13-415,boxy
GBTallRect10WhtSht,TallRect-boxy-13-415-101x17x17,13-415,boxy
GBTulipAmb5RollBlkSh,Tulip-round-13-415-45x23,13-415,round
GBTulipAmb5RollPinkDot,Tulip-round-13-415-45x23,13-415,round
GBTulipAmb5RollGlSh,Tulip-round-13-415-45x23,13-415,round
GBTulipAmb5RollSlSh,Tulip-round-13-415-45x23,13-415,round
GBTulipAmb5RollSlDot,Tulip-round-13-415-45x23,13-415,round
GBTulipAmb5SpryBlkSh,Tulip-round-13-415-45x23,13-415,round
GBTulipAmb5SpryGlSh,Tulip-round-13-415-45x23,13-415,round
GBTulipAmb5SprySlSh,Tulip-round-13-415-45x23,13-415,round
GBTulipAmb5BlkSht,Tulip-round-13-415-45x23,13-415,round
GBTulipAmb5WhtSht,Tulip-round-13-415-45x23,13-415,round
