Handle,Title,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Status
slim-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-SLM-CLR-50ML-AST-RED,GB-SLM-CLR-50ML-AST-RED,shopify,1000,deny,manual,6.30,
slim-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-SLM-CLR-50ML-AST-WHT,GB-SLM-CLR-50ML-AST-WHT,shopify,1000,deny,manual,6.30,
slim-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-SLM-CLR-50ML-AST-MSLV,GB-SLM-CLR-50ML-AST-MSLV,shopify,1000,deny,manual,6.30,
slim-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-SLM-CLR-50ML-AST-BLK,GB-SLM-CLR-50ML-AST-BLK,shopify,1000,deny,manual,6.30,
cylinder-9ml-amber-17-415-finemist,9 ml Amber Cylinder Fine Mist Spray Bottle,SKU,GB-CYL-AMB-9ML-SPR-BLK,GB-CYL-AMB-9ML-SPR-BLK,shopify,1000,deny,manual,0.90,active
cylinder-9ml-amber-17-415-finemist,,SKU,GB-CYL-AMB-9ML-SPR-GLD,GB-CYL-AMB-9ML-SPR-GLD,shopify,1000,deny,manual,0.90,
cylinder-9ml-amber-17-415-finemist,,SKU,GB-CYL-AMB-9ML-SPR-MSLV,GB-CYL-AMB-9ML-SPR-MSLV,shopify,1000,deny,manual,0.90,
cylinder-9ml-amber-17-415-finemist,,SKU,GB-CYL-AMB-9ML-SPR-SSLV,GB-CYL-AMB-9ML-SPR-SSLV,shopify,1000,deny,manual,0.90,
cylinder-9ml-amber-17-415-finemist,,SKU,GB-CYL-AMB-9ML-SPR-TRQ,GB-CYL-AMB-9ML-SPR-TRQ,shopify,1000,deny,manual,0.90,
cylinder-9ml-amber-17-415-finemist,,SKU,GB-CYL-AMB-9ML-SPR-RED,GB-CYL-AMB-9ML-SPR-RED,shopify,1000,deny,manual,0.90,
cap-closure-8-425,Cap & Closure — Thread 8-425,SKU,CMP-CAP-WHT-8-425,CMP-CAP-WHT-8-425,shopify,1000,deny,manual,0.15,active
cap-closure-8-425,,SKU,CMP-CAP-SSLV-8425-T,CMP-CAP-SSLV-8425-T,shopify,1000,deny,manual,0.25,
cap-closure-8-425,,SKU,CMP-CAP-SGLD-8425-T,CMP-CAP-SGLD-8425-T,shopify,1000,deny,manual,0.25,
cap-closure-8-425,,SKU,CMP-CAP-BLK-8-425,CMP-CAP-BLK-8-425,shopify,1000,deny,manual,0.15,
cap-closure-8-425,,SKU,CMP-CAP-BLK-8425-T,CMP-CAP-BLK-8425-T,shopify,1000,deny,manual,0.25,
cylinder-5ml-cobalt-blue-13-415,5 ml Cobalt Blue Cylinder Bottle with Cap,SKU,GB-CYL-BLU-5ML-SLV-T,GB-CYL-BLU-5ML-SLV-T,shopify,1000,deny,manual,0.52,active
cylinder-5ml-cobalt-blue-13-415,,SKU,GB-CYL-CBL-5ML-S-02,GB-CYL-CBL-5ML-S-02,shopify,1000,deny,manual,0.39,
cylinder-5ml-cobalt-blue-13-415,,SKU,GB-CYL-BLU-5ML-GLD-T,GB-CYL-BLU-5ML-GLD-T,shopify,1000,deny,manual,0.52,
cylinder-5ml-cobalt-blue-13-415,,SKU,GB-CYL-CBL-5ML-S-01,GB-CYL-CBL-5ML-S-01,shopify,1000,deny,manual,0.39,
cylinder-5ml-cobalt-blue-13-415,,SKU,GB-CYL-BLU-5ML-CAP-SBLK,GB-CYL-BLU-5ML-CAP-SBLK,shopify,1000,deny,manual,0.50,
cylinder-5ml-cobalt-blue-13-415,,SKU,GB-CYL-BLU-5ML-MCPR-S,GB-CYL-BLU-5ML-MCPR-S,shopify,1000,deny,manual,0.50,
cylinder-5ml-cobalt-blue-13-415,,SKU,GB-CYL-BLU-5ML-MGLD-S,GB-CYL-BLU-5ML-MGLD-S,shopify,1000,deny,manual,0.50,
cylinder-5ml-cobalt-blue-13-415,,SKU,GB-CYL-BLU-5ML-MSLV-S,GB-CYL-BLU-5ML-MSLV-S,shopify,1000,deny,manual,0.50,
cylinder-5ml-cobalt-blue-13-415,,SKU,GB-CYL-BLU-5ML-SGLD-S,GB-CYL-BLU-5ML-SGLD-S,shopify,1000,deny,manual,0.50,
cylinder-5ml-cobalt-blue-13-415,,SKU,GB-CYL-BLU-5ML-SSLV-S,GB-CYL-BLU-5ML-SSLV-S,shopify,1000,deny,manual,0.50,
cylinder-9ml-cobalt-blue-17-415-finemist,9 ml Cobalt Blue Cylinder Fine Mist Spray Bottle,SKU,GB-CYL-BLU-9ML-SPR-BLK,GB-CYL-BLU-9ML-SPR-BLK,shopify,1000,deny,manual,0.93,active
cylinder-9ml-cobalt-blue-17-415-finemist,,SKU,GB-CYL-BLU-9ML-SPR-TRQ,GB-CYL-BLU-9ML-SPR-TRQ,shopify,1000,deny,manual,0.93,
cylinder-9ml-cobalt-blue-17-415-finemist,,SKU,GB-CYL-BLU-9ML-SPR-MSLV,GB-CYL-BLU-9ML-SPR-MSLV,shopify,1000,deny,manual,0.93,
cylinder-9ml-cobalt-blue-17-415-finemist,,SKU,GB-CYL-BLU-9ML-SPR-GLD,GB-CYL-BLU-9ML-SPR-GLD,shopify,1000,deny,manual,0.93,
cylinder-9ml-cobalt-blue-17-415-finemist,,SKU,GB-CYL-BLU-9ML-SPR-SSLV,GB-CYL-BLU-9ML-SPR-SSLV,shopify,1000,deny,manual,0.93,
cylinder-9ml-cobalt-blue-17-415-finemist,,SKU,GB-CYL-BLU-9ML-SPR-RED,GB-CYL-BLU-9ML-SPR-RED,shopify,1000,deny,manual,0.93,
boston-round-60ml-amber-20-400-rollon,60 ml Amber Boston Round Roll-On Bottle,SKU,GB-BSR-AMB-60ML-MRL-MBLK,GB-BSR-AMB-60ML-MRL-MBLK,shopify,1000,deny,manual,1.10,active
boston-round-60ml-amber-20-400-rollon,,SKU,GB-BSR-AMB-60ML-MRL-MGLD,GB-BSR-AMB-60ML-MRL-MGLD,shopify,1000,deny,manual,1.10,
boston-round-60ml-amber-20-400-rollon,,SKU,GB-BSR-AMB-60ML-MRL-MSLV,GB-BSR-AMB-60ML-MRL-MSLV,shopify,1000,deny,manual,1.10,
boston-round-60ml-amber-20-400-rollon,,SKU,GB-BSR-AMB-60ML-MRL-SSLV,GB-BSR-AMB-60ML-MRL-SSLV,shopify,1000,deny,manual,1.10,
boston-round-60ml-amber-20-400-rollon,,SKU,GB-BSR-AMB-60ML-RON-MGLD,GB-BSR-AMB-60ML-RON-MGLD,shopify,1000,deny,manual,0.95,
boston-round-60ml-amber-20-400-rollon,,SKU,GB-BSR-AMB-60ML-RON-MBLK,GB-BSR-AMB-60ML-RON-MBLK,shopify,1000,deny,manual,0.95,
boston-round-60ml-amber-20-400-rollon,,SKU,GB-BSR-AMB-60ML-RON-MSLV,GB-BSR-AMB-60ML-RON-MSLV,shopify,1000,deny,manual,0.95,
boston-round-60ml-amber-20-400-rollon,,SKU,GB-BSR-AMB-60ML-RON-SSLV,GB-BSR-AMB-60ML-RON-SSLV,shopify,1000,deny,manual,0.95,
boston-round-60ml-amber-20-400-rollon,,SKU,GB-BSR-AMB-60ML-RBL-SBLK,GB-BSR-AMB-60ML-RBL-SBLK,shopify,1000,deny,manual,0.95,
boston-round-60ml-amber-20-400-rollon,,SKU,GB-BSR-AMB-60ML-RON-GLD,GB-BSR-AMB-60ML-RON-GLD,shopify,1000,deny,manual,0.95,
boston-round-60ml-amber-20-400-rollon,,SKU,GB-BSR-AMB-60ML-MRL-SGLD,GB-BSR-AMB-60ML-MRL-SGLD,shopify,1000,deny,manual,1.10,
cylinder-9ml-frosted-17-415-finemist,9 ml Frosted Cylinder Fine Mist Spray Bottle,SKU,GB-CYL-FRS-9ML-SPR-BLK,GB-CYL-FRS-9ML-SPR-BLK,shopify,1000,deny,manual,0.98,active
cylinder-9ml-frosted-17-415-finemist,,SKU,GB-CYL-FRS-9ML-SPR-GLD,GB-CYL-FRS-9ML-SPR-GLD,shopify,1000,deny,manual,0.98,
cylinder-9ml-frosted-17-415-finemist,,SKU,GB-CYL-FRS-9ML-SPR-MSLV,GB-CYL-FRS-9ML-SPR-MSLV,shopify,1000,deny,manual,0.98,
cylinder-9ml-frosted-17-415-finemist,,SKU,GB-CYL-FRS-9ML-SPR-SSLV,GB-CYL-FRS-9ML-SPR-SSLV,shopify,1000,deny,manual,0.98,
cylinder-9ml-frosted-17-415-finemist,,SKU,GB-CYL-FRS-9ML-SPR-TRQ,GB-CYL-FRS-9ML-SPR-TRQ,shopify,1000,deny,manual,0.98,
cylinder-9ml-frosted-17-415-finemist,,SKU,GB-CYL-FRS-9ML-SPR-RED,GB-CYL-FRS-9ML-SPR-RED,shopify,1000,deny,manual,0.98,
cap-closure-13-415,Cap & Closure — Thread 13-415,SKU,CMP-CAP-WHT-S-13-415,CMP-CAP-WHT-S-13-415,shopify,1000,deny,manual,0.24,active
cap-closure-13-415,,SKU,CMP-CAP-SLV-13-415-01,CMP-CAP-SLV-13-415-01,shopify,1000,deny,manual,0.30,
cap-closure-13-415,,SKU,CMP-CAP-SGLD-13-415-01,CMP-CAP-SGLD-13-415-01,shopify,1000,deny,manual,0.30,
cap-closure-13-415,,SKU,CMP-CAP-BLK-S-13-415,CMP-CAP-BLK-S-13-415,shopify,1000,deny,manual,0.24,
cap-closure-13-415,,SKU,CMP-CAP-SBLK-13-415,CMP-CAP-SBLK-13-415,shopify,1000,deny,manual,0.28,
cap-closure-13-415,,SKU,CMP-CLS-MTCP-S-13-415,CMP-CLS-MTCP-S-13-415,shopify,1000,deny,manual,0.28,
cap-closure-13-415,,SKU,CMP-CLS-MTGD-S-13-415,CMP-CLS-MTGD-S-13-415,shopify,1000,deny,manual,0.28,
cap-closure-13-415,,SKU,CMP-CLS-MTSL-S-13-415,CMP-CLS-MTSL-S-13-415,shopify,1000,deny,manual,0.28,
cap-closure-13-415,,SKU,CMP-CLS-SHGD-S-13-415,CMP-CLS-SHGD-S-13-415,shopify,1000,deny,manual,0.28,
cap-closure-13-415,,SKU,CMP-CLS-SHSL-S-13-415-02,CMP-CLS-SHSL-S-13-415-02,shopify,1000,deny,manual,0.28,
circle-50ml-clear-18-415-perfumespray,50 ml Clear Circle Bottle,SKU,GB-CIR-CLR-50ML-SPR-MSLV,GB-CIR-CLR-50ML-SPR-MSLV,shopify,1000,deny,manual,2.60,active
circle-50ml-clear-18-415-perfumespray,,SKU,GB-CIR-CLR-50ML-SPR-MGLD,GB-CIR-CLR-50ML-SPR-MGLD,shopify,1000,deny,manual,2.60,
circle-50ml-clear-18-415-perfumespray,,SKU,GB-CIR-CLR-50ML-SPR-SGLD,GB-CIR-CLR-50ML-SPR-SGLD,shopify,1000,deny,manual,2.60,
circle-50ml-clear-18-415-perfumespray,,SKU,GB-CIR-CLR-50ML-SPR-SBLK,GB-CIR-CLR-50ML-SPR-SBLK,shopify,1000,deny,manual,2.60,
circle-50ml-clear-18-415-perfumespray,,SKU,GB-CIR-CLR-50ML-SPR-SSLV,GB-CIR-CLR-50ML-SPR-SSLV,shopify,1000,deny,manual,2.60,
circle-50ml-clear-18-415-perfumespray,,SKU,GB-CIR-CLR-50ML-SPR-CPR,GB-CIR-CLR-50ML-SPR-CPR,shopify,1000,deny,manual,2.60,
cylinder-9ml-clear-13-415-finemist,9 ml Clear Cylinder Fine Mist Spray Bottle,SKU,GB-CYL-CLR-9ML-SPR-MBLK,GB-CYL-CLR-9ML-SPR-MBLK,shopify,1000,deny,manual,1.20,active
cylinder-9ml-clear-13-415-finemist,,SKU,GB-CYL-CLR-9ML-SPR-MBLU,GB-CYL-CLR-9ML-SPR-MBLU,shopify,1000,deny,manual,1.20,
cylinder-9ml-clear-13-415-finemist,,SKU,GB-CYL-CLR-9ML-SPR-MCPR,GB-CYL-CLR-9ML-SPR-MCPR,shopify,1000,deny,manual,1.20,
cylinder-9ml-clear-13-415-finemist,,SKU,GB-CYL-CLR-9ML-SPR-SBLK,GB-CYL-CLR-9ML-SPR-SBLK,shopify,1000,deny,manual,1.20,
cylinder-9ml-clear-13-415-finemist,,SKU,GB-CYL-CLR-9ML-SPR-MGLD,GB-CYL-CLR-9ML-SPR-MGLD,shopify,1000,deny,manual,1.20,
cylinder-9ml-clear-13-415-finemist,,SKU,GB-CYL-CLR-9ML-SPR-SGLD,GB-CYL-CLR-9ML-SPR-SGLD,shopify,1000,deny,manual,1.20,
cylinder-9ml-clear-13-415-finemist,,SKU,GB-CYL-CLR-9ML-SPR-MSLV-02,GB-CYL-CLR-9ML-SPR-MSLV-02,shopify,1000,deny,manual,1.20,
cylinder-9ml-clear-13-415-finemist,,SKU,GB-CYL-CLR-9ML-SPR-SSLV-02,GB-CYL-CLR-9ML-SPR-SSLV-02,shopify,1000,deny,manual,1.20,
cylinder-9ml-frosted-13-415-finemist,9 ml Frosted Cylinder Fine Mist Spray Bottle,SKU,GB-CYL-FRS-9ML-01,GB-CYL-FRS-9ML-01,shopify,1000,deny,manual,1.40,active
cylinder-9ml-frosted-13-415-finemist,,SKU,GB-CYL-FRS-9ML-02,GB-CYL-FRS-9ML-02,shopify,1000,deny,manual,1.40,
cylinder-9ml-frosted-13-415-finemist,,SKU,GB-CYL-FRS-9ML-03,GB-CYL-FRS-9ML-03,shopify,1000,deny,manual,1.40,
cylinder-9ml-frosted-13-415-finemist,,SKU,GB-CYL-FRS-9ML-06,GB-CYL-FRS-9ML-06,shopify,1000,deny,manual,1.40,
cylinder-9ml-frosted-13-415-finemist,,SKU,GB-CYL-FRS-9ML-05,GB-CYL-FRS-9ML-05,shopify,1000,deny,manual,1.40,
cylinder-9ml-frosted-13-415-finemist,,SKU,GB-CYL-FRS-9ML-07,GB-CYL-FRS-9ML-07,shopify,1000,deny,manual,1.40,
cylinder-9ml-frosted-13-415-finemist,,SKU,GB-CYL-FRS-9ML-08,GB-CYL-FRS-9ML-08,shopify,1000,deny,manual,1.40,
cylinder-9ml-frosted-13-415-finemist,,SKU,GB-CYL-FRS-9ML-04,GB-CYL-FRS-9ML-04,shopify,1000,deny,manual,1.40,
roll-on-fitment-13-415,Roll-On Fitment — Thread 13-415,SKU,CMP-ROC-SLV-13415-DOT,CMP-ROC-SLV-13415-DOT,shopify,1000,deny,manual,0.37,active
roll-on-fitment-13-415,,SKU,CMP-ROC-MSLV-13415,CMP-ROC-MSLV-13415,shopify,1000,deny,manual,0.30,
roll-on-fitment-13-415,,SKU,CMP-ROC-PNK-13415-DOT,CMP-ROC-PNK-13415-DOT,shopify,1000,deny,manual,0.37,
roll-on-fitment-13-415,,SKU,CMP-ROC-MGLD-13415,CMP-ROC-MGLD-13415,shopify,1000,deny,manual,0.30,
roll-on-fitment-13-415,,SKU,CMP-ROC-SSLV-13415,CMP-ROC-SSLV-13415,shopify,1000,deny,manual,0.30,
roll-on-fitment-13-415,,SKU,CMP-ROC-MCPR-13415,CMP-ROC-MCPR-13415,shopify,1000,deny,manual,0.30,
roll-on-fitment-13-415,,SKU,CMP-ROC-SGLD-13415,CMP-ROC-SGLD-13415,shopify,1000,deny,manual,0.30,
roll-on-fitment-13-415,,SKU,CMP-ROC-SBLK-13415,CMP-ROC-SBLK-13415,shopify,1000,deny,manual,0.30,
roll-on-fitment-13-415,,SKU,CMP-ROC-BLK-13415-DOT,CMP-ROC-BLK-13415-DOT,shopify,1000,deny,manual,0.37,
boston-round-60ml-cobalt-blue-20-400-rollon,60 ml Cobalt Blue Boston Round Roll-On Bottle,SKU,GB-BSR-BLU-60ML-MRO-MBLK,GB-BSR-BLU-60ML-MRO-MBLK,shopify,1000,deny,manual,1.10,active
boston-round-60ml-cobalt-blue-20-400-rollon,,SKU,GB-BSR-CBL-60ML-MRL-MGLD,GB-BSR-CBL-60ML-MRL-MGLD,shopify,1000,deny,manual,1.10,
boston-round-60ml-cobalt-blue-20-400-rollon,,SKU,GB-BSR-BLU-60ML-MRO-MSLV,GB-BSR-BLU-60ML-MRO-MSLV,shopify,1000,deny,manual,1.10,
boston-round-60ml-cobalt-blue-20-400-rollon,,SKU,GB-BSR-BLU-60ML-MRO-SSLV,GB-BSR-BLU-60ML-MRO-SSLV,shopify,1000,deny,manual,1.10,
boston-round-60ml-cobalt-blue-20-400-rollon,,SKU,GB-BSR-BLU-60ML-RON-MGLD,GB-BSR-BLU-60ML-RON-MGLD,shopify,1000,deny,manual,0.95,
boston-round-60ml-cobalt-blue-20-400-rollon,,SKU,GB-BSR-BLU-60ML-RON-MBLK,GB-BSR-BLU-60ML-RON-MBLK,shopify,1000,deny,manual,0.95,
boston-round-60ml-cobalt-blue-20-400-rollon,,SKU,GB-BSR-BLU-60ML-RON-MSLV,GB-BSR-BLU-60ML-RON-MSLV,shopify,1000,deny,manual,0.95,
boston-round-60ml-cobalt-blue-20-400-rollon,,SKU,GB-BSR-BLU-60ML-RON-SSLV,GB-BSR-BLU-60ML-RON-SSLV,shopify,1000,deny,manual,0.95,
boston-round-60ml-cobalt-blue-20-400-rollon,,SKU,GB-BSR-CBL-60ML-RBL-SBLK,GB-BSR-CBL-60ML-RBL-SBLK,shopify,1000,deny,manual,0.95,
boston-round-60ml-cobalt-blue-20-400-rollon,,SKU,GB-BSR-BLU-60ML-RON-GLD,GB-BSR-BLU-60ML-RON-GLD,shopify,1000,deny,manual,0.95,
boston-round-60ml-cobalt-blue-20-400-rollon,,SKU,GB-BSR-CBL-60ML-MRL-SGLD,GB-BSR-CBL-60ML-MRL-SGLD,shopify,1000,deny,manual,1.10,
boston-round-60ml-cobalt-blue-20-400-rollon,,SKU,GB-BSR-BLU-60ML-MRL-SBLK,GB-BSR-BLU-60ML-MRL-SBLK,shopify,1000,deny,manual,1.10,
grace-55ml-clear-18-415-antiquespray,55 ml Clear Grace Vintage Bulb Spray Bottle,SKU,GB-GRC-CLR-55ML-ASP-GLD,GB-GRC-CLR-55ML-ASP-GLD,shopify,1000,deny,manual,5.55,active
grace-55ml-clear-18-415-antiquespray,,SKU,GB-GRC-CLR-55ML-ASP-LVN,GB-GRC-CLR-55ML-ASP-LVN,shopify,1000,deny,manual,5.55,
grace-55ml-clear-18-415-antiquespray,,SKU,GB-GRC-CLR-55ML-ASP-IVGD,GB-GRC-CLR-55ML-ASP-IVGD,shopify,1000,deny,manual,5.55,
grace-55ml-clear-18-415-antiquespray,,SKU,GB-GRC-CLR-55ML-ASP-PNK,GB-GRC-CLR-55ML-ASP-PNK,shopify,1000,deny,manual,5.55,
grace-55ml-clear-18-415-antiquespray,,SKU,GB-GRC-CLR-55ML-ASP-MSLV,GB-GRC-CLR-55ML-ASP-MSLV,shopify,1000,deny,manual,5.55,
grace-55ml-clear-18-415-antiquespray,,SKU,GB-GRC-CLR-55ML-ASP-WHT,GB-GRC-CLR-55ML-ASP-WHT,shopify,1000,deny,manual,5.55,
grace-55ml-clear-18-415-antiquespray,,SKU,GB-GRC-CLR-55ML-ASP-IVSL,GB-GRC-CLR-55ML-ASP-IVSL,shopify,1000,deny,manual,5.55,
grace-55ml-clear-18-415-antiquespray,,SKU,GB-GRC-CLR-55ML-ASP-RED,GB-GRC-CLR-55ML-ASP-RED,shopify,1000,deny,manual,5.55,
grace-55ml-clear-18-415-antiquespray,,SKU,GB-GRC-CLR-55ML-ASP-BLK,GB-GRC-CLR-55ML-ASP-BLK,shopify,1000,deny,manual,5.55,
sleek-5ml-clear-13-415,5 ml Clear Sleek Bottle with Cap,SKU,GB-SLK-CLR-5ML-GLD-T,GB-SLK-CLR-5ML-GLD-T,shopify,1000,deny,manual,0.60,active
sleek-5ml-clear-13-415,,SKU,GB-SLK-CLR-5ML-SLV-T,GB-SLK-CLR-5ML-SLV-T,shopify,1000,deny,manual,0.60,
sleek-5ml-clear-13-415,,SKU,GB-SLK-WHT-5ML-WHT-S,GB-SLK-WHT-5ML-WHT-S,shopify,1000,deny,manual,0.54,
sleek-5ml-clear-13-415,,SKU,GB-SLK-CLR-5ML-S,GB-SLK-CLR-5ML-S,shopify,1000,deny,manual,0.54,
sleek-5ml-clear-13-415,,SKU,GB-SLK-CLR-5ML-MCPR-S,GB-SLK-CLR-5ML-MCPR-S,shopify,1000,deny,manual,0.58,
sleek-5ml-clear-13-415,,SKU,GB-SLK-CLR-5ML-MGLD-S,GB-SLK-CLR-5ML-MGLD-S,shopify,1000,deny,manual,0.58,
sleek-5ml-clear-13-415,,SKU,GB-SLK-CLR-5ML-MSLV-S,GB-SLK-CLR-5ML-MSLV-S,shopify,1000,deny,manual,0.58,
sleek-5ml-clear-13-415,,SKU,GB-SLK-CLR-5ML-SBLK-S,GB-SLK-CLR-5ML-SBLK-S,shopify,1000,deny,manual,0.58,
sleek-5ml-clear-13-415,,SKU,GB-SLK-CLR-5ML-SGLD-S,GB-SLK-CLR-5ML-SGLD-S,shopify,1000,deny,manual,0.58,
sleek-5ml-clear-13-415,,SKU,GB-SLK-CLR-5ML-SSLV-S,GB-SLK-CLR-5ML-SSLV-S,shopify,1000,deny,manual,0.58,
footed-rectangle-10ml-clear-13-415-finemist,10 ml Clear Footed Rectangle Fine Mist Spray Bottle,SKU,GB-RCT-CLR-10ML-SPR-MBLK-01,GB-RCT-CLR-10ML-SPR-MBLK-01,shopify,1000,deny,manual,0.97,active
footed-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-SBLK-01,GB-RCT-CLR-10ML-SPR-SBLK-01,shopify,1000,deny,manual,0.97,
footed-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-MBLU-01,GB-RCT-CLR-10ML-SPR-MBLU-01,shopify,1000,deny,manual,0.97,
footed-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-MCPR-01,GB-RCT-CLR-10ML-SPR-MCPR-01,shopify,1000,deny,manual,0.97,
footed-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-MGLD-01,GB-RCT-CLR-10ML-SPR-MGLD-01,shopify,1000,deny,manual,0.97,
footed-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-SGLD-01,GB-RCT-CLR-10ML-SPR-SGLD-01,shopify,1000,deny,manual,0.97,
footed-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-MSLV-01,GB-RCT-CLR-10ML-SPR-MSLV-01,shopify,1000,deny,manual,0.97,
footed-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-SSLV-01,GB-RCT-CLR-10ML-SPR-SSLV-01,shopify,1000,deny,manual,0.97,
circle-50ml-frosted-18-415-perfumespray,50 ml Frosted Circle Bottle,SKU,GB-CIR-FRS-50ML-SPR-MGLD,GB-CIR-FRS-50ML-SPR-MGLD,shopify,1000,deny,manual,3.10,active
circle-50ml-frosted-18-415-perfumespray,,SKU,GB-CIR-FRS-50ML-SPR-SGLD,GB-CIR-FRS-50ML-SPR-SGLD,shopify,1000,deny,manual,3.10,
circle-50ml-frosted-18-415-perfumespray,,SKU,GB-CIR-FRS-50ML-SPR-SBLK,GB-CIR-FRS-50ML-SPR-SBLK,shopify,1000,deny,manual,3.10,
circle-50ml-frosted-18-415-perfumespray,,SKU,GB-CIR-FRS-50ML-SPR-MSLV,GB-CIR-FRS-50ML-SPR-MSLV,shopify,1000,deny,manual,3.10,
circle-50ml-frosted-18-415-perfumespray,,SKU,GB-CIR-FRS-50ML-SPR-SSLV,GB-CIR-FRS-50ML-SPR-SSLV,shopify,1000,deny,manual,3.10,
circle-50ml-frosted-18-415-perfumespray,,SKU,GB-CIR-FRS-50ML-SPR-CPR,GB-CIR-FRS-50ML-SPR-CPR,shopify,1000,deny,manual,3.10,
diva-100ml-clear-18-415-reducer,100 ml Clear Diva Reducer Bottle,SKU,GB-DVA-CLR-100ML-RDC-SGLD,GB-DVA-CLR-100ML-RDC-SGLD,shopify,1000,deny,manual,2.42,active
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-SBLK-T,GB-DVA-CLR-100ML-RDC-SBLK-T,shopify,1000,deny,manual,2.42,
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-SBLK,GB-DVA-CLR-100ML-RDC-SBLK,shopify,1000,deny,manual,2.42,
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-BRLT,GB-DVA-CLR-100ML-RDC-BRLT,shopify,1000,deny,manual,2.70,
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-LBLT,GB-DVA-CLR-100ML-RDC-LBLT,shopify,1000,deny,manual,2.70,
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-SSLV,GB-DVA-CLR-100ML-RDC-SSLV,shopify,1000,deny,manual,2.42,
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-MSLV-T,GB-DVA-CLR-100ML-RDC-MSLV-T,shopify,1000,deny,manual,2.42,
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-MSLV,GB-DVA-CLR-100ML-RDC-MSLV,shopify,1000,deny,manual,2.42,
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-WHT,GB-DVA-CLR-100ML-RDC-WHT,shopify,1000,deny,manual,2.42,
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-PKLT,GB-DVA-CLR-100ML-RDC-PKLT,shopify,1000,deny,manual,2.70,
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-IVLT,GB-DVA-CLR-100ML-RDC-IVLT,shopify,1000,deny,manual,2.70,
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-BKLT,GB-DVA-CLR-100ML-RDC-BKLT,shopify,1000,deny,manual,2.70,
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-MSLV-01,GB-DVA-CLR-100ML-RDC-MSLV-01,,0,deny,manual,2.42,
diva-100ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-100ML-RDC-SBLK-01,GB-DVA-CLR-100ML-RDC-SBLK-01,,0,deny,manual,2.42,
tall-rectangle-10ml-clear-13-415-finemist,10 ml Clear Tall Rectangle Fine Mist Spray Bottle,SKU,GB-RCT-CLR-10ML-SPR-MBLK-02,GB-RCT-CLR-10ML-SPR-MBLK-02,shopify,1000,deny,manual,1.20,active
tall-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-SBLK-02,GB-RCT-CLR-10ML-SPR-SBLK-02,shopify,1000,deny,manual,1.20,
tall-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-MBLU-02,GB-RCT-CLR-10ML-SPR-MBLU-02,shopify,1000,deny,manual,1.20,
tall-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-MCPR-02,GB-RCT-CLR-10ML-SPR-MCPR-02,shopify,1000,deny,manual,1.20,
tall-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-MGLD-02,GB-RCT-CLR-10ML-SPR-MGLD-02,shopify,1000,deny,manual,1.20,
tall-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-SGLD-02,GB-RCT-CLR-10ML-SPR-SGLD-02,shopify,1000,deny,manual,1.20,
tall-rectangle-10ml-clear-13-415-finemist,,SKU,GB-RCT-CLR-10ML-SPR-MSLV-02,GB-RCT-CLR-10ML-SPR-MSLV-02,shopify,1000,deny,manual,1.20,
