Handle,Title,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Status
atomizer-10ml,,SKU,GB-CYL-CLR-10ML-ATM-GLD,GB-CYL-CLR-10ML-ATM-GLD,shopify,1000,deny,manual,3.15,
atomizer-10ml,,SKU,GB-CYL-GRN-10ML-ATM-GRN,GB-CYL-GRN-10ML-ATM-GRN,shopify,1000,deny,manual,3.15,
atomizer-10ml,,SKU,GB-CYL-CLR-10ML-ATM-LVN,GB-CYL-CLR-10ML-ATM-LVN,shopify,1000,deny,manual,3.15,
atomizer-10ml,,SKU,GB-CYL-PNK-10ML-ATM-PNK,GB-CYL-PNK-10ML-ATM-PNK,shopify,1000,deny,manual,3.15,
atomizer-10ml,,SKU,GB-CYL-CLR-10ML-ATM-RED,GB-CYL-CLR-10ML-ATM-RED,shopify,1000,deny,manual,3.15,
atomizer-10ml,,SKU,GB-CYL-CLR-10ML-ATM-SLV-01,GB-CYL-CLR-10ML-ATM-SLV-01,shopify,1000,deny,manual,3.15,
atomizer-10ml,,SKU,GB-CYL-CLR-10ML-ATM-SLV-02,GB-CYL-CLR-10ML-ATM-SLV-02,shopify,1000,deny,manual,3.40,
atomizer-10ml,,SKU,GB-CYL-CLR-10ML-ATM-SLV-03,GB-CYL-CLR-10ML-ATM-SLV-03,shopify,1000,deny,manual,3.40,
elegant-100ml-clear-18-415-lotionpump,100 ml Clear Elegant Lotion Pump Bottle,SKU,LB-ELG-CLR-100ML-LPM-COCP,LB-ELG-CLR-100ML-LPM-COCP,shopify,1000,deny,manual,3.30,active
elegant-100ml-clear-18-415-lotionpump,,SKU,LB-ELG-CLR-100ML-LPM-MGLD,LB-ELG-CLR-100ML-LPM-MGLD,shopify,1000,deny,manual,3.30,
elegant-100ml-clear-18-415-lotionpump,,SKU,LB-ELG-CLR-100ML-LPM-SGLD,LB-ELG-CLR-100ML-LPM-SGLD,shopify,1000,deny,manual,3.30,
elegant-100ml-clear-18-415-lotionpump,,SKU,LB-ELG-CLR-100ML-LPM-SBLK,LB-ELG-CLR-100ML-LPM-SBLK,shopify,1000,deny,manual,3.30,
elegant-100ml-clear-18-415-lotionpump,,SKU,LB-ELG-CLR-100ML-LPM-MSLV,LB-ELG-CLR-100ML-LPM-MSLV,shopify,1000,deny,manual,3.30,
elegant-100ml-clear-18-415-lotionpump,,SKU,LB-ELG-CLR-100ML-LPM-SSLV,LB-ELG-CLR-100ML-LPM-SSLV,shopify,1000,deny,manual,3.30,
elegant-100ml-clear-18-415-lotionpump,,SKU,LB-ELG-CLR-100ML-LPM-CPR,LB-ELG-CLR-100ML-LPM-CPR,shopify,1000,deny,manual,3.30,
elegant-100ml-clear-18-415-lotionpump,,SKU,LB-ELG-CLR-100ML-LPM-OVCP-T,LB-ELG-CLR-100ML-LPM-OVCP-T,shopify,1000,deny,manual,3.30,
elegant-30ml-clear-15-415-perfumespray,30 ml Clear Elegant Bottle,SKU,GB-ELG-CLR-30ML-SPR-SGLD,GB-ELG-CLR-30ML-SPR-SGLD,shopify,1000,deny,manual,2.25,active
elegant-30ml-clear-15-415-perfumespray,,SKU,GB-ELG-CLR-30ML-SPR-SSLV,GB-ELG-CLR-30ML-SPR-SSLV,shopify,1000,deny,manual,2.25,
elegant-30ml-clear-15-415-perfumespray,,SKU,GB-ELG-CLR-30ML-SPR-MSLV,GB-ELG-CLR-30ML-SPR-MSLV,shopify,1000,deny,manual,2.25,
elegant-30ml-clear-15-415-perfumespray,,SKU,GB-ELG-CLR-30ML-SPR-MGLD,GB-ELG-CLR-30ML-SPR-MGLD,shopify,1000,deny,manual,2.25,
elegant-30ml-clear-15-415-perfumespray,,SKU,GB-ELG-BLK-30ML-SPR-BLK,GB-ELG-BLK-30ML-SPR-BLK,shopify,1000,deny,manual,2.25,
empire-100ml-clear-18-415-lotionpump,100 ml Clear Empire Lotion Pump Bottle,SKU,LB-EMP-CLR-100ML-LPM-COCP,LB-EMP-CLR-100ML-LPM-COCP,shopify,1000,deny,manual,3.50,active
empire-100ml-clear-18-415-lotionpump,,SKU,LB-EMP-CLR-100ML-LPM-MGLD,LB-EMP-CLR-100ML-LPM-MGLD,shopify,1000,deny,manual,3.50,
empire-100ml-clear-18-415-lotionpump,,SKU,LB-EMP-CLR-100ML-LPM-SGLD,LB-EMP-CLR-100ML-LPM-SGLD,shopify,1000,deny,manual,3.50,
empire-100ml-clear-18-415-lotionpump,,SKU,LB-EMP-CLR-100ML-LPM-SBLK,LB-EMP-CLR-100ML-LPM-SBLK,shopify,1000,deny,manual,3.50,
empire-100ml-clear-18-415-lotionpump,,SKU,LB-EMP-CLR-100ML-LPM-MSLV,LB-EMP-CLR-100ML-LPM-MSLV,shopify,1000,deny,manual,3.50,
empire-100ml-clear-18-415-lotionpump,,SKU,LB-EMP-CLR-100ML-LPM-SSLV,LB-EMP-CLR-100ML-LPM-SSLV,shopify,1000,deny,manual,3.50,
empire-100ml-clear-18-415-lotionpump,,SKU,LB-EMP-CLR-100ML-LPM-OVCP-T,LB-EMP-CLR-100ML-LPM-OVCP-T,shopify,1000,deny,manual,3.50,
empire-100ml-clear-18-415-lotionpump,,SKU,LB-EMP-CLR-100ML-LPM-CPR,LB-EMP-CLR-100ML-LPM-CPR,shopify,1000,deny,manual,3.50,
circle-100ml-clear-18-415-reducer,100 ml Clear Circle Reducer Bottle,SKU,GB-CIR-CLR-100ML-RDC-PNK,GB-CIR-CLR-100ML-RDC-PNK,shopify,1000,deny,manual,2.30,active
circle-100ml-clear-18-415-reducer,,SKU,GB-CIR-CLR-100ML-RDC-SGLD,GB-CIR-CLR-100ML-RDC-SGLD,shopify,1000,deny,manual,2.02,
circle-100ml-clear-18-415-reducer,,SKU,GB-CIR-CLR-100ML-RDC-SBLK-T,GB-CIR-CLR-100ML-RDC-SBLK-T,shopify,1000,deny,manual,2.02,
circle-100ml-clear-18-415-reducer,,SKU,GB-CIR-CLR-100ML-RDC-SBLK,GB-CIR-CLR-100ML-RDC-SBLK,shopify,1000,deny,manual,2.02,
circle-100ml-clear-18-415-reducer,,SKU,GB-CIR-CLR-100ML-RDC-01,GB-CIR-CLR-100ML-RDC-01,shopify,1000,deny,manual,2.30,
circle-100ml-clear-18-415-reducer,,SKU,GB-CIR-CLR-100ML-RDC-02,GB-CIR-CLR-100ML-RDC-02,shopify,1000,deny,manual,2.30,
circle-100ml-clear-18-415-reducer,,SKU,GB-CIR-CLR-100ML-RDC-SSLV,GB-CIR-CLR-100ML-RDC-SSLV,shopify,1000,deny,manual,2.02,
circle-100ml-clear-18-415-reducer,,SKU,GB-CIR-CLR-100ML-RDC-MSLV-T,GB-CIR-CLR-100ML-RDC-MSLV-T,shopify,1000,deny,manual,2.02,
circle-100ml-clear-18-415-reducer,,SKU,GB-CIR-CLR-100ML-RDC-MSLV,GB-CIR-CLR-100ML-RDC-MSLV,shopify,1000,deny,manual,2.02,
circle-100ml-clear-18-415-reducer,,SKU,GB-CIR-CLR-100ML-RDC-WHT,GB-CIR-CLR-100ML-RDC-WHT,shopify,1000,deny,manual,2.02,
circle-100ml-clear-18-415-reducer,,SKU,GB-CIR-CLR-100ML-RDC-IVR,GB-CIR-CLR-100ML-RDC-IVR,shopify,1000,deny,manual,2.30,
circle-100ml-clear-18-415-reducer,,SKU,GB-CIR-CLR-100ML-RDC-BKLT,GB-CIR-CLR-100ML-RDC-BKLT,shopify,1000,deny,manual,2.30,
circle-100ml-clear-18-415-reducer,,SKU,GB-CIR-CLR-100ML-RDC-SBLK-01,GB-CIR-CLR-100ML-RDC-SBLK-01,,0,deny,manual,2.02,
sleek-100ml-clear-18-415-lotionpump,100 ml Clear Sleek Lotion Pump Bottle,SKU,LB-SLK-CLR-100ML-LPM-COCP,LB-SLK-CLR-100ML-LPM-COCP,shopify,1000,deny,manual,3.05,active
sleek-100ml-clear-18-415-lotionpump,,SKU,LB-SLK-CLR-100ML-LPM-SBLK,LB-SLK-CLR-100ML-LPM-SBLK,shopify,1000,deny,manual,3.05,
sleek-100ml-clear-18-415-lotionpump,,SKU,LB-SLK-CLR-100ML-LPM-SGLD,LB-SLK-CLR-100ML-LPM-SGLD,shopify,1000,deny,manual,3.05,
sleek-100ml-clear-18-415-lotionpump,,SKU,LB-SLK-CLR-100ML-LPM-SSLV,LB-SLK-CLR-100ML-LPM-SSLV,shopify,1000,deny,manual,3.05,
sleek-100ml-clear-18-415-lotionpump,,SKU,LB-SLK-CLR-100ML-LPM-COCP-T,LB-SLK-CLR-100ML-LPM-COCP-T,shopify,1000,deny,manual,3.75,
sleek-100ml-clear-18-415-lotionpump,,SKU,LB-SLK-CLR-100ML-LPM-MGLD,LB-SLK-CLR-100ML-LPM-MGLD,shopify,1000,deny,manual,3.05,
sleek-100ml-clear-18-415-lotionpump,,SKU,LB-SLK-CLR-100ML-LPM-MSLV,LB-SLK-CLR-100ML-LPM-MSLV,shopify,1000,deny,manual,3.05,
sleek-100ml-clear-18-415-lotionpump,,SKU,LB-SLK-CLR-100ML-LPM-CPR,LB-SLK-CLR-100ML-LPM-CPR,shopify,1000,deny,manual,3.05,
slim-100ml-clear-18-415-lotionpump,100 ml Clear Slim Lotion Pump Bottle,SKU,LB-SLM-CLR-100ML-LPM-CPR,LB-SLM-CLR-100ML-LPM-CPR,shopify,1000,deny,manual,3.05,active
slim-100ml-clear-18-415-lotionpump,,SKU,LB-SLM-CLR-100ML-LPM-SSLV,LB-SLM-CLR-100ML-LPM-SSLV,shopify,1000,deny,manual,3.05,
slim-100ml-clear-18-415-lotionpump,,SKU,LB-SLM-CLR-100ML-LPM-SGLD,LB-SLM-CLR-100ML-LPM-SGLD,shopify,1000,deny,manual,3.05,
slim-100ml-clear-18-415-lotionpump,,SKU,LB-SLM-CLR-100ML-LPM-SBLK,LB-SLM-CLR-100ML-LPM-SBLK,shopify,1000,deny,manual,3.05,
slim-100ml-clear-18-415-lotionpump,,SKU,LB-SLM-CLR-100ML-LPM-MGLD,LB-SLM-CLR-100ML-LPM-MGLD,shopify,1000,deny,manual,3.05,
slim-100ml-clear-18-415-lotionpump,,SKU,LB-SLM-CLR-100ML-LPM-MSLV,LB-SLM-CLR-100ML-LPM-MSLV,shopify,1000,deny,manual,3.05,
slim-100ml-clear-18-415-lotionpump,,SKU,LB-SLM-CLR-100ML-MSLV-T,LB-SLM-CLR-100ML-MSLV-T,shopify,1000,deny,manual,3.05,
aluminum-bottle-120ml-mixed-20-410,120 ml Aluminum Bottle Bottle with Cap,SKU,AB-ALU-CLR-120ML-LPM-WHT,AB-ALU-CLR-120ML-LPM-WHT,shopify,1000,deny,manual,0.35,active
aluminum-bottle-120ml-mixed-20-410,,SKU,AB-ALU-CLR-120ML-LPM-BLK,AB-ALU-CLR-120ML-LPM-BLK,shopify,1000,deny,manual,1.30,
elegant-30ml-frosted-15-415-perfumespray,30 ml Frosted Elegant Bottle,SKU,GB-ELG-FRS-30ML-SPR-SGLD,GB-ELG-FRS-30ML-SPR-SGLD,shopify,1000,deny,manual,2.75,active
elegant-30ml-frosted-15-415-perfumespray,,SKU,GB-ELG-FRS-30ML-SPR-SSLV,GB-ELG-FRS-30ML-SPR-SSLV,shopify,1000,deny,manual,2.75,
elegant-30ml-frosted-15-415-perfumespray,,SKU,GB-ELG-FRS-30ML-SPR-MSLV,GB-ELG-FRS-30ML-SPR-MSLV,shopify,1000,deny,manual,2.75,
elegant-30ml-frosted-15-415-perfumespray,,SKU,GB-ELG-FRS-30ML-SPR-MGLD,GB-ELG-FRS-30ML-SPR-MGLD,shopify,1000,deny,manual,2.75,
elegant-30ml-frosted-15-415-perfumespray,,SKU,GB-ELG-FRS-30ML-SPR-BLK,GB-ELG-FRS-30ML-SPR-BLK,shopify,1000,deny,manual,2.75,
round-128ml-clear-18-415-lotionpump,128 ml Clear Round Lotion Pump Bottle,SKU,LB-RND-CLR-128ML-LPM-SGLD,LB-RND-CLR-128ML-LPM-SGLD,shopify,1000,deny,manual,3.05,active
round-128ml-clear-18-415-lotionpump,,SKU,LB-RND-CLR-128ML-LPM-MSLV,LB-RND-CLR-128ML-LPM-MSLV,shopify,1000,deny,manual,3.05,
round-128ml-clear-18-415-lotionpump,,SKU,LB-RND-CLR-128ML-LPM-COCP,LB-RND-CLR-128ML-LPM-COCP,shopify,1000,deny,manual,3.05,
round-128ml-clear-18-415-lotionpump,,SKU,LB-RND-CLR-128ML-LPM-CPR,LB-RND-CLR-128ML-LPM-CPR,shopify,1000,deny,manual,3.05,
round-128ml-clear-18-415-lotionpump,,SKU,LB-RND-CLR-128ML-LPM-MGLD,LB-RND-CLR-128ML-LPM-MGLD,shopify,1000,deny,manual,3.05,
round-128ml-clear-18-415-lotionpump,,SKU,LB-RND-CLR-128ML-LPM-SBLK,LB-RND-CLR-128ML-LPM-SBLK,shopify,1000,deny,manual,3.05,
round-128ml-clear-18-415-lotionpump,,SKU,LB-RND-CLR-128ML-LPM-SSLV,LB-RND-CLR-128ML-LPM-SSLV,shopify,1000,deny,manual,3.05,
cylinder-28ml-clear-16mm-rollon,28 ml Clear Cylinder Roll-On Bottle,SKU,GB-CYL-CLR-28ML-MRL-02,GB-CYL-CLR-28ML-MRL-02,shopify,1000,deny,manual,1.15,active
cylinder-28ml-clear-16mm-rollon,,SKU,GB-CYL-CLR-28ML-RBL-WHT,GB-CYL-CLR-28ML-RBL-WHT,shopify,1000,deny,manual,0.85,
cylinder-28ml-clear-16mm-rollon,,SKU,GB-CYL-CLR-28ML-RBL,GB-CYL-CLR-28ML-RBL,shopify,1000,deny,manual,0.85,
cylinder-28ml-clear-16mm-rollon,,SKU,GB-CYL-CLR-28ML-MRL-01,GB-CYL-CLR-28ML-MRL-01,shopify,1000,deny,manual,1.15,
boston-round-30ml-clear-20-400-rollon,30 ml Clear Boston Round Roll-On Bottle,SKU,GB-BSR-CLR-30ML-MRO-MSLV,GB-BSR-CLR-30ML-MRO-MSLV,shopify,1000,deny,manual,1.07,active
boston-round-30ml-clear-20-400-rollon,,SKU,GB-BSR-CLR-30ML-MRO-SSLV,GB-BSR-CLR-30ML-MRO-SSLV,shopify,1000,deny,manual,1.07,
boston-round-30ml-clear-20-400-rollon,,SKU,GB-BSR-CLR-30ML-MRO-MBLK,GB-BSR-CLR-30ML-MRO-MBLK,shopify,1000,deny,manual,1.07,
boston-round-30ml-clear-20-400-rollon,,SKU,GB-BSR-CLR-30ML-MRO-GLD,GB-BSR-CLR-30ML-MRO-GLD,shopify,1000,deny,manual,1.07,
boston-round-30ml-clear-20-400-rollon,,SKU,GB-BSR-CLR-30ML-MRO-MGLD,GB-BSR-CLR-30ML-MRO-MGLD,shopify,1000,deny,manual,1.07,
boston-round-30ml-clear-20-400-rollon,,SKU,GB-BSR-CLR-30ML-RBL-SBLK,GB-BSR-CLR-30ML-RBL-SBLK,shopify,1000,deny,manual,0.92,
boston-round-30ml-clear-20-400-rollon,,SKU,GB-BSR-CLR-30ML-RBL-SGLD,GB-BSR-CLR-30ML-RBL-SGLD,shopify,1000,deny,manual,0.92,
boston-round-30ml-clear-20-400-rollon,,SKU,GB-BSR-CLR-30ML-RBL-MSLV,GB-BSR-CLR-30ML-RBL-MSLV,shopify,1000,deny,manual,0.92,
boston-round-30ml-clear-20-400-rollon,,SKU,GB-BSR-CLR-30ML-RBL-SSLV,GB-BSR-CLR-30ML-RBL-SSLV,shopify,1000,deny,manual,0.92,
boston-round-30ml-clear-20-400-rollon,,SKU,GB-BSR-CLR-30ML-RBL-MGLD,GB-BSR-CLR-30ML-RBL-MGLD,shopify,1000,deny,manual,0.92,
boston-round-30ml-clear-20-400-rollon,,SKU,GB-BSR-CLR-30ML-RBL-MBLK,GB-BSR-CLR-30ML-RBL-MBLK,shopify,1000,deny,manual,0.92,
boston-round-30ml-clear-20-400-rollon,,SKU,GB-BSR-CLR-30ML-MRL-BLK,GB-BSR-CLR-30ML-MRL-BLK,shopify,1000,deny,manual,1.07,
round-128ml-frosted-18-415-lotionpump,128 ml Frosted Round Lotion Pump Bottle,SKU,LB-RND-FRS-128ML-LPM-CLR,LB-RND-FRS-128ML-LPM-CLR,shopify,1000,deny,manual,3.55,active
round-128ml-frosted-18-415-lotionpump,,SKU,LB-RND-FRS-128ML-LPM-MGLD,LB-RND-FRS-128ML-LPM-MGLD,shopify,1000,deny,manual,3.55,
round-128ml-frosted-18-415-lotionpump,,SKU,LB-RND-FRS-128ML-LPM-SGLD,LB-RND-FRS-128ML-LPM-SGLD,shopify,1000,deny,manual,3.55,
round-128ml-frosted-18-415-lotionpump,,SKU,LB-RND-FRS-128ML-LPM-SBLK,LB-RND-FRS-128ML-LPM-SBLK,shopify,1000,deny,manual,3.55,
round-128ml-frosted-18-415-lotionpump,,SKU,LB-RND-FRS-128ML-LPM-MSLV,LB-RND-FRS-128ML-LPM-MSLV,shopify,1000,deny,manual,3.55,
round-128ml-frosted-18-415-lotionpump,,SKU,LB-RND-FRS-128ML-LPM-SSLV,LB-RND-FRS-128ML-LPM-SSLV,shopify,1000,deny,manual,3.55,
round-128ml-frosted-18-415-lotionpump,,SKU,LB-RND-FRS-128ML-LPM-CPR,LB-RND-FRS-128ML-LPM-CPR,shopify,1000,deny,manual,3.55,
elegant-15ml-clear-13-415-rollon,15 ml Clear Elegant Roll-On Bottle,SKU,GB-ELG-CLR-15ML-ROL-SSLV,GB-ELG-CLR-15ML-ROL-SSLV,shopify,1000,deny,manual,0.80,active
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-ROL-SGLD,GB-ELG-CLR-15ML-ROL-SGLD,shopify,1000,deny,manual,0.80,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-ROL-PKDT,GB-ELG-CLR-15ML-ROL-PKDT,shopify,1000,deny,manual,0.87,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-ROL-SLDT,GB-ELG-CLR-15ML-ROL-SLDT,shopify,1000,deny,manual,0.87,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-ROL-MSLV,GB-ELG-CLR-15ML-ROL-MSLV,shopify,1000,deny,manual,0.80,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-ROL-SBLK,GB-ELG-CLR-15ML-ROL-SBLK,shopify,1000,deny,manual,0.80,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-ROL-MCPR,GB-ELG-CLR-15ML-ROL-MCPR,shopify,1000,deny,manual,0.80,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-ROL-MGLD,GB-ELG-CLR-15ML-ROL-MGLD,shopify,1000,deny,manual,0.80,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-ROL-BKDT,GB-ELG-CLR-15ML-ROL-BKDT,shopify,1000,deny,manual,0.87,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-BKDT,GB-ELG-CLR-15ML-MRL-BKDT,shopify,1000,deny,manual,0.95,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-MCPR-01,GB-ELG-CLR-15ML-MRL-MCPR-01,shopify,1000,deny,manual,0.88,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-MGLD,GB-ELG-CLR-15ML-MRL-MGLD,shopify,1000,deny,manual,0.88,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-SGLD-01,GB-ELG-CLR-15ML-MRL-SGLD-01,shopify,1000,deny,manual,0.88,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-PKDT,GB-ELG-CLR-15ML-MRL-PKDT,shopify,1000,deny,manual,0.95,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-SLDT,GB-ELG-CLR-15ML-MRL-SLDT,shopify,1000,deny,manual,0.95,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-MSLV-01,GB-ELG-CLR-15ML-MRL-MSLV-01,shopify,1000,deny,manual,0.88,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-SSLV,GB-ELG-CLR-15ML-MRL-SSLV,shopify,1000,deny,manual,0.88,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-SBLK,GB-ELG-CLR-15ML-MRL-SBLK,shopify,1000,deny,manual,0.88,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL,GB-ELG-CLR-15ML-MRL,,0,deny,manual,1.09,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-BLK-01,GB-ELG-CLR-15ML-MRL-BLK-01,,0,deny,manual,1.09,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-BLK-02,GB-ELG-CLR-15ML-MRL-BLK-02,,0,deny,manual,1.02,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-MCPR-02,GB-ELG-CLR-15ML-MRL-MCPR-02,,0,deny,manual,1.02,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-MSLV-02,GB-ELG-CLR-15ML-MRL-MSLV-02,,0,deny,manual,1.02,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-SGLD-02,GB-ELG-CLR-15ML-MRL-SGLD-02,,0,deny,manual,1.02,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-SLV-01,GB-ELG-CLR-15ML-MRL-SLV-01,,0,deny,manual,1.09,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-MRL-SLV-02,GB-ELG-CLR-15ML-MRL-SLV-02,,0,deny,manual,1.02,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-RBL,GB-ELG-CLR-15ML-RBL,,0,deny,manual,1.01,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-RBL-BLK-01,GB-ELG-CLR-15ML-RBL-BLK-01,,0,deny,manual,1.01,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-RBL-BLK-02,GB-ELG-CLR-15ML-RBL-BLK-02,,0,deny,manual,0.94,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-RBL-MCPR,GB-ELG-CLR-15ML-RBL-MCPR,,0,deny,manual,0.94,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-RBL-MSLV,GB-ELG-CLR-15ML-RBL-MSLV,,0,deny,manual,1.65,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-RBL-SGLD,GB-ELG-CLR-15ML-RBL-SGLD,,0,deny,manual,0.94,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-RBL-SLV-01,GB-ELG-CLR-15ML-RBL-SLV-01,,0,deny,manual,1.01,
elegant-15ml-clear-13-415-rollon,,SKU,GB-ELG-CLR-15ML-RBL-SLV-02,GB-ELG-CLR-15ML-RBL-SLV-02,,0,deny,manual,0.94,
sleek-50ml-clear-18-415-antiquespray-tassel,50 ml Clear Sleek Vintage Bulb Spray Bottle with Tassel,SKU,GB-SLK-CLR-50ML-AST-LVN,GB-SLK-CLR-50ML-AST-LVN,shopify,1000,deny,manual,6.30,active
sleek-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-SLK-CLR-50ML-AST-IVGD,GB-SLK-CLR-50ML-AST-IVGD,shopify,1000,deny,manual,6.30,
sleek-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-SLK-CLR-50ML-AST-IVSL,GB-SLK-CLR-50ML-AST-IVSL,shopify,1000,deny,manual,6.30,
sleek-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-SLK-CLR-50ML-AST-WHT,GB-SLK-CLR-50ML-AST-WHT,shopify,1000,deny,manual,6.30,
sleek-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-SLK-CLR-50ML-AST-PNK,GB-SLK-CLR-50ML-AST-PNK,shopify,1000,deny,manual,6.30,
sleek-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-SLK-CLR-50ML-AST-RED,GB-SLK-CLR-50ML-AST-RED,shopify,1000,deny,manual,6.30,
sleek-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-SLK-CLR-50ML-AST-MSLV,GB-SLK-CLR-50ML-AST-MSLV,shopify,1000,deny,manual,6.30,
sleek-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-SLK-CLR-50ML-AST-GLD,GB-SLK-CLR-50ML-AST-GLD,shopify,1000,deny,manual,6.30,
sleek-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-SLK-CLR-50ML-AST-BLK,GB-SLK-CLR-50ML-AST-BLK,shopify,1000,deny,manual,6.30,
dropper-18-400,Dropper — Thread 18-400,SKU,CMP-DRP-WHT-18400-66,CMP-DRP-WHT-18400-66,shopify,1000,deny,manual,0.45,active
dropper-18-400,,SKU,CMP-DRP-BKSL-18400-66,CMP-DRP-BKSL-18400-66,shopify,1000,deny,manual,0.60,
dropper-18-400,,SKU,CMP-DRP-WTGD-18400-66,CMP-DRP-WTGD-18400-66,shopify,1000,deny,manual,0.60,
dropper-18-400,,SKU,CMP-DRP-BKGD-18400-66,CMP-DRP-BKGD-18400-66,shopify,1000,deny,manual,0.60,
dropper-18-400,,SKU,CMP-DRP-WTSL-18400-66,CMP-DRP-WTSL-18400-66,shopify,1000,deny,manual,0.60,
dropper-18-400,,SKU,CMP-DRP-BLK-18400-90MM,CMP-DRP-BLK-18400-90MM,shopify,1000,deny,manual,0.45,
vial-1ml-amber-plug,1 ml Amber Vial Bottle with Cap,SKU,GB-VIA-AMB-1ML-WHT-T,GB-VIA-AMB-1ML-WHT-T,shopify,1000,deny,manual,0.15,active
sleek-30ml-clear-18-415-perfumespray,30 ml Clear Sleek Bottle,SKU,GB-SLK-CLR-30ML-SPR-MGLD,GB-SLK-CLR-30ML-SPR-MGLD,shopify,1000,deny,manual,2.55,active
sleek-30ml-clear-18-415-perfumespray,,SKU,GB-SLK-CLR-30ML-SPR-SGLD,GB-SLK-CLR-30ML-SPR-SGLD,shopify,1000,deny,manual,2.55,
sleek-30ml-clear-18-415-perfumespray,,SKU,GB-SLK-CLR-30ML-SPR-SBLK,GB-SLK-CLR-30ML-SPR-SBLK,shopify,1000,deny,manual,2.55,
sleek-30ml-clear-18-415-perfumespray,,SKU,GB-SLK-CLR-30ML-SPR-MSLV,GB-SLK-CLR-30ML-SPR-MSLV,shopify,1000,deny,manual,2.55,
sleek-30ml-clear-18-415-perfumespray,,SKU,GB-SLK-CLR-30ML-SPR-SSLV,GB-SLK-CLR-30ML-SPR-SSLV,shopify,1000,deny,manual,2.55,
sleek-30ml-clear-18-415-perfumespray,,SKU,GB-SLK-CLR-30ML-SPR-CPR,GB-SLK-CLR-30ML-SPR-CPR,shopify,1000,deny,manual,2.55,
vial-1ml-clear-plug,1 ml Clear Vial Bottle with Cap,SKU,GB-VIA-CLR-1ML-BLK-T,GB-VIA-CLR-1ML-BLK-T,shopify,1000,deny,manual,0.13,active
vial-1ml-clear-plug,,SKU,GB-VIA-CLR-1ML,GB-VIA-CLR-1ML,shopify,1000,deny,manual,0.15,
vial-1ml-clear-plug,,SKU,GB-VIA-CLR-1ML-WHT-T,GB-VIA-CLR-1ML-WHT-T,shopify,1000,deny,manual,0.13,
