sku,url,neck,family,glass,capacityMl,sha256,hasPurchase,stockUnavailable,error
LBSlm50LtnClOvrCap,https://www.bestbottles.com/product/slim-design-50-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Clear,50,a6f7ff37790b032cbb9ef8f09897c70185afa8ad68158944c6dafb81c9209869,True,False,
GBFlair15MtlRollSlSh,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,13-415,,Clear,15,7ce5f311ad9abc71ff887ae2bebfe8ad8dbf024e88cdffd99e85a41409e408b9,True,False,
GBEmp50AnSpRed,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,50,ab8bb7fc5770ec38a6be7b7b2acdf3c2974fd343654d306328772efc8bdd4fa9,True,True,
GBRnd128AnSpTslRed,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,128,65b8da0fd16010720cebd760612c57440f94d7f6e9d667f367ffa85f4589120c,True,False,
LBSlk100LtnMtSl,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap,18-415,,Clear,100,17359daab560c2015836a3e041f8a21b8a140a46fae924a8bb29991732479d8f,True,False,
GBRnd78RdcrMtSl,https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-silver-matte-cap,18-415,,Clear,78,2f42d84ae0be7c6b8a346f09c0e4146a261331fac29c8894756b4ea0d6fdeb04,True,False,
LBGrce55LtnClOvrCap,https://www.bestbottles.com/product/grace-design-55-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Clear,55,b4cb43d4776b52eb5721f9082d07f92059ccea42864e6f59924322649f62e8c8,True,False,
GBEmp50AnSpMtSl,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,18-415,,Clear,50,db522077e9c965a3c8a987363291d67d760368cc2d6cc7f70aa4847a51528526,True,False,
GBRnd128AnSpTslWht,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,128,9c1725b05edddd7274537c4d96b8ae7326f2eac2ee2a59a8aa56a64f405a2c20,True,False,
LBSlk100LtnCu,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-copper-lotion-pump-and-cap,18-415,,Clear,100,01651cfcc3383b6f54ad83afacec354eaf31c4f8e5acf6c34aff8b0c168749a5,True,False,
GBRndFrst78RdcrShnGl,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-shiny-gold-cap,18-415,,Frosted,78,94881e1867086fba95634638299701a13b7ebcd33cfd378d4857555792db2b6e,True,False,
LBDmnd2ozLtnClOvrCap,https://www.bestbottles.com/product/diamond-design-2-oz-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Clear,60,3cddd8f8afd0e9c915947b0b2cc1b329e1e1c78b4d172bea63d1099cf371b512,True,False,
GBDiva30SpryMtGl,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-matte-gold-spray-pump-and-cap,18-415,,Clear,30,2b3234df1491d732edbc74dfd389398bafb50530c133d488853b6c79a134d5ea,True,False,
GBEmp50AnSpWht,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,50,ba561600fc640a5195c40b95b866a9d3f0f0b52892b90e8edd344a47952ea7c7,True,False,
GBRnd128AnSpTslMtSl,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar,18-415,,Clear,128,612ec46cc062860b8eaffcd2c1ca298a5e815a2610099729ef5d9b665074e528,True,False,
LBSlm100LtnShnSl,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,18-415,,Clear,100,1037a1f78e96ee8b5177f5e71c49a28dc61febcf2542c3b1c3a5978c042ec0a0,True,False,
GBRndFrst78RdcrShnBlkTall,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-tall-black-shiny-cap,18-415,,Frosted,78,27a11b88ed81b2398e61b04a36f1755605ef92482d78451a69f9e4b8045b8f68,True,False,
GBRoyal13RollBlkSh,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,13-415,,Clear,13,a92d8fc6054731a40e2a7cd6ebc5d849fe6ff30b78c0095992a6f023866c39e1,True,False,
LBElg60LtnClrOvrCap,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Clear,60,12bfcea74f0eed3d88a7177584cb50064c84372c041e9363fd67d78c6483a46f,True,False,
GBDiva30SpryShnGl,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-shiny-gold-spray-pump-and-cap,18-415,,Clear,30,99bceded3781c617f183476159b5eb1a52945964cd9b9ff1c9ee75dda4e78038,True,False,
GBEmp50AnSpTslGl,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Clear,50,d1d675763969d02de353867f75cb86455cd6d12a3ba36151facdad1132c5e799,True,False,
GBRndFrst128AnSpGl,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,18-415,,Frosted,128,7db1543b92111bc56c82b4e103c4025664c3ceebab6c262050209caa67feb49f,True,False,
LBSlm100LtnShnGl,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,18-415,,Clear,100,2b7dd9095d9d369ed3f5a8c7fe12cff7fe6367166f69014c6ff616f1d84832f5,True,False,
GBRndFrst78RdcrShnBlk,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-black-shiny-cap,18-415,,Frosted,78,9333a5a58f8ad6c74aa3836ec34e0859a3e1d84a4082c219b40b575435adbfd4,True,False,
GBRoyal13RollCuMatt,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,13-415,,Clear,13,903e71b5ecb5778e98154df3344797d4eaf656bfdede50147f17acab5a2e1149,True,False,
LBElgFrst60LtnClOvrCap,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Frosted,60,f4ad1039ad1479c9528ecbf609f1c7527fe44190d72ec0b4dfd6e4f95d4ec222,True,False,
GBDiva30SpryShnBlk,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-shiny-black-spray-pump-and-cap,18-415,,Clear,30,2f493ca4354131406bba31b15192cf0c749b286b14b9dc19de4827341b60ab5c,True,False,
GBEmp50AnSpTslIvyGl,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Clear,50,cdceabe0e00abc3d16a9d76c5b6074c4d148f60d4053b4c09819744d039b731e,True,False,
GBRndFrst128AnSpIvyGl,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,18-415,,Frosted,128,1f05193f4608c2a119b996331b41996d21853ba1391092a91fbc2ae87d6e7e86,True,False,
LBSlm100LtnShnBlk,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-shiny-black-lotion-pump-and-cap,18-415,,Clear,100,5f1ba52f2ab95c6a9b74638dc6190ceb183c15e99a6c69b63bbe9564cbfea9c0,True,False,
GBRndFrst78RdcrBrwnLthr,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-brown-faux-leather-cap,18-415,,Frosted,78,1279d438c652b325a345bc1d3b922d22fe16006ae74541808d6a2f53b1c176a0,True,False,
GBRoyal13RollGlMatt,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,13-415,,Clear,13,93619f0abd3050c2b5810a69c72db6f8ac42a101b98fdc00e46ef6c5584acecf,True,False,
GBDiva30SpryMtSl,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-matte-silver-spray-pump-and-cap,18-415,,Clear,30,207ae487c2d36f997554fd03557f1a360d708e95d25ee9efd7078e14d0dc1b53,True,False,
GBEmp50AnSpTslLvn,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,50,b73f6a908fefb46ec02ad75731265ef57c775a32c81f4fd3a40d67a6197afcf3,True,False,
GBRndFrst128AnSpIvySl,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Frosted,128,daee4c769a23ff8d5ad8040a61b1a5d6f8aa481ddd195663df2a1e7ff4dff419,True,False,
LBSlm100LtnMtGl,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-matte-gold-lotion-pump-and-cap,18-415,,Clear,100,40f229c894401649b4c8b01116bb8ca92e768e7db9e1c44bba82e8b838554613,True,False,
GBRndFrst78RdcrLBrwnLthr,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-light-brown-faux-leather-cap,18-415,,Frosted,78,5da5679bcecabe48432fff6c5b051236ab3c5439830d4dba362ee676f9e7f4ab,True,False,
GBRoyal13RollGlSh,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,13-415,,Clear,13,c88261a280f205228e2a9ac1595234ae77c6fa78fe7a3f27b4d1c4c904ffacab,True,False,
LBRnd78LtnClOvrCap,https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Clear,78,b47b3083e8d844046cee8f4a3c9fca7c09b5b28d9befb76ba1384db46fad411c,True,False,
GBDiva30SpryShnSl,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-shiny-silver-spray-and-cap,18-415,,Clear,30,a6c5aa3a3f728d91e4057b41f6ec45a92e6dddeedfdf9e9b2df1be4bbde4cd55,True,False,
GBEmp50AnSpTslPnk,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Clear,50,05890595d3145b7ba44d289797100d98b68e90ebfc687617cf6819780a399d4c,True,False,
GBRndFrst128AnSpLvn,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Frosted,128,687b44b81cfd383ddfa53ed9c004177b834833f2dd77d189363d31ca21c685e6,True,True,
LBSlm100LtnMtSl,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap,18-415,,Clear,100,c2d59c9ae10cd4699d4abf7846eb5f497c73d5eb11fdc31d0bab3f1a4fd3dae1,True,False,
GBRndFrst78RdcrShnSl,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-shiny-silver-cap,18-415,,Frosted,78,3ce1c33850ca67f9d6e23ada22b132563b4983e2f37baf92cca4d8db0dfafd3f,True,False,
GBRoyal13RollPinkDot,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,13-415,,Clear,13,3871af75732f8bb51b07c1351e03a7549806d77f7baa5a15921c25afc7cad73b,True,False,
LBRndFrst78LtnClOvrCap,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Frosted,78,4d542be308a041caf6fd2d4dbc44c06a3fc813ec3dd6938cc3d84d90218b3a47,True,False,
GBEmp50AnSpTslIvySl,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,50,4bfba8c5156f053d3f6bc52252f17bffa29f48a2ed2f1b5b4d171d0bac1bea35,True,False,
GBRndFrst128AnSpPnk,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap,18-415,,Frosted,128,3e12ad77f1a866c53bc8a8a4065e698aad7137d3196d4f622f1b147d1a6000bd,True,False,
LBSlm100MtSlClOvrCap,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Clear,100,c8c31119ab4db43b43c08f4a8d64d276fa9adc9a2dee791cff5b29d6401264df,True,False,
GBCylSwrl9SpryBlk,https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-sprayer-black-trim-and-cap,17-415,Cylinder,,9,2df4affabd392693e2943c019597255715702494d897d02675d4e85249cd7b9a,True,False,
,https://www.bestbottles.com/product/pillar-design-9-ml-clear-glass-bottle-matte-black-spray,,,Clear,,6013cbca606ff130f387a7f04162af1dce51a65fd8736764cfdae7f64c61e545,False,False,Product Item Name missing; source unresolved
,https://www.bestbottles.com/product/bell-design-10-ml-clear-glass-bottle-shiny-black-spray,,,Clear,,6013cbca606ff130f387a7f04162af1dce51a65fd8736764cfdae7f64c61e545,False,False,Product Item Name missing; source unresolved
GBBell10BlkShSht,https://www.bestbottles.com/product/bell-design-10-ml-glass-bottle-short-shiny-black-cap,13-415,,Clear,10,d8b00b929219744345f20e697c4ee7c84cf7a85a0d8d135dc17294b0968759f8,True,False,
GBBell10RollBlkDot,https://www.bestbottles.com/product/bell-design-10-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,13-415,,Clear,10,056fdfee8185425096ccc465bd44dd60eb1e3ce14ed160fd7af72fc343a7aba5,True,False,
GBBell10MtlRollBlkDot,https://www.bestbottles.com/product/bell-design-10-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,13-415,,Clear,10,7a659aaae650496ac615dd56826d25de72beabfdd3903381a95a838bab31b518,True,False,
LBCylSwrl9LtnBlk,https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-lotion-pump-black-trim-and-cap,17-415,Cylinder,,9,39bd8cf5ff03341f1b27dc3c56d7f7281a49cc783765a33d19af8e14fba65462,True,False,
GBElg15MinarCu,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-matte-copper-minaret-cap,,,Clear,15,a4e956e97bc69326af0074f07f5b7d6198ea57a9c139961368374114a960e721,True,False,
GBCylBlu5BlkShSht,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-short-shiny-black-cap,13-415,Cylinder,Cobalt Blue,5,417a7ac700fed2d7e71bb1180f368bb9deeac9549c25bc677f93a856a1518dfb,True,False,
GBElgFrst15BlkShSht,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-short-shiny-black-cap,13-415,,Frosted,15,2b21d54845adad665e2b92a0c2b458840f0ed5d884d899bf116a55896a63cb47,True,False,
GBPillar9MtlRollBlkdot,https://www.bestbottles.com/product/pillar-design-5-ml-glass-bottle-metal-roller-ball-plug-black-dots-cap,13-415,,Clear,9,2eda3202a70e7590ca2f18449804dbfb1b6fd0b89d8e6f0659270f9c57d780e2,True,False,
GBPillar9RollBlkDot,https://www.bestbottles.com/product/pillar-design-5-ml-glass-bottle-roller-ball-plug-black-dots-cap,13-415,,Clear,9,752076ab6c168b0bbd16925ca76cbb655bc08eb47d039a3456f12d0745d9e357,True,False,
GBPillar9BlkShSht,https://www.bestbottles.com/product/pillar-design-9-ml-glass-bottle-black-short-cap,13-415,,Clear,9,ec37b8dc8f24964ef0cc2dfb828374a2ea9c5ebe11343296f39303d6581f887e,True,False,
GBTulip6BlkShSht,https://www.bestbottles.com/product/tulip-design-6ml-bottle-short-shiny-black-cap,13-415,,Clear,6,799417fe8b63fb8c887bb89da84562b9e38d6051214e0b8d9c9179a615622629,True,True,
GBcyl25SpryShnBlk,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-black-spray-pump-and-cap,18-415,Cylinder,Clear,25,3ec87d50b4032109a1b8f5be7d4e7023ba9254a4558aa772227b39954764bf2e,True,False,
GBCrclFrst50AnSpTslBlk,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Frosted,50,331a434a596d634dc5d1107e69a03d763bad58f8ba5b351efa9a3e50e2aac8cd,True,False,
GBCrclFrst50AnSpTslGl,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Frosted,50,f2ff4ca1c94a05abfe78a4ac6b14af401d7dbff994c8b590ffed6362114d0aed,True,False,
GBCrclFrst50AnSpTslIvyGl,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Frosted,50,021e602b8305266138f8b2eb8484d728b4275233533172c9bc659164fa37e9fe,True,False,
GBCrclFrst50AnSpTslIvySl,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Frosted,50,e18566c107b06b3994ce4860e5f76fe32ec3eba1950ab06b8bde2202643f0980,True,False,
GBCrclFrst50AnSpTslLvn,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Frosted,50,194885e56cb484db497e39aa6c5ec9d17a24a4c12dfb0a744131b233a5493534,True,False,
GBCrclFrst50AnSpTslMtSl,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar,18-415,,Frosted,50,315239a0885b1871003bcdeb41dad7e13ac14d11f23e974ec86c12cb86865cb0,True,False,
GBCrclFrst50AnSpTslPnk,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Frosted,50,f4b5b70b1cb5b203be34fc3d7c70e1318386d3d1e713e17ca601ec18ecf5f83c,True,False,
GBCrclFrst50AnSpTslRed,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Frosted,50,ed6923961bc0ee25b475eaad2ee5f6695e0074988439c18142893cc3597a7eeb,True,False,
GBCrclFrst50AnSpTslWht,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Frosted,50,701b7c35f6782c04f4df5ad61518ecdb16e0e2c79baad452f16c25400fe31347,True,False,
GBCyl25DrpCu,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-white-dropper-Matte-copper-collar-cap,18-415,Cylinder,Clear,25,910dcb8b13820ebb5fb16684d069bd4dd047cbfe963e09cb0064f1051e388200,True,False,
GBcyl25AnSpTslBlk,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-black-vintage-style-bulb-sprayer-tassel-shiny-silver-collar-cap,18-415,Cylinder,Clear,25,a7052694b5cbefb1e8799d5484791e17e839372fae9b12eed48c387beff40085,True,False,
GBcyl25AnSpWht,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,Cylinder,Clear,25,e4fe97b68114c373052bd64d9439799421637cb27e86c342d481b13acd1b39bd,True,False,
GBcyl25SpryCu,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-copper-spray-and-cap,18-415,Cylinder,Clear,25,5685c1095ae89fc571a651c045c551b20b22f9e84d0704e28ad4803915dde7a8,True,False,
GBcyl25SpryMtGl,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-gold-spray-pump-and-cap,18-415,Cylinder,Clear,25,a7eba20aa1f23aef814e5b585ce7fad978c2ee929b9afd2fe35e3a65f4007c29,True,False,
GBcyl25SpryShnGl,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-gold-spray-pump-and-cap,18-415,Cylinder,Clear,25,f9861a49e66b4781d2e5ce3fbfe7f0cd823a452f0d1dfd842699346c22307197,True,False,
GBcyl25SpryShnSl,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-silver-spray-and-cap,18-415,Cylinder,Clear,25,0dd4cb47cab30d3e26e7ce764c0f8eec125c0094e1caad0384fe089de976bee9,True,False,
,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,,,Frosted,,0cb85bf6439c2efa0b925e669e94fb42debe1f57cd911691eee9145c3b3bbfee,False,False,Product Item Name missing; source unresolved
GBCyl5WhtSht,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-short-white-cap,13-415,Cylinder,Clear,5,2f35364bb4ee5d0d8effbbc5b80e16c4378bd44d4b60d6d1774311e97b6d66b9,True,False,
GBCyl5BlkShSht,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-short-shiny-black-cap,13-415,Cylinder,Clear,5,bd03040b91f625fefb5424106a76f6f27316e45c00da8ff47e0d320435b6ac68,True,False,
GBCyl5GlSht,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-short-shiny-gold-cap,13-415,Cylinder,Clear,5,e5e3c2d6f8cd25676fe8330485cfd4af392350c10c5259cdbb387ca017eb3f22,True,False,
GBCyl5SlSht,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-short-shiny-silver-cap,13-415,Cylinder,Clear,5,d68b440607732db75619ce4343c205f79b04000abbc9a6f01aaa7b34434a8a6f,True,False,
GBCyl5CuSht,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-short-matte-copper-cap,13-415,Cylinder,Clear,5,f3b79ab391dd95c156d62459f22a997a3f16ba9ed00da5f48514be6573b0ef57,True,False,
GBCyl5GlMattSht,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-short-matte-gold-cap,13-415,Cylinder,Clear,5,f833183bc501707fca19c9b0012771920e36380eb6515dab71b65efefa028e6f,True,False,
GBCyl5SlMattSht,https://www.bestbottles.com/product/cylinder-design-5-ml-glass-bottle-short-matte-silver-cap,13-415,Cylinder,Clear,5,daf8fbefbead0accb64debc09fd1cc6802de8e3498f1599a1b931839fe11d735,True,False,
GBCylBlu5GlSht,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-short-shiny-gold-cap,13-415,Cylinder,Cobalt Blue,5,e892383611ff67092e69a99ff5748db121f3feef855e2605fd5d721b44be5151,True,False,
GBCylBlu5CuSht,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-short-matte-copper-cap,13-415,Cylinder,Cobalt Blue,5,c20301498b93bdd9151c18271bff3fc9beb8e389cbb9fa9b7c5cb32f4a0da050,True,False,
GBCylBlu5GlMattSht,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-short-matte-gold-cap,13-415,Cylinder,Cobalt Blue,5,749d1916a2e0e298a3bbc06c8b65ce8aecd5396b719428aba66829d58d14127c,True,False,
GBCylBlu5SlMattSht,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-short-matte-silver-cap,13-415,Cylinder,Cobalt Blue,5,a7abc0f86e0eb5189b4a2f07a81460cf015a09bc0a5e8fe94a5d7723c2340788,True,False,
GBCylBlu5SlSht,https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-short-shiny-silver-cap,13-415,Cylinder,Cobalt Blue,5,5a252aaa46790f86f73d76ab1654f3e2eadb826f0ac560fb7a40e77c0e3df2ed,True,False,
GBSleek5BlkShSht,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-short-shiny-black-cap,13-415,,Clear,5,6bcbb8697b73f07bd651c46b4b208b177a722cfcceeb34737104636ea2ab266d,True,False,
GBSleek5CuSht,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-short-matte-copper-cap,13-415,,Clear,5,e12bc0a3ff0a7d99390e12de84d5ed6bd7fb3a5fb04dc099b0699d1be03c92b6,True,False,
GBSleek5GlMattSht,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-short-matte-gold-cap,13-415,,Clear,5,aa7485b2cf8fceff5fea20c064a35f726d58458ec1b4704708a04349c0fd4004,True,False,
GBSleek5GlSht,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-short-shiny-gold-cap,13-415,,Clear,5,4cdaa28486bb3061260af829bd6ccc3d40967a2e49bf87c3f5987fb94e6bc12e,True,False,
GBSleek5SlMattSht,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-short-matte-silver-cap,13-415,,Clear,5,307e90e7b0517ac2f750e600fe99b31e60eb7dd7665220a860c4fbe1ef6e3b9b,True,False,
GBSleek5SlSht,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-short-shiny-silver-cap,13-415,,Clear,5,f7638abb05c1e984156f409784fb31986b64afab83f201861764b98d65cbf9b3,True,False,
GBTulipAmb5BlkShSht,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-short-shiny-black-cap,13-415,,Amber,5,6584848397b7356f46fbb96e98c6033df11d6f6c627912871a1da6338ee10bc4,True,False,
GBTulipAmb5CuSht,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-short-matte-copper-cap,13-415,,Amber,5,bca4dc862dfefa8945cc2fe0b978fa4516264f22c3a4b9b2ea8e3415aa5475ef,True,False,
GBTulipAmb5GlMattSht,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-short-matte-gold-cap,13-415,,Amber,5,b5ebeac4231c49120cb8aef8aa843f13247808b8ef493b6da8eb278659d91cf3,True,False,
GBTulipAmb5GlSht,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-short-shiny-gold-cap,13-415,,Amber,5,7aca420ee2f1886db2ee04b72ed643c8615665b797b36461b7adcbd1c7f3f081,True,False,
GBTulipAmb5SlMattSht,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-short-matte-silver-cap,13-415,,Amber,5,bd4987283ef72b6b10d6293ed2385af6925120b33a2ff8e56697bc49cc278ef7,True,False,
GBTulipAmb5SlSht,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-short-shiny-silver-cap,13-415,,Amber,5,0250d277227ce1fb41ec224eacc8af574ebb2c1edb8d08be7ae5d088a45309a6,True,False,
GBTulip6CuSht,https://www.bestbottles.com/product/tulip-design-6ml-bottle-short-matte-copper-cap,13-415,,Clear,6,deb65fea858adfb19b3f296d314cfb05f8e5d03054a365d116b5017c345cf30c,True,True,
GBTulip6GlMattSht,https://www.bestbottles.com/product/tulip-design-6ml-bottle-short-matte-gold-cap,13-415,,Clear,6,a3345d9ef750fff29bdd5e55058d1bb1014d790b88231da6869a5bafb77b043c,True,True,
GBTulip6GlSht,https://www.bestbottles.com/product/tulip-design-6ml-bottle-short-shiny-gold-cap,13-415,,Clear,6,7d0ea9db7bbc5bd880d33e5edd8635452b33e22088c640aa9c0eab9266cf18f3,True,True,
GBTulip6SlMattSht,https://www.bestbottles.com/product/tulip-design-6ml-bottle-short-matte-silver-cap,13-415,,Clear,6,b985c5c9f6ff43430753db76b902ff54ce9527c04554dae5fff8c01be28d2acc,True,True,
