sku,family,capacityMl,glass,neck,fitment,finish,visible,blockers,componentSku,componentIfPublicationIgnored,componentSellableReason,assemblySellableReason,visibleIfStandalonePublicationIgnored,sourceUrl
"GBCrclFrst100RdcrLBrwnLthr","Circle","100","Frosted","18-415","Reducer","Light Brown Leather","true","","CP18-415LBrwnLthr","CP18-415LBrwnLthr","","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-light-brown-faux-leather-cap"
"GBCrclFrst100RdcrMtSlTall","Circle","100","Frosted","18-415","Reducer","Matte Silver","false","ambiguous_selection_identity","CP18-415MtSlTall","CP18-415MtSlTall","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-tall-silver-matte-cap"
"GBCrclFrst100RdcrMtSl","Circle","100","Frosted","18-415","Reducer","Matte Silver","false","ambiguous_selection_identity","CP18-415MtSl","CP18-415MtSl","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-silver-matte-cap"
"GBCrclFrst100RdcrWht","Circle","100","Frosted","18-415","Reducer","White","true","","CP18-415Wh","CP18-415Wh","","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-white-cap"
"GBCrcl50SpryMtSl","Circle","50","Clear","18-415","Perfume Spray Pump","Matte Silver","false","standalone_component_unpublished","","Spry18-415MtSl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-silver-spray-pump-and-cap"
"GBCrcl50SpryMtGl","Circle","50","Clear","18-415","Perfume Spray Pump","Matte Gold","false","standalone_component_unpublished","","Spry18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-gold-spray-pump-and-cap"
"GBCrcl50SpryShnGl","Circle","50","Clear","18-415","Perfume Spray Pump","Shiny Gold","false","standalone_component_unpublished","","Spry18-415ShnGl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBCrcl50SpryShnBlk","Circle","50","Clear","18-415","Perfume Spray Pump","Shiny Black","false","standalone_component_unpublished","","Spry18-415ShnBlk","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-black-spray-pump-and-cap"
"GBCrcl50SpryShnSl","Circle","50","Clear","18-415","Perfume Spray Pump","Shiny Silver","false","standalone_component_unpublished","","Spry18-415ShnSl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-silver-spray-and-cap"
"GBCrclFrst50SpryMtGl","Circle","50","Frosted","18-415","Perfume Spray Pump","Matte Gold","false","standalone_component_unpublished","","Spry18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-gold-spray-pump-and-cap"
"GBCrclFrst50SpryShnGl","Circle","50","Frosted","18-415","Perfume Spray Pump","Shiny Gold","false","standalone_component_unpublished","","Spry18-415ShnGl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBCrclFrst50SpryShnBlk","Circle","50","Frosted","18-415","Perfume Spray Pump","Shiny Black","false","standalone_component_unpublished","","Spry18-415ShnBlk","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-black-spray-pump-and-cap"
"GBCrclFrst50SpryMtSl","Circle","50","Frosted","18-415","Perfume Spray Pump","Matte Silver","false","standalone_component_unpublished","","Spry18-415MtSl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-silver-spray-pump-and-cap"
"GBCrcl15SpryBlkMatt","Circle","15","Clear","13-415","Fine Mist Sprayer","Matte Black","false","standalone_component_unpublished","","CP13-415SpryBlkMt","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-matte-black-spray"
"GBCrclFrst50SpryShnSl","Circle","50","Frosted","18-415","Perfume Spray Pump","Shiny Silver","false","standalone_component_unpublished","","Spry18-415ShnSl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-silver-spray-and-cap"
"GBCrcl50SpryCu","Circle","50","Clear","18-415","Perfume Spray Pump","Copper","false","standalone_component_unpublished","","Spry18-415Cu","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-copper-spray-and-cap"
"GBCrcl50DrpSl","Circle","50","Clear","18-415","Dropper","Silver","true","","Drp18-415Sl","Drp18-415Sl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-white-dropper-shiny-silver-collar-cap"
"GBCrclFrst50SpryCu","Circle","50","Frosted","18-415","Perfume Spray Pump","Copper","false","standalone_component_unpublished","","Spry18-415Cu","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-copper-spray-and-cap"
"GBCrcl50DrpGl","Circle","50","Clear","18-415","Dropper","Gold","true","","Drp18-415Gl","Drp18-415Gl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-white-dropper-shiny-gold-collar-cap"
"GBCrclFrst50DrpSl","Circle","50","Frosted","18-415","Dropper","Silver","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-white-dropper-shiny-silver-collar-cap"
"GBCrcl15Gl","Circle","15","Clear","13-415","","Gold","true","","CP13-415Gl","CP13-415Gl","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-shiny-gold-cap"
"GBCrclFrst50DrpGl","Circle","50","Frosted","18-415","Dropper","Shiny Gold","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-white-dropper-shiny-gold-collar-cap"
"GBCrcl15Sl","Circle","15","Clear","13-415","","Silver","true","","CP13-415Sl","CP13-415Sl","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-shiny-silver-cap"
"GBCrcl15WhtSht","Circle","15","Clear","13-415","","White","true","","CP13-415WhtSht","CP13-415WhtSht","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-short-white-cap"
"GBCrcl15BlkSht","Circle","15","Clear","13-415","","Black","true","","CP13-415BlkSht","CP13-415BlkSht","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-short-black-cap"
"GBCrcl100SpryCu","Circle","100","Clear","18-415","Perfume Spray Pump","Copper","false","standalone_component_unpublished","","Spry18-415Cu","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-copper-spray-and-cap"
"GBCrclFrst100SpryCu","Circle","100","Frosted","18-415","Perfume Spray Pump","Copper","false","standalone_component_unpublished","","Spry18-415Cu","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-matte-copper-spray-and-cap"
"GBCrcl100SpryMtGl","Circle","100","Clear","18-415","Perfume Spray Pump","Matte Gold","false","standalone_component_unpublished","","Spry18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-gold-spray-pump-and-cap"
"GBCrcl50RdcrBlkLthr","Circle","50","Clear","18-415","Reducer","Black Leather","false","assembly_unpublished_or_unsellable","CP18-415BlkLthr","CP18-415BlkLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-black-faux-leather-cap"
"GBCrcl100SpryShnGl","Circle","100","Clear","18-415","Perfume Spray Pump","Shiny Gold","false","standalone_component_unpublished","","Spry18-415ShnGl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBCrclFrst50RdcrBlkLthr","Circle","50","Frosted","18-415","Reducer","Black","false","assembly_unpublished_or_unsellable","CP18-415BlkLthr","CP18-415BlkLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-black-faux-leather-cap"
"GBCrcl100SpryShnBlk","Circle","100","Clear","18-415","Perfume Spray Pump","Shiny Black","false","standalone_component_unpublished","","Spry18-415ShnBlk","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-black-spray-pump-and-cap"
"GBCrcl100SpryMtSl","Circle","100","Clear","18-415","Perfume Spray Pump","Matte Silver","false","standalone_component_unpublished","","Spry18-415MtSl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-silver-spray-pump-and-cap"
"GBCrcl100SpryShnSl","Circle","100","Clear","18-415","Perfume Spray Pump","Shiny Silver","false","standalone_component_unpublished","","Spry18-415ShnSl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-silver-spray-and-cap"
"GBCrclFrst100SpryMtGl","Circle","100","Frosted","18-415","Perfume Spray Pump","Matte Gold","false","standalone_component_unpublished","","Spry18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-matte-gold-spray-pump-and-cap"
"GBCrclFrst100SpryShnGl","Circle","100","Frosted","18-415","Perfume Spray Pump","Shiny Gold","false","standalone_component_unpublished","","Spry18-415ShnGl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBCrclFrst100SpryShnBlk","Circle","100","Frosted","18-415","Perfume Spray Pump","Shiny Black","false","standalone_component_unpublished","","Spry18-415ShnBlk","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-shiny-black-spray-pump-and-cap"
"GBCrclFrst100SpryMtSl","Circle","100","Frosted","18-415","Perfume Spray Pump","Matte Silver","false","standalone_component_unpublished","","Spry18-415MtSl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-matte-silver-spray-pump-and-cap"
"GBCrclFrst100SpryShnSl","Circle","100","Frosted","18-415","Perfume Spray Pump","Shiny Silver","false","standalone_component_unpublished","","Spry18-415ShnSl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-shiny-silver-spray-and-cap"
"GBCrcl50AnSpBlk","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Black","true","","AnSp18-415Blk","AnSp18-415Blk","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrcl100RdcrBlkLthr","Circle","100","Clear","18-415","Reducer","Black Leather","false","assembly_unpublished_or_unsellable","CP18-415BlkLthr","CP18-415BlkLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-black-faux-leather-cap"
"GBCrcl50AnSpTslBlk","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Black","false","media_or_configuration_invalid","AnSpTsl18-415Blk","AnSpTsl18-415Blk","","","false","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrclFrst100RdcrBlkLthr","Circle","100","Frosted","18-415","Reducer","Black","true","","CP18-415BlkLthr","CP18-415BlkLthr","","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-black-faux-leather-cap"
"GBCrclFrst50AnSpBlk","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Black","true","","AnSp18-415Blk","AnSp18-415Blk","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrcl100AnSpBlk","Circle","100","Clear","18-415","Vintage Bulb Sprayer","Black","true","","AnSp18-415Blk","AnSp18-415Blk","","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrcl100AnSpTslBlk","Circle","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Black","false","media_or_configuration_invalid","AnSpTsl18-415Blk","AnSpTsl18-415Blk","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrclFrst100AnSpBlk","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Black","false","ambiguous_selection_identity","AnSp18-415Blk","AnSp18-415Blk","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrclFrst100AnSpTslBlk","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Frosted","false","ambiguous_selection_identity","AnSp18-415Blk","AnSp18-415Blk","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrcl100AnSpGl","Circle","100","Clear","18-415","Vintage Bulb Sprayer","Gold","true","","AnSp18-415Gl","AnSp18-415Gl","","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBCrcl100AnSpLvn","Circle","100","Clear","18-415","Vintage Bulb Sprayer","Lavender","false","media_or_configuration_invalid","AnSp18-415Lvn","AnSp18-415Lvn","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrcl100AnSpIvySl","Circle","100","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","false","media_or_configuration_invalid","AnSp18-415IvySl","AnSp18-415IvySl","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrcl100AnSpRed","Circle","100","Clear","18-415","Vintage Bulb Sprayer","Red","false","media_or_configuration_invalid","AnSp18-415Red","AnSp18-415Red","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrcl100AnSpMtSl","Circle","100","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","false","media_or_configuration_invalid","AnSp18-415MtSl","AnSp18-415MtSl","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBCrcl100AnSpIvyGl","Circle","100","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","false","media_or_configuration_invalid","AnSp18-415IvyGl","AnSp18-415IvyGl","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBCrcl100AnSpWht","Circle","100","Clear","18-415","Vintage Bulb Sprayer","White","false","media_or_configuration_invalid","AnSp18-415Wht","AnSp18-415Wht","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrcl100AnSpPnk","Circle","100","Clear","18-415","Vintage Bulb Sprayer","Pink","true","","CP18-415AnSpPnk","CP18-415AnSpPnk","","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBCrcl100AnSpTslGl","Circle","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","","CP18-415AnSpTslGl","CP18-415AnSpTslGl","","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBCrcl100AnSpTslIvyGl","Circle","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","false","media_or_configuration_invalid","AnSpTsl18-415IvyGl","AnSpTsl18-415IvyGl","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBCrcl100AnSpTslLvn","Circle","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","false","media_or_configuration_invalid","AnSpTsl18-415Lvn","AnSpTsl18-415Lvn","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrcl100AnSpTslPnk","Circle","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","false","media_or_configuration_invalid","AnSpTsl18-415Pnk","AnSpTsl18-415Pnk","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBCrcl100AnSpTslIvySl","Circle","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","false","media_or_configuration_invalid","AnSpTsl18-415IvySl","AnSpTsl18-415IvySl","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrcl100AnSpTslRed","Circle","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red","false","media_or_configuration_invalid","AnSpTsl18-415Red","AnSpTsl18-415Red","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrcl100AnSpTslWht","Circle","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","White","false","media_or_configuration_invalid","AnSpTsl18-415Wht","AnSpTsl18-415Wht","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrcl15RollBlkDot","Circle","15","Clear","13-415","Plastic Roller Ball","Black Dotted","true","","CPRoll13-415BlackDot","CPRoll13-415BlackDot","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots"
"GBCrcl100AnSpTslMtSl","Circle","100","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","false","media_or_configuration_invalid","AnSpTsl18-415MtS","AnSpTsl18-415MtS","","","false","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"GBCrclFrst100AnSpGl","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Shiny Gold","true","","AnSp18-415Gl","AnSp18-415Gl","","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBCrclFrst100AnSpIvyGl","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Ivory Gold","false","media_or_configuration_invalid","AnSp18-415IvyGl","AnSp18-415IvyGl","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBCrclFrst100AnSpLvn","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Lavender","false","media_or_configuration_invalid","AnSp18-415Lvn","AnSp18-415Lvn","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrclFrst100AnSpPnk","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Pink","false","ambiguous_selection_identity","CP18-415AnSpPnk","CP18-415AnSpPnk","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBCrclFrst100AnSpRed","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Red","false","media_or_configuration_invalid","AnSp18-415Red","AnSp18-415Red","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrclFrst100AnSpMtSl","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Matte Silver","false","media_or_configuration_invalid","AnSp18-415MtSl","AnSp18-415MtSl","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBCrclFrst100AnSpWht","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","White","false","media_or_configuration_invalid","AnSp18-415Wht","AnSp18-415Wht","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrclFrst100AnSpIvySl","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Ivory Silver","false","media_or_configuration_invalid","AnSp18-415IvySl","AnSp18-415IvySl","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrclFrst100AnSpTslIvyGl","Circle","100","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","false","media_or_configuration_invalid","AnSpTsl18-415IvyGl","AnSpTsl18-415IvyGl","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBCrclFrst100AnSpTslIvySl","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Frosted","false","media_or_configuration_invalid","AnSp18-415IvySl","AnSp18-415IvySl","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrclFrst100AnSpTslGl","Circle","100","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","","CP18-415AnSpTslGl","CP18-415AnSpTslGl","","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBCrclFrst100AnSpTslLvn","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Frosted","false","media_or_configuration_invalid","AnSp18-415Lvn","AnSp18-415Lvn","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrclFrst100AnSpTslPnk","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Frosted","false","ambiguous_selection_identity","CP18-415AnSpPnk","CP18-415AnSpPnk","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBCrclFrst100AnSpTslRed","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Frosted","false","media_or_configuration_invalid","AnSp18-415Red","AnSp18-415Red","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrclFrst100AnSpTslWht","Circle","100","Frosted","18-415","Vintage Bulb Sprayer","Frosted","false","media_or_configuration_invalid","AnSp18-415Wht","AnSp18-415Wht","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrclFrst100AnSpTslMtSl","Circle","100","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","false","media_or_configuration_invalid","AnSpTsl18-415MtS","AnSpTsl18-415MtS","","","false","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"LBCrcl50LtnMtGl","Circle","50","Clear","18-415","Lotion Pump","Matte Gold","false","standalone_component_unpublished","","Ltn18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-gold-lotion-pump-and-cap"
"GBCrcl50RdcrShnSl","Circle","50","Clear","18-415","Reducer","Shiny Silver","false","assembly_unpublished_or_unsellable","CP18-415ShnSl","CP18-415ShnSl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-shiny-silver-cap"
"LBCrcl50LtnShnGl","Circle","50","Clear","18-415","Lotion Pump","Shiny Gold","false","standalone_component_unpublished","","Ltn18-415ShnGl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-gold-lotion-pump-and-cap"
"LBCrcl50LtnShnBlk","Circle","50","Clear","18-415","Lotion Pump","Shiny Black","false","standalone_component_unpublished","","Ltn18-415ShnBlk","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-black-lotion-pump-and-cap"
"GBCrcl50RdcrShnGl","Circle","50","Clear","18-415","Reducer","Shiny Gold","false","assembly_unpublished_or_unsellable","CP18-415ShnGl","CP18-415ShnGl","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-shiny-gold-cap"
"LBCrcl50LtnMtSl","Circle","50","Clear","18-415","Lotion Pump","Matte Silver","false","exact_component_unresolved","","","","","false","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-silver-lotion-pump-and-cap"
"GBCrcl50RdcrIvyLthr","Circle","50","Clear","18-415","Reducer","Ivory Leather","false","assembly_unpublished_or_unsellable","CP18-415LIvyLthr","CP18-415LIvyLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-ivory-faux-leather-cap"
"LBCrcl50LtnShnSl","Circle","50","Clear","18-415","Lotion Pump","Shiny Silver","false","standalone_component_unpublished","","Ltn18-415ShnSl","STATUS_DRAFT+NOT_PUBLISHED","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-silver-lotion-pump-and-cap"
"GBCrcl50RdcrPnkLthr","Circle","50","Clear","18-415","Reducer","Pink Leather","false","assembly_unpublished_or_unsellable","CP18-415LPnkLthr","CP18-415LPnkLthr","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-pink-faux-leather-cap"
"LBCrcl50LtnCu","Circle","50","Clear","18-415","Lotion Pump","Copper","false","standalone_component_unpublished","","Ltn18-415Cu","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-copper-lotion-pump-and-cap"
"GBCrcl50RdcrShnBlkTall","Circle","50","Clear","18-415","Reducer","Shiny Black","false","assembly_unpublished_or_unsellable","CP18-415ShnBlkTall","CP18-415ShnBlkTall","","STATUS_DRAFT+NOT_PUBLISHED","false","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-tall-black-shiny-cap"
"LBCrclFrst50LtnMtGl","Circle","50","Frosted","18-415","Lotion Pump","Matte Gold","false","standalone_component_unpublished","","Ltn18-415MtGl","STATUS_DRAFT+NOT_PUBLISHED","","false","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap"
