graceSku,itemName,field,convex,master_v83
GB-EMP-CLR-50ML-AST-RED,"Empire design 50 ml, 1.7oz  clear glass bottle  with Red vin",diameter,37 ±0.5 mm,72 ±1 mm
LB-ELG-CLR-100ML-LPM-OVCP-T,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with whi",category,Glass Bottle,Lotion Bottle
LB-ELG-CLR-100ML-LPM-OVCP-T,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with whi",capColor,Clear Overcap,Overcap
GB-CYL-AMB-5ML-ROL-SBLK,"Tulip design 5ml, 1/6 oz Amber glass bottle with plastic rol",family,Tulip,Cylinder
LB-SLM-CLR-50ML-LPM-SGLD,"Slim design 50 ml, 1.7oz clear glass bottle with shiny gold ",category,Glass Bottle,Lotion Bottle
LB-SLM-CLR-50ML-LPM-SGLD,"Slim design 50 ml, 1.7oz clear glass bottle with shiny gold ",heightWithCap,112 ±2 mm,121 ±2 mm
LB-SLM-CLR-50ML-LPM-SGLD,"Slim design 50 ml, 1.7oz clear glass bottle with shiny gold ",heightWithoutCap,121 ±2 mm,112 ±2 mm
LB-CIR-FRS-100ML-LPM-SBLK,"Circle design 100 ml, 3 1/2oz frosted glass bottle with shin",category,Glass Bottle,Lotion Bottle
LB-DVA-CLR-46ML-04,Diva 46 ml (1.56 oz) Clear Lotion Bottle,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-SLK-CLR-50ML-AST-IVSL,"Sleek design 50 ml, 1.7oz  clear glass bottle  with Ivory vi",capColor,Ivory,Ivory Silver
GB-CYL-CLR-5ML-ATM-RED,"Red atomizer design 5 ml bottle. For use with perfumes, Colo",family,Atomizer,Cylinder
GB-CYL-CLR-5ML-ATM-RED,"Red atomizer design 5 ml bottle. For use with perfumes, Colo",category,Metal Atomizer,Glass Bottle
GB-DVA-FRS-46ML-T-41,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,capColor,White,Clear
GB-EMP-CLR-100ML-AST-WHT,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Whit",diameter,46 ±0.5 mm,78 ±1 mm
GB-CYL-AMB-5ML-MRL-SBLK,"Tulip design 5ml, 1/6 oz Amber glass bottle with metal rolle",family,Tulip,Cylinder
GB-SPR-CLR-4ML-BLK,Clear Glass Bottle with Black Spray Pump and Clear Cap. Capa,family,Cylinder,Spray Bottle
GB-RND-CLR-78ML-RDC-SBLK-T,"Round design 78 ml, 2.65oz  clear glass bottle  with reducer",capStyle,Tall,Screw Cap
GB-CYL-BLK-10ML-ATM-BLK-01,"Black atomizer design 10 ml bottle. For use with perfumes, C",family,Atomizer,Cylinder
GB-CYL-BLK-10ML-ATM-BLK-01,"Black atomizer design 10 ml bottle. For use with perfumes, C",category,Metal Atomizer,Glass Bottle
LB-ELG-FRS-100ML-LPM-SSLV,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with shi",category,Glass Bottle,Lotion Bottle
CMP-ROC-PNK-17415-DOT,"Pink with dots cap or closure for rollon bottles, Threadsize",category,Component,Roll-On Cap
GB-ELG-CLR-100ML-RDC-SBLK-T,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with red",capStyle,Tall,Screw Cap
ACC-ORG-CHGN-4X6,"Christmas green Organza / sheer gusseted gift bag. Size : 4""",category,Packaging,Other
GB-CYL-CLR-5ML-ATM-SLV-02,"Silver atomizer and sprayer with dots, design 5 ml bottle wi",family,Atomizer,Cylinder
GB-CYL-CLR-5ML-ATM-SLV-02,"Silver atomizer and sprayer with dots, design 5 ml bottle wi",category,Metal Atomizer,Glass Bottle
ACC-ORG-GLD-4X6,Golden Organza / sheer gusseted gift bag. Size : 4 inches x ,category,Packaging,Accessory
ACC-ORG-GLD-4X6,Golden Organza / sheer gusseted gift bag. Size : 4 inches x ,capColor,Gold,Lavender
ACC-ORG-GLD-4X6,Golden Organza / sheer gusseted gift bag. Size : 4 inches x ,dataGrade,C — no color,B
GB-CYL-CLR-10ML-ATM-LVN,Lavender atomizer design 10 ml bottle. For use with perfumes,family,Atomizer,Cylinder
GB-CYL-CLR-10ML-ATM-LVN,Lavender atomizer design 10 ml bottle. For use with perfumes,category,Metal Atomizer,Glass Bottle
GB-GRC-CLR-55ML-ASP-IVGD,"Grace design 55 ml, 1.85oz  clear glass bottle  with ivory v",capColor,Ivory,Ivory Gold
LB-SLM-CLR-30ML-LPM-SSLV,"Slim design 30 ml, 1oz clear glass bottle with shiny silver ",category,Glass Bottle,Lotion Bottle
CMP-CAP-SLV-13-415-03,Cap/Closure Thread 13-415,category,Component,Cap/Closure
GB-CYL-BLU-5ML-SPR-SGLD,"Cylinder design 5ml, 1/6oz Blue glass bottle with shiny gold",capStyle,Spray,Screw Cap
GB-CYL-CLR-9ML-MRL-SGLD-02,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with meta",capStyle,Tall,Screw Cap
GB-EMP-CLR-50ML-RDC-IVLT,"Empire design 50 ml, 1.7oz  clear glass bottle  with reducer",diameter,37 ±0.5 mm,72 ±1 mm
GB-CIR-CLR-100ML-AST-IVSL,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with Ivor",capColor,Ivory,Ivory Silver
GB-DVA-CLR-46ML-T-29,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-CYL-WHT-6ML-WHT-S,"Tulip design 6ml, 1/5oz Clear glass bottle with short white ",family,Tulip,Cylinder
LB-ELG-CLR-60ML-LPM-COCP,"Elegant design 60 ml, 2oz clear glass bottle with with a mat",category,Glass Bottle,Lotion Bottle
GB-CYL-FRS-9ML-04,"Tall cylinder design 9ml, 1/3oz frosted glass bottle with ma",capStyle,Tall,Spray
GB-DVA-CLR-46ML-T-30,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,capColor,Black Leather,Clear
GB-DVA-CLR-46ML-T-30,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-CYL-CLR-50ML-SPR-MGLD,"Cylinder design 50 ml, 1.7oz  clear glass bottle  with matte",capStyle,Spray,Screw Cap
GB-SPR-CLR-3ML-WHT,3.3ml Clear Glass Bottle with White Spray Pump and Clear Cap,family,Cylinder,Spray Bottle
GB-DVA-CLR-100ML-SPR-MGLD,"Diva design 100 ml, 3 1/2oz  clear glass bottle  with matte ",capStyle,Spray,Screw Cap
CMP-ROC-SBLK-17415,"Shiny black cap or closure for rollon bottles, Threadsize 17",category,Component,Roll-On Cap
GB-CYL-CLR-9ML-SPR-MBLU,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with matt",capStyle,Tall,Spray
PKG-BOX-CWIN-GNSH,Green Shade design folding carton box with window. Size 0.75,category,Packaging,Other
GB-FLR-CLR-15ML-SPR-MGLD,"Flair design 15ml, 1/2oz Clear glass bottle with matte gold ",capStyle,Spray,Screw Cap
ACC-ORG-BLK-4X6,Black Organza / sheer gusseted gift bag. Size : 4 inches x 6,category,Packaging,Other
CMP-DRP-SGLD-18415,White rubber bulb dropper with shiny gold collar cap. Thread,category,Component,Other
CMP-CLS-SLV-02,Cap/Closure Silver,family,Cap/Closure,Component
CMP-CLS-SLV-02,Cap/Closure Silver,dataGrade,B,B — no thread
GB-DVA-CLR-46ML-04,Diva 46 ml (1.56 oz) Clear Glass Bottle,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-CYL-CLR-6ML-ROL-SSLV,"Tulip design 6ml, 1/5oz Clear glass bottle with plastic roll",family,Tulip,Cylinder
CMP-ROC-PNK-13415-DOT,"Pink cap with dots or closure for rollon bottles, Threadsize",category,Component,Roll-On Cap
GB-CIR-CLR-100ML-RDC-IVR,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",capColor,Ivory Leather,Ivory
GB-CIR-CLR-100ML-RDC-IVR,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",heightWithoutCap,105 ±2 mm,92 ±1 mm
LB-ELG-FRS-100ML-LPM-MSLV,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with mat",category,Glass Bottle,Lotion Bottle
GB-CYL-FRS-9ML-03,"Tall cylinder design 9ml, 1/3oz frosted glass bottle with ma",capStyle,Tall,Spray
CMP-CLS-BLK-08,Cap/Closure Black,family,Cap/Closure,Component
CMP-CLS-BLK-08,Cap/Closure Black,dataGrade,B,B — no thread
GB-EMP-CLR-100ML-AST-LVN,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Lave",diameter,46 ±0.5 mm,78 ±1 mm
GB-DVA-CLR-46ML-T-37,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,capColor,Shiny Black,Clear
GB-DVA-CLR-46ML-T-37,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-DVA-CLR-46ML-T-33,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,capColor,Light Brown Leather,Clear
GB-DVA-CLR-46ML-T-33,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-DVA-FRS-46ML-T-33,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,capColor,Light Brown Leather,Clear
CMP-SPR-SHGD-13-415-07,"Shiny gold Fine Mist Sprayer, Thread size 13-415",family,Sprayer,Component
CMP-SPR-SHGD-13-415-07,"Shiny gold Fine Mist Sprayer, Thread size 13-415",dataGrade,B — no color,A
CMP-SPR-SHGD-13-415-07,"Shiny gold Fine Mist Sprayer, Thread size 13-415",diameter,17 ±0.5 mm,22
CMP-SPR-SHGD-13-415-07,"Shiny gold Fine Mist Sprayer, Thread size 13-415",heightWithCap,32 ±0.5 mm,20
LB-SLK-CLR-100ML-LPM-MSLV,"Sleek design 100 ml, 3 1/2oz clear glass bottle with matte s",category,Glass Bottle,Lotion Bottle
LB-SLK-CLR-30ML-LPM-COCP-T,"Sleek design 30 ml, 1oz clear glass bottle with white rectan",category,Glass Bottle,Lotion Bottle
LB-CIR-FRS-50ML-LPM-CPR,"Circle design 50 ml, 1.7oz frosted glass bottle with matte c",category,Glass Bottle,Lotion Bottle
GB-CYL-FRS-9ML-S-01,"Tall cylinder design 9ml, 1/3oz frosted glass bottle with sh",capStyle,Tall,Short
GB-EMP-CLR-50ML-SPR-SBLK,"Empire design 50 ml, 1.7oz  clear glass bottle  with shiny b",diameter,37 ±0.5 mm,72 ±1 mm
LB-CYL-CLR-9ML-LPM-GLD,"Cylinder swirl design 9ml,1/3 oz glass bottle with treatment",category,Glass Bottle,Lotion Bottle
CMP-SPR-MTCP-13-415-01,Sprayer Matte Copper Thread 13-415,family,Sprayer,Component
GB-RCT-CLR-10ML-SPR-MBLU-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Spray
LB-CYL-CLR-9ML-T-01,"Cylinder design 9ml,1/3 oz clear glass bottle with treatment",category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-100ML-AST-IVGD,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with Iv",capColor,Ivory,Ivory Gold
CJ-JAR-AMB-30ML-SLV,Cream glass jar style 30 ml amber bottle with silver cap. Fo,category,Glass Jar,Cream Jar
LB-LTB-CLR-3ML-CLR-T,Clear Plastic Lotion Bottle. Capacity: 3ml 1 dram),category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-10ML-ATM-GLD,"Gold atomizer design 10 ml bottle. For use with perfumes, Co",family,Atomizer,Cylinder
GB-CYL-CLR-10ML-ATM-GLD,"Gold atomizer design 10 ml bottle. For use with perfumes, Co",category,Metal Atomizer,Glass Bottle
LB-DVA-CLR-46ML-02,Diva 46 ml (1.56 oz) Clear Lotion Bottle,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
CMP-CLS-GDRD,Cap/Closure Gold Red,family,Cap/Closure,Component
CMP-CLS-GDRD,Cap/Closure Gold Red,capColor,Red,Gold Red
CMP-CLS-GDRD,Cap/Closure Gold Red,dataGrade,B,B — no thread
LB-RND-CLR-128ML-LPM-CPR,"Round design 128 ml, 4.33oz clear glass bottle with matte co",category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-5ML-SPR-SGLD,"Cylinder design 5ml, 1/6oz Clear glass bottle with shiny gol",capStyle,Spray,Screw Cap
LB-CYL-CLR-50ML-LPM-SGLD,"Cylinder design 50 ml, 1.7oz clear glass bottle with shiny g",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-50ML-ASP-RED,"Empire design 50 ml, 1.7oz  clear glass bottle  with red vin",diameter,37 ±0.5 mm,72 ±1 mm
LB-RND-FRS-128ML-LPM-SGLD,"Round design 128 ml, 4.33oz frosted glass bottle with shiny ",category,Glass Bottle,Lotion Bottle
CMP-ROC-MGLD-17415,"Matte gold cap or closure for rollon bottles, Threadsize 17-",category,Component,Roll-On Cap
GB-ELG-CLR-60ML-ASP-IVGD,"Elegant design 60 ml, 2oz  clear glass bottle  with ivory vi",capColor,Ivory,Ivory Gold
GB-EMP-CLR-50ML-RDC-BRLT,"Empire design 50 ml, 1.7oz  clear glass bottle  with reducer",diameter,37 ±0.5 mm,72 ±1 mm
GB-RND-CLR-78ML-ASP-IVSL,"Round design 78 ml, 2.65oz  clear glass bottle  with ivory v",capColor,Ivory,Ivory Silver
LB-DVA-CLR-100ML-LPM-SBLK,"Diva design 100 ml, 3 1/2oz clear glass bottle with shiny bl",category,Glass Bottle,Lotion Bottle
CMP-ROC-SBLK-20400-T,"Tall Shiny Black cap or closure for rollon bottles, Threadsi",category,Component,Roll-On Cap
CMP-ROC-SBLK-20400-T,"Tall Shiny Black cap or closure for rollon bottles, Threadsi",capStyle,Tall,Roll-On
GB-SLM-CLR-30ML-SPR-SGLD,"Slim design 30 ml, 1oz  clear glass bottle  with shiny gold ",capStyle,Spray,Screw Cap
LB-DMD-CLR-60ML-LPM-SBLK,"Diamond design 60ml, 2 ounce clear glass bottle with shiny b",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-100ML-ASP-WHT,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with whit",diameter,46 ±0.5 mm,78 ±1 mm
GB-ELG-FRS-30ML-SPR-SGLD,"Elegant design 30 ml, Frosted glass bottle with sprayer and ",capStyle,Spray,Screw Cap
LB-RND-CLR-128ML-LPM-SBLK,"Round design 128 ml, 4.33oz clear glass bottle with shiny bl",category,Glass Bottle,Lotion Bottle
GB-SLK-CLR-100ML-AST-IVGD,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with Ivory",capColor,Ivory,Ivory Gold
GB-CYL-CLR-9ML-SPR-MSLV-02,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with matt",capStyle,Tall,Spray
GB-CYL-AMB-5ML-MRL-SSLV,"Tulip design 5ml, 1/6 oz Amber glass bottle with metal rolle",family,Tulip,Cylinder
GB-CYL-CLR-9ML-SPR-SBLK,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with shin",capStyle,Tall,Spray
GB-SLM-CLR-50ML-RDC-SBLK-T,"Slim design 50 ml, 1.7oz  clear glass bottle  with reducer a",capStyle,Tall,Screw Cap
GB-DEC-CLR-6ML-S,"Tulip design 6ml, 1/5oz Clear glass bottle with short black ",family,Tulip,Decorative
GB-CIR-FRS-50ML-RDC-MSLV,"Circle design 50 ml, 1.7oz  frosted glass bottle  with reduc",heightWithCap,91 ±1 mm,112 ±2 mm
GB-CYL-CLR-9ML-MRL-PKDT-02,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with meta",capStyle,Tall,Dot Cap
GB-CYL-FRS-9ML-SPR-GLD,"Cylinder design 9ml,1/3 oz frosted glass bottle with fine mi",capStyle,Spray,Screw Cap
GB-EMP-CLR-50ML-RDC-SGLD,"Empire design 50 ml, 1.7oz  clear glass bottle  with reducer",diameter,37 ±0.5 mm,72 ±1 mm
CMP-SPR-RDSLWH-18-415-02,"Red, Antique or Vintage style bulb sprayer with Silver fitti",family,Sprayer,Component
CMP-SPR-RDSLWH-18-415-02,"Red, Antique or Vintage style bulb sprayer with Silver fitti",capColor,Red,Red Silver White
CMP-SPR-RDSLWH-18-415-02,"Red, Antique or Vintage style bulb sprayer with Silver fitti",dataGrade,B — no color,A
CMP-SPR-RDSLWH-18-415-02,"Red, Antique or Vintage style bulb sprayer with Silver fitti",diameter,21 ±0.5 mm,22
CMP-SPR-RDSLWH-18-415-02,"Red, Antique or Vintage style bulb sprayer with Silver fitti",heightWithCap,36 ±0.5 mm,20
GB-SQR-CLR-15ML-SPR-SGLD,"Square design 15ml, 1/2oz Clear glass bottle with shiny gold",capStyle,Spray,Screw Cap
GB-DVA-CLR-46ML-T-24,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
PKG-BOX-CWIN-WHT,Plain White folding carton box with window. Size 0.75,category,Packaging,Packaging Box
ACC-ORG-RED-5X8,Red Organza / sheer gusseted gift bag. Size : 5 inches x 8 i,category,Packaging,Other
LB-CIR-CLR-50ML-LPM-SSLV,"Circle design 50 ml, 1.7oz clear glass bottle with shiny sil",category,Glass Bottle,Lotion Bottle
GB-DVA-FRS-46ML-T-32,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,capColor,Ivory Leather,Clear
GB-DVA-CLR-100ML-RDC-MSLV-T,"Diva design 100 ml, 3 1/2oz  clear glass bottle  with reduce",capStyle,Tall,Screw Cap
GB-SLK-CLR-50ML-RDC-MSLV-T,"Sleek design 50 ml, 1.7oz  clear glass bottle  with reducer ",capStyle,Tall,Screw Cap
GB-CIR-CLR-100ML-RDC-MSLV-T,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",capStyle,Tall,Screw Cap
GB-EMP-CLR-50ML-AST-GLD,"Empire design 50 ml, 1.7oz  clear glass bottle  with Gold vi",diameter,37 ±0.5 mm,72 ±1 mm
LB-EMP-CLR-50ML-LPM-SGLD,"Empire design 50 ml, 1.7oz clear glass bottle with shiny gol",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-50ML-LPM-SGLD,"Empire design 50 ml, 1.7oz clear glass bottle with shiny gol",diameter,37 ±0.5 mm,72 ±1 mm
GB-EMP-CLR-50ML-DRP-CPR,"Empire design 50 ml, 1.7oz  clear glass bottle  with white d",diameter,37 ±0.5 mm,72 ±1 mm
GB-SPR-CLR-4ML-WHT,Clear Glass Bottle with White Spray Pump and Clear Cap. Capa,family,Cylinder,Spray Bottle
GB-DVA-FRS-46ML-T-35,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,capColor,Matte Silver,Clear
CMP-SPR-IVSLWH-18-415-02,Ivory Silver Antique or Vintage style bulb sprayer with silv,family,Sprayer,Component
CMP-SPR-IVSLWH-18-415-02,Ivory Silver Antique or Vintage style bulb sprayer with silv,capColor,Ivory,Ivory Silver White
CMP-SPR-IVSLWH-18-415-02,Ivory Silver Antique or Vintage style bulb sprayer with silv,dataGrade,B — no color,A
CMP-SPR-IVSLWH-18-415-02,Ivory Silver Antique or Vintage style bulb sprayer with silv,diameter,21 ±0.5 mm,22
CMP-SPR-IVSLWH-18-415-02,Ivory Silver Antique or Vintage style bulb sprayer with silv,heightWithCap,36 ±0.5 mm,20
GB-CIR-CLR-50ML-SPR-SGLD,"Circle design 50 ml, 1.7oz  clear glass bottle  with shiny g",capStyle,Spray,Screw Cap
GB-CYL-CLR-6ML-MRL-SSLV,"Tulip design 6ml, 1/5oz Clear glass bottle with metal roller",family,Tulip,Cylinder
GB-DVA-CLR-46ML-AST-IVGD,"Diva design 46 ml, 1.64oz  clear glass bottle  with ivory vi",capColor,Ivory,Ivory Gold
GB-DVA-CLR-46ML-T-41,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,capColor,White,Clear
GB-DVA-CLR-46ML-T-41,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
CMP-SPR-GDIVSLWH-18-415-02,Ivory Gold Antique or Vintage style bulb sprayer with Gold f,family,Sprayer,Component
CMP-SPR-GDIVSLWH-18-415-02,Ivory Gold Antique or Vintage style bulb sprayer with Gold f,capColor,Ivory,Gold Ivory Silver White
CMP-SPR-GDIVSLWH-18-415-02,Ivory Gold Antique or Vintage style bulb sprayer with Gold f,dataGrade,B — no color,A
CMP-SPR-GDIVSLWH-18-415-02,Ivory Gold Antique or Vintage style bulb sprayer with Gold f,diameter,21 ±0.5 mm,22
CMP-SPR-GDIVSLWH-18-415-02,Ivory Gold Antique or Vintage style bulb sprayer with Gold f,heightWithCap,36 ±0.5 mm,20
GB-DVA-CLR-46ML-T-35,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,capColor,Matte Silver,Clear
GB-DVA-CLR-46ML-T-35,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-EMP-CLR-100ML-ASP-MSLV,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with matt",diameter,46 ±0.5 mm,78 ±1 mm
PKG-BOX-BWIN-ERTH,Earth Brush design folding carton box with window. Size 1.5\,category,Packaging,Other
GB-CYL-CLR-6ML-MRL-PKDT,"Tulip design 6ml, 1/5oz Clear glass bottle with metal roller",family,Tulip,Cylinder
GB-EMP-CLR-100ML-RDC-BRLT,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",diameter,46 ±0.5 mm,78 ±1 mm
GB-EMP-CLR-50ML-AST-IVSL,"Empire design 50 ml, 1.7oz  clear glass bottle  with Ivory v",capColor,Ivory,Ivory Silver
GB-EMP-CLR-50ML-AST-IVSL,"Empire design 50 ml, 1.7oz  clear glass bottle  with Ivory v",diameter,37 ±0.5 mm,72 ±1 mm
LB-RND-FRS-128ML-LPM-SBLK,"Round design 128 ml, 4.33oz frosted glass bottle with shiny ",category,Glass Bottle,Lotion Bottle
ACC-RCB-12X15,12inches x 15inches Recloseable Plastic Bags. 100 pieces per,category,Packaging,Other
GB-DVA-CLR-46ML-T-15,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
CMP-SPR-SLWH-18-415-02,White Antique or Vintage style bulb sprayer with silver fitt,family,Sprayer,Component
CMP-SPR-SLWH-18-415-02,White Antique or Vintage style bulb sprayer with silver fitt,capColor,White,Silver White
CMP-SPR-SLWH-18-415-02,White Antique or Vintage style bulb sprayer with silver fitt,dataGrade,B — no color,A
CMP-SPR-SLWH-18-415-02,White Antique or Vintage style bulb sprayer with silver fitt,diameter,65 ±1 mm,22
CMP-SPR-SLWH-18-415-02,White Antique or Vintage style bulb sprayer with silver fitt,heightWithCap,38 ±0.5 mm,20
GB-EMP-CLR-50ML-AST-MSLV,"Empire design 50 ml, 1.7oz  clear glass bottle  with Silver ",diameter,37 ±0.5 mm,72 ±1 mm
LB-CYL-CLR-50ML-LPM-SBLK,"Cylinder design 50 ml, 1.7oz clear glass bottle with shiny b",category,Glass Bottle,Lotion Bottle
GB-SLK-CLR-100ML-AST-IVSL,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with Ivory",capColor,Ivory,Ivory Silver
GB-EMP-CLR-100ML-AST-IVGD,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Ivor",capColor,Ivory,Ivory Gold
GB-EMP-CLR-100ML-AST-IVGD,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Ivor",diameter,46 ±0.5 mm,78 ±1 mm
GB-CYL-AMB-5ML-SPR-SBLK,"Tulip design 5ml, 1/6 oz Amber glass bottle with shiny black",family,Tulip,Cylinder
CMP-CLS-BLK-03,Cap/Closure Black,family,Cap/Closure,Component
CMP-CLS-BLK-03,Cap/Closure Black,dataGrade,B,B — no thread
GB-CYL-FRS-9ML-01,"Tall cylinder design 9ml, 1/3oz frosted glass bottle with ma",capStyle,Tall,Spray
GB-ELG-CLR-100ML-AST-IVGD,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with Ivo",capColor,Ivory,Ivory Gold
LB-GRC-CLR-55ML-LPM-MGLD,"Grace design 55 ml, 1.85oz clear glass bottle with matte gol",category,Glass Bottle,Lotion Bottle
GB-RCT-CLR-10ML-MRL-SGLD-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Screw Cap
GB-ETF-BLU-35ML,Cobalt Blue bottle with ground glass neck and stopper.Capaci,family,Decorative,Eternal Flame
GB-EMP-CLR-50ML-RDC-MSLV,"Empire design 50 ml, 1.7oz  clear glass bottle  with reducer",diameter,37 ±0.5 mm,72 ±1 mm
AB-CYL-WHT-65ML-LPM-WHT,"Cylinder shaped, brushed aluminum 65 ml bottle with lotion w",family,Aluminum Bottle,Cylinder
ACC-ORG-RED-4X6,Red Organza / sheer gusseted gift bag. Size : 4 inches x 6 i,category,Packaging,Other
GB-SLK-CLR-50ML-ASP-IVGD,"Sleek design 50 ml, 1.7oz  clear glass bottle  with ivory vi",capColor,Ivory,Ivory Gold
CMP-SPR-BLK-17-415-01,"Shiny black collar sprayer, Thread size 17-415",category,Component,Other
GB-EMP-CLR-100ML-RDC-LBLT,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",diameter,46 ±0.5 mm,78 ±1 mm
CJ-JAR-CLR-15ML-WHT,"Plastic, cream jar style 15 ml bottle with white cap. For us",category,Glass Jar,Cream Jar
GB-CIR-CLR-100ML-RDC-SBLK-T,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",capStyle,Tall,Screw Cap
GB-CIR-CLR-100ML-RDC-SBLK-T,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",heightWithCap,116 ±2 mm,118 ±2 mm
GB-CIR-CLR-100ML-RDC-SBLK-T,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",heightWithoutCap,105 ±2 mm,92 ±1 mm
GB-CIR-FRS-100ML-RDC-PNK,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",capColor,Pink Leather,Pink
GB-CIR-FRS-100ML-RDC-PNK,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithCap,118 ±2 mm,125 ±2 mm
GB-CIR-FRS-100ML-RDC-PNK,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithoutCap,105 ±2 mm,100 ±1 mm
GB-EMP-CLR-100ML-SPR-CPR,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with matt",diameter,46 ±0.5 mm,78 ±1 mm
LB-CIR-FRS-50ML-LPM-MSLV,"Circle design 50 ml, 1.7oz frosted glass bottle with matte s",category,Glass Bottle,Lotion Bottle
GB-DVA-CLR-46ML-01,Diva 46 ml (1.56 oz) Clear Glass Bottle,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-EMP-CLR-50ML-RDC-SBLK,"Empire design 50 ml, 1.7oz  clear glass bottle  with reducer",diameter,37 ±0.5 mm,72 ±1 mm
GB-ELG-CLR-30ML-SPR-SGLD,"Elegant design 30 ml, clear glass bottle with sprayer and sh",capStyle,Spray,Screw Cap
GB-CYL-BLK-5ML-ATM-BLK,"Black atomizer design 5 ml bottle. For use with perfumes, Co",family,Atomizer,Cylinder
GB-CYL-BLK-5ML-ATM-BLK,"Black atomizer design 5 ml bottle. For use with perfumes, Co",category,Metal Atomizer,Glass Bottle
GB-DMD-CLR-60ML-ASP-IVSL,"Diamond design 60ml, 2 ounce  clear glass bottle  with ivory",capColor,Ivory,Ivory Silver
