graceSku,itemName,field,convex,master_v83
GB-BLL-CLR-10ML-MRL-BDOT,Bell design 10ml Clear glass bottle with metal roller ball p,heightWithCap,66 ±1 mm Item Height without C,105.5
GB-BLL-CLR-10ML-MRL-BDOT,Bell design 10ml Clear glass bottle with metal roller ball p,heightWithoutCap,55 ±1 mm Item Diameter: 27 ±0.,86.9
GB-ELG-CLR-60ML-SPR-MGLD,"Elegant design 60 ml, 2oz  clear glass bottle  with matte go",capStyle,Spray,Screw Cap
GB-EMP-CLR-50ML-AST-PNK,"Empire design 50 ml, 1.7oz  clear glass bottle  with Pink vi",diameter,37 ±0.5 mm,72 ±1 mm
GB-DMD-CLR-60ML-RDC-MSLV-T,"Diamond design 60ml, 2 ounce  clear glass bottle  with reduc",capStyle,Tall,Screw Cap
GB-DVA-CLR-46ML-05,Diva 46 ml (1.56 oz) Clear Glass Bottle,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-DVA-CLR-30ML-ASP-IVSL,"Diva design 30 ml, 1oz  clear glass bottle  with ivory vinta",capColor,Ivory,Ivory Silver
LB-DVA-FRS-46ML-03,Diva 46 ml (1.56 oz) Clear Lotion Bottle,category,Glass Bottle,Lotion Bottle
GB-DVA-CLR-100ML-ASP-IVGD,"Diva design 100 ml, 3 1/2oz  clear glass bottle  with ivory ",capColor,Ivory,Ivory Gold
LB-CIR-CLR-100ML-LPM-MSLV,"Circle design 100 ml, 3 1/2oz clear glass bottle with matte ",category,Glass Bottle,Lotion Bottle
GBCylSwrl9RollWht,Cylinder swirl design 9ml glass bottle with plastic roller b,category,Roll-On Bottle,Glass Bottle
GBCylSwrl9RollWht,Cylinder swirl design 9ml glass bottle with plastic roller b,capStyle,Roll-On Cap,Roll-On
GBCylSwrl9RollWht,Cylinder swirl design 9ml glass bottle with plastic roller b,dataGrade,C,A
ACC-RCB-9X12,9inches x 12inches Recloseable Plastic Bags. 100 pieces per ,category,Packaging,Other
CMP-CAP-IVY-18415-LTR,"Ivory Faux Leather caps for glass bottles, Thread size 18-41",family,Cap/Closure,Cap
CMP-CAP-IVY-18415-LTR,"Ivory Faux Leather caps for glass bottles, Thread size 18-41",category,Component,Cap/Closure
GB-SLM-CLR-30ML-RDC-MSLV-T,"Slim design 30 ml, 1oz  clear glass bottle  with reducer and",capStyle,Tall,Screw Cap
GB-EMP-CLR-100ML-ASP-LVN,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with lave",diameter,46 ±0.5 mm,78 ±1 mm
GB-CYL-CLR-6ML-ROL-SGLD,"Tulip design 6ml, 1/5oz Clear glass bottle with plastic roll",family,Tulip,Cylinder
CMP-SPR-RED-17-415,"Shiny red collar sprayer, Thread size 17-415",category,Component,Other
LB-CIR-CLR-100ML-LPM-SBLK,"Circle design 100 ml, 3 1/2oz clear glass bottle with shiny ",category,Glass Bottle,Lotion Bottle
GB-DMD-CLR-60ML-SPR-MGLD,"Diamond design 60ml, 2 ounce  clear glass bottle  with matte",capStyle,Spray,Screw Cap
LB-CIR-CLR-100ML-LPM-SGLD,"Circle design 100 ml, 3 1/2oz clear glass bottle with shiny ",category,Glass Bottle,Lotion Bottle
LB-CYL-CLR-100ML-LPM-MGLD,"Cylinder design 100 ml, 3 1/2oz clear glass bottle with matt",category,Glass Bottle,Lotion Bottle
CMP-LPM-MTGD-18-415-07,"Matte Gold Lotion or treatment pump, Threadsize 18-415",family,Lotion Pump,Component
CMP-LPM-MTGD-18-415-07,"Matte Gold Lotion or treatment pump, Threadsize 18-415",dataGrade,B — no color,A
CMP-LPM-MTGD-18-415-07,"Matte Gold Lotion or treatment pump, Threadsize 18-415",diameter,23 ±0.5 mm,22
CMP-LPM-MTGD-18-415-07,"Matte Gold Lotion or treatment pump, Threadsize 18-415",heightWithCap,41 ±0.5 mm,20
GB-ELG-FRS-60ML-SPR-MGLD,"Elegant design 60 ml, 2oz frosted glass bottle with matte go",capStyle,Spray,Screw Cap
GB-CYL-AMB-9ML-SPR-GLD,"Cylinder design 9ml,1/3 oz amber glass bottle with fine mist",capStyle,Spray,Screw Cap
GB-CYL-CLR-9ML-SPR-GLD,"Cylinder swirl design 9ml,1/3 oz glass bottle with fine mist",capStyle,Spray,Screw Cap
GB-CYL-CBL-5ML-S-01,"Cylinder design 5ml, 1/6oz Blue glass bottle with short blac",capColor,Short Black,Blue
GB-GRC-CLR-55ML-SPR-SGLD,"Grace design 55 ml, 1.85oz  clear glass bottle  with shiny g",capStyle,Spray,Screw Cap
GB-EMP-CLR-50ML-ASP-IVSL,"Empire design 50 ml, 1.7oz  clear glass bottle  with ivory v",capColor,Ivory,Ivory Silver
GB-EMP-CLR-50ML-ASP-IVSL,"Empire design 50 ml, 1.7oz  clear glass bottle  with ivory v",diameter,37 ±0.5 mm,72 ±1 mm
GB-DVA-CLR-46ML-T-14,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
LB-ELG-CLR-60ML-LPM-OVCP-T,"Elegant design 60 ml, 2oz clear glass bottle with white rect",category,Glass Bottle,Lotion Bottle
LB-ELG-CLR-60ML-LPM-OVCP-T,"Elegant design 60 ml, 2oz clear glass bottle with white rect",capColor,Clear Overcap,Overcap
GB-CYL-BLK-5ML-ATM-BLK-02,Black atomizer design 5 ml bottle with dots.,family,Atomizer,Cylinder
GB-CYL-BLK-5ML-ATM-BLK-02,Black atomizer design 5 ml bottle with dots.,category,Metal Atomizer,Glass Bottle
CMP-SPR-MTSL-18-415-06,"Matte Silver collar sprayer, Thread size 18-415",family,Sprayer,Component
CMP-SPR-MTSL-18-415-06,"Matte Silver collar sprayer, Thread size 18-415",dataGrade,C — no color,A
CMP-SPR-MTSL-18-415-06,"Matte Silver collar sprayer, Thread size 18-415",caseQuantity,357.0,500.0
CMP-SPR-MTSL-18-415-06,"Matte Silver collar sprayer, Thread size 18-415",diameter,23 ±0.5 mm,22
CMP-SPR-MTSL-18-415-06,"Matte Silver collar sprayer, Thread size 18-415",heightWithCap,41 ±0.5 mm,20
GB-DVA-FRS-46ML-T-40,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,capColor,Shiny Silver,Clear
LB-ELG-FRS-60ML-LPM-OVCP-T,"Elegant design 60 ml, 2oz frosted glass bottle with white re",category,Glass Bottle,Lotion Bottle
LB-ELG-FRS-60ML-LPM-OVCP-T,"Elegant design 60 ml, 2oz frosted glass bottle with white re",capColor,Clear Overcap,Overcap
GB-DVA-FRS-46ML-T-37,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,capColor,Shiny Black,Clear
LB-RND-FRS-78ML-05,"Round design 78 ml, 2.65oz frosted glass bottle with shiny g",category,Glass Bottle,Lotion Bottle
LB-RND-CLR-128ML-LPM-SGLD,"Round design 128 ml, 4.33oz clear glass bottle with shiny go",category,Glass Bottle,Lotion Bottle
GB-RND-FRS-78ML-RDC-SBLK-T,"Round design 78 ml, 2.65oz frosted glass bottle with reducer",capStyle,Tall,Screw Cap
GB-CYL-CLR-50ML-ASP-IVGD,"Cylinder design 50 ml, 1.7oz  clear glass bottle  with ivory",capColor,Ivory,Ivory Gold
GB-RND-CLR-78ML-SPR-SGLD,"Round design 78 ml, 2.65oz  clear glass bottle  with shiny g",capStyle,Spray,Screw Cap
LB-SLM-CLR-50ML-LPM-SSLV,"Slim design 50 ml, 1.7oz clear glass bottle with shiny silve",category,Glass Bottle,Lotion Bottle
LB-SLM-CLR-50ML-LPM-SSLV,"Slim design 50 ml, 1.7oz clear glass bottle with shiny silve",heightWithCap,112 ±2 mm,121 ±2 mm
LB-SLM-CLR-50ML-LPM-SSLV,"Slim design 50 ml, 1.7oz clear glass bottle with shiny silve",heightWithoutCap,121 ±2 mm,112 ±2 mm
GB-RCT-CLR-10ML-MRL-SLDT-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Dot Cap
GB-DVA-CLR-46ML-SPR-SGLD,"Diva design 46 ml, 1.64oz  clear glass bottle  with shiny go",capStyle,Spray,Screw Cap
LB-RND-CLR-78ML-LPM-MSLV,"Round design 78 ml, 2.65oz clear glass bottle with matte sil",category,Glass Bottle,Lotion Bottle
GB-CYL-AMB-5ML-SPR-SGLD,"Tulip design 5ml, 1/6 oz Amber glass bottle with shiny gold ",family,Tulip,Cylinder
GB-CYL-AMB-5ML-SPR-SGLD,"Tulip design 5ml, 1/6 oz Amber glass bottle with shiny gold ",capStyle,Spray,Screw Cap
CMP-LPM-MTSL-18-415-06,"Matte Silver Lotion or treatment pump, Threadsize 18-415",family,Lotion Pump,Component
CMP-LPM-MTSL-18-415-06,"Matte Silver Lotion or treatment pump, Threadsize 18-415",dataGrade,B — no color,A
CMP-LPM-MTSL-18-415-06,"Matte Silver Lotion or treatment pump, Threadsize 18-415",diameter,23 ±0.5 mm,22
CMP-LPM-MTSL-18-415-06,"Matte Silver Lotion or treatment pump, Threadsize 18-415",heightWithCap,41 ±0.5 mm,20
GB-CYL-GRN-10ML-ATM-GRN,"Green atomizer design 10 ml bottle . For use with perfumes, ",family,Atomizer,Cylinder
GB-CYL-GRN-10ML-ATM-GRN,"Green atomizer design 10 ml bottle . For use with perfumes, ",category,Metal Atomizer,Glass Bottle
GB-SLM-BLK-5ML-ATM-BLK-T,Black slim atomizer design 5 ml bottle. For use with perfume,family,Atomizer,Slim
GB-SLM-BLK-5ML-ATM-BLK-T,Black slim atomizer design 5 ml bottle. For use with perfume,category,Metal Atomizer,Glass Bottle
CMP-ROC-WHT-03,Roll-On Cap White,dataGrade,B,B — no thread
LB-CYL-CLR-50ML-LPM-MGLD,"Cylinder design 50 ml, 1.7oz clear glass bottle with matte g",category,Glass Bottle,Lotion Bottle
GB-CYL-AMB-5ML-MRL-SLDT,"Tulip design 5ml, 1/6 oz Amber glass bottle with metal rolle",family,Tulip,Cylinder
PKG-BOX-WHT-5X5X5,Corrugated Box 5 x 5 x 5. 32 lbs ECT,category,Packaging,Packaging Box
LB-ELG-CLR-60ML-LPM-MGLD,"Elegant design 60 ml, 2oz clear glass bottle with matte gold",category,Glass Bottle,Lotion Bottle
GB-VIA-CLR-15ML-SLV-T-01,"Flair design 15ml, 1/2oz Clear glass bottle with shiny silve",family,Flair,Vial
GB-ELG-CLR-60ML-SPR-SGLD,"Elegant design 60 ml, 2oz  clear glass bottle  with shiny go",capStyle,Spray,Screw Cap
LB-ELG-FRS-100ML-LPM-CPR,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with mat",category,Glass Bottle,Lotion Bottle
GB-CIR-FRS-100ML-SPR-SGLD,"Circle design 100 ml, 3 1/2oz frosted glass bottle with shin",capStyle,Spray,Screw Cap
CMP-LPM-MTCP-18-415-05,"Matte Copper Lotion or treatment pump, Threadsize 18-415",family,Lotion Pump,Component
CMP-LPM-MTCP-18-415-05,"Matte Copper Lotion or treatment pump, Threadsize 18-415",capColor,Copper,Matte Copper
CMP-LPM-MTCP-18-415-05,"Matte Copper Lotion or treatment pump, Threadsize 18-415",dataGrade,B — no color,A
CMP-LPM-MTCP-18-415-05,"Matte Copper Lotion or treatment pump, Threadsize 18-415",diameter,23 ±0.5 mm,22
CMP-LPM-MTCP-18-415-05,"Matte Copper Lotion or treatment pump, Threadsize 18-415",heightWithCap,41 ±0.5 mm,20
GB-VIA-CLR-15ML-GLD-T-02,"Square design 15ml, 1/2oz Clear glass bottle with shiny gold",family,Square,Vial
GB-CIR-CLR-15ML-SPR-MGLD,"Circle design 15ml, 1/2oz Clear glass bottle with matte gold",capStyle,Spray,Screw Cap
LB-RND-FRS-78ML-T,"Round design 78 ml, 2.65oz frosted glass bottle with with a ",category,Glass Bottle,Lotion Bottle
CMP-DRP-WTGD-20400-76,White rubber bulb dropper with shiny gold collar cap. Glass ,category,Component,Other
LB-EMP-CLR-100ML-LPM-SGLD,"Empire design 100 ml, 3 1/2oz clear glass bottle with shiny ",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-100ML-LPM-SGLD,"Empire design 100 ml, 3 1/2oz clear glass bottle with shiny ",diameter,46 ±0.5 mm,35 ±0.5 mm
CMP-CAP-WHT-8-425,"White lid or closure for glass bottle, Thread size 8-425",family,Cap/Closure,Cap
CMP-CAP-WHT-8-425,"White lid or closure for glass bottle, Thread size 8-425",category,Component,Other
GB-EMP-CLR-100ML-RDC-SBLK,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",diameter,46 ±0.5 mm,78 ±1 mm
LB-DVA-CLR-100ML-LPM-SGLD,"Diva design 100 ml, 3 1/2oz clear glass bottle with shiny go",category,Glass Bottle,Lotion Bottle
CMP-SPR-SHGD-13-415-01,Sprayer Shiny Gold Thread 13-415,family,Sprayer,Component
GB-EMP-CLR-50ML-RDC-MSLV-T,"Empire design 50 ml, 1.7oz  clear glass bottle  with reducer",capStyle,Tall,Screw Cap
GB-EMP-CLR-50ML-RDC-MSLV-T,"Empire design 50 ml, 1.7oz  clear glass bottle  with reducer",diameter,37 ±0.5 mm,72 ±1 mm
LB-SLM-CLR-50ML-LPM-SBLK,"Slim design 50 ml, 1.7oz clear glass bottle with shiny black",category,Glass Bottle,Lotion Bottle
LB-SLM-CLR-50ML-LPM-SBLK,"Slim design 50 ml, 1.7oz clear glass bottle with shiny black",heightWithCap,112 ±2 mm,121 ±2 mm
LB-SLM-CLR-50ML-LPM-SBLK,"Slim design 50 ml, 1.7oz clear glass bottle with shiny black",heightWithoutCap,121 ±2 mm,112 ±2 mm
LB-DMD-CLR-60ML-LPM-COCP,"Diamond design 60ml, 2 ounce clear glass bottle with with a ",category,Glass Bottle,Lotion Bottle
GB-CIR-CLR-100ML-RDC-02,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",capColor,Light Brown Leather,Clear
GB-CIR-CLR-100ML-RDC-02,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",heightWithoutCap,105 ±2 mm,92 ±1 mm
CMP-DRP-WHT-20400-90,White rubber bulb dropper with white cap. Glass stem length ,category,Component,Other
GB-PIL-CLR-9ML-SPR-MBLK,Pillar design 9ml Clear glass bottle with matte black spray.,family,Pillar,Component
GB-PIL-CLR-9ML-SPR-MBLK,Pillar design 9ml Clear glass bottle with matte black spray.,category,Glass Bottle,Component
GB-PIL-CLR-9ML-SPR-MBLK,Pillar design 9ml Clear glass bottle with matte black spray.,capColor,Matte Black,Matte Black Clear
GB-PIL-CLR-9ML-SPR-MBLK,Pillar design 9ml Clear glass bottle with matte black spray.,dataGrade,B,B — no thread
LB-CYL-CLR-50ML-LPM-MSLV,"Cylinder design 50 ml, 1.7oz clear glass bottle with matte s",category,Glass Bottle,Lotion Bottle
LB-CYL-CLR-25ML-LPM-CPR,Cylinder design 25ml clear glass bottle with matte copper lo,category,Glass Bottle,Lotion Bottle
GB-CYL-FRS-9ML-07,"Tall cylinder design 9ml, 1/3oz frosted glass bottle with ma",capStyle,Tall,Spray
LB-DVA-CLR-100ML-LPM-COCP,"Diva design 100 ml, 3 1/2oz clear glass bottle with with a m",category,Glass Bottle,Lotion Bottle
LB-CIR-FRS-100ML-LPM-SGLD,"Circle design 100 ml, 3 1/2oz frosted glass bottle with shin",category,Glass Bottle,Lotion Bottle
GB-SLK-CLR-100ML-ASP-IVGD,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with ivory",capColor,Ivory,Ivory Gold
GB-CYL-AMB-5ML-MRL-MSLV,"Tulip design 5ml, 1/6 oz Amber glass bottle with metal rolle",family,Tulip,Cylinder
GB-DVA-FRS-46ML-T-34,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,capColor,Matte Silver,Clear
GB-DVA-CLR-46ML-T-40,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,capColor,Shiny Silver,Clear
GB-DVA-CLR-46ML-T-40,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-DVA-CLR-46ML-T-36,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,capColor,Pink Leather,Clear
GB-DVA-CLR-46ML-T-36,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-RND-FRS-128ML-SPR-MGLD,"Round design 128 ml, 4.33oz frosted glass bottle with matte ",capStyle,Spray,Screw Cap
GB-GNI-CLR-32ML,Clear Genie glass bottle. Capacity: 1.14oz (32ml),family,Decorative,Genie
GB-CIR-CLR-100ML-RDC-MSLV,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",heightWithCap,109 ±2 mm,118 ±2 mm
GB-CIR-CLR-100ML-RDC-MSLV,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",heightWithoutCap,105 ±2 mm,92 ±1 mm
LB-ELG-CLR-100ML-LPM-SBLK,"Elegant design 100 ml, 3 1/2oz clear glass bottle with shiny",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-50ML-AST-IVGD,"Empire design 50 ml, 1.7oz  clear glass bottle  with Ivory v",capColor,Ivory,Ivory Gold
GB-EMP-CLR-50ML-AST-IVGD,"Empire design 50 ml, 1.7oz  clear glass bottle  with Ivory v",diameter,37 ±0.5 mm,72 ±1 mm
CMP-SPR-GDPKSLWH-18-415-02,"Pink, Antique or Vintage style bulb sprayer with Gold fittin",family,Sprayer,Component
CMP-SPR-GDPKSLWH-18-415-02,"Pink, Antique or Vintage style bulb sprayer with Gold fittin",capColor,Pink,Gold Pink Silver White
CMP-SPR-GDPKSLWH-18-415-02,"Pink, Antique or Vintage style bulb sprayer with Gold fittin",dataGrade,B — no color,A
CMP-SPR-GDPKSLWH-18-415-02,"Pink, Antique or Vintage style bulb sprayer with Gold fittin",diameter,21 ±0.5 mm,22
CMP-SPR-GDPKSLWH-18-415-02,"Pink, Antique or Vintage style bulb sprayer with Gold fittin",heightWithCap,36 ±0.5 mm,20
GB-RCT-CLR-10ML-SPR-MGLD-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Screw Cap
CMP-SPR-CLR-10ML,Plastic Bottle with Clear Spray Top and Clear Cap. Capacity:,family,Plastic Bottle,Sprayer
CMP-SPR-CLR-10ML,Plastic Bottle with Clear Spray Top and Clear Cap. Capacity:,category,Plastic Bottle,Other
GB-SLK-CLR-100ML-SPR-MGLD,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with matte",capStyle,Spray,Screw Cap
GB-RND-CLR-128ML-AST-IVSL,"Round design 128 ml, 4.33oz  clear glass bottle  with Ivory ",capColor,Ivory,Ivory Silver
CJ-JAR-FRS-30ML-BLK,Cream glass jar style 30 ml frosted bottle with black cap. F,category,Glass Jar,Cream Jar
LB-SLK-CLR-100ML-LPM-CPR,"Sleek design 100 ml, 3 1/2oz clear glass bottle with matte c",category,Glass Bottle,Lotion Bottle
GB-CYL-AMB-5ML-MRL-BKDT,"Tulip design 5ml, 1/6 oz Amber glass bottle with metal rolle",family,Tulip,Cylinder
GB-EMP-CLR-100ML-RDC-WHT,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",diameter,46 ±0.5 mm,78 ±1 mm
GB-DVA-CLR-30ML-SPR-MGLD,"Diva design 30 ml, 1oz  clear glass bottle  with matte gold ",capStyle,Spray,Screw Cap
GB-SLM-CLR-100ML-SPR-MGLD,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with matte ",capStyle,Spray,Screw Cap
LB-RND-FRS-78ML-01,"Round design 78 ml, 2.65oz frosted glass bottle with matte c",category,Glass Bottle,Lotion Bottle
CMP-CAP-BLK-13-415-02,Cap/Closure Thread 13-415,category,Component,Cap/Closure
GB-CIR-FRS-50ML-RDC-02,"Circle design 50 ml, 1.7oz  frosted glass bottle  with reduc",capColor,Light Brown Leather,Frosted
GB-CIR-FRS-50ML-RDC-02,"Circle design 50 ml, 1.7oz  frosted glass bottle  with reduc",heightWithCap,101 ±2 mm,112 ±2 mm
GB-SLM-CLR-30ML-RDC-SBLK-T,"Slim design 30 ml, 1oz  clear glass bottle  with reducer and",capStyle,Tall,Screw Cap
GB-RCT-CLR-10ML-ROL-MGLD-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Screw Cap
GB-CIR-CLR-30ML-SPR-MGLD,"Circle design 30 ml, clear glass bottle with sprayer and mat",capStyle,Spray,Screw Cap
LB-ELG-CLR-100ML-LPM-SGLD,"Elegant design 100 ml, 3 1/2oz clear glass bottle with shiny",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-100ML-ASP-IVGD,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with ivor",capColor,Ivory,Ivory Gold
GB-EMP-CLR-100ML-ASP-IVGD,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with ivor",diameter,46 ±0.5 mm,78 ±1 mm
ACC-VLV-RED-4X3,Red Velveteen Bag 4 inches x 3 inches.,category,Packaging,Other
GB-CYL-AMB-5ML-SPR-MSLV,"Tulip design 5ml, 1/6 oz Amber glass bottle with matte silve",family,Tulip,Cylinder
GB-SLM-CLR-100ML-SPR-SGLD,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with shiny ",capStyle,Spray,Screw Cap
GB-CYL-CLR-5ML-MRL-SLDT,"Cylinder design 5ml, 1/6oz Clear glass bottle with metal rol",capColor,Silver with Dots,Silver Dotted
LB-CYL-BLU-9ML-LPM-BLK,"Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with tre",category,Glass Bottle,Lotion Bottle
GB-CYL-BLU-5ML-MRL-PKDT,"Cylinder design 5ml, 1/6oz Blue glass bottle with metal roll",capColor,Pink with Dots,Pink Dotted
GB-CIR-CLR-100ML-ASP-IVGD,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with ivor",capColor,Ivory,Ivory Gold
LB-ELG-FRS-100ML-LPM-SBLK,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with shi",category,Glass Bottle,Lotion Bottle
LB-CYL-BLK-9ML-LPM-BLK,"Cylinder swirl design 9ml,1/3 oz glass bottle with treatment",category,Glass Bottle,Lotion Bottle
GB-DVA-CLR-46ML-T-21,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-CIR-FRS-50ML-ASP-IVSL,"Circle design 50 ml, 1.7oz  frosted glass bottle  with ivory",capColor,Ivory,Ivory Silver
GB-RND-FRS-78ML-AST-IVGD,"Round design 78 ml, 2.65oz frosted glass bottle with Ivory v",capColor,Ivory,Ivory Gold
GB-CYL-CLR-9ML-SPR-MBLK,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with matt",capStyle,Tall,Spray
LB-DVA-FRS-46ML-T,Diva 46 ml (1.56 oz) Clear Lotion Bottle Tall Cap,category,Glass Bottle,Lotion Bottle
GB-CYL-AMB-5ML-SPR-MGLD,"Tulip design 5ml, 1/6 oz Amber glass bottle with matte gold ",family,Tulip,Cylinder
GB-CYL-AMB-5ML-SPR-MGLD,"Tulip design 5ml, 1/6 oz Amber glass bottle with matte gold ",capStyle,Spray,Screw Cap
LB-ELG-FRS-100ML-LPM-MGLD,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with mat",category,Glass Bottle,Lotion Bottle
LB-RND-CLR-128ML-LPM-SSLV,"Round design 128 ml, 4.33oz clear glass bottle with shiny si",category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-9ML-ROL-SBLK-02,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with plas",capStyle,Tall,Roll-On
LB-ELG-FRS-100ML-LPM-OVCP-T,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with whi",category,Glass Bottle,Lotion Bottle
LB-ELG-FRS-100ML-LPM-OVCP-T,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with whi",capColor,Clear Overcap,Overcap
LB-DVA-CLR-30ML-LPM-MSLV,"Diva design 30 ml, 1oz clear glass bottle with matte silver ",category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-6ML-ROL-MGLD,"Tulip design 6ml, 1/5oz Clear glass bottle with plastic roll",family,Tulip,Cylinder
GB-RCT-CLR-10ML-MRL,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Dot Cap
CMP-SPR-SGLD-15-415,"Shiny Gold Fine Mist Sprayer, Thread size 15-415",category,Component,Other
GB-EMP-CLR-100ML-RDC-MSLV-T,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",capStyle,Tall,Screw Cap
GB-EMP-CLR-100ML-RDC-MSLV-T,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",diameter,46 ±0.5 mm,78 ±1 mm
GB-CYL-AMB-5ML-SPR-MBLK,"Tulip design 5ml, 1/6 oz Amber glass bottle with matte black",family,Tulip,Cylinder
GB-CIR-CLR-100ML-RDC-01,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",capColor,Brown Leather,Clear
GB-CIR-CLR-100ML-RDC-01,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with redu",heightWithoutCap,105 ±2 mm,92 ±1 mm
ACC-ORG-PNK-4X6,Pink Organza / sheer gusseted gift bag. Size : 4 inches x 6 ,category,Packaging,Other
ACC-RCB-4X6-01,4inches x 6inches Recloseable Plastic Bags. 100 pieces per p,category,Packaging,Other
CMP-SPR-RDSL-18-415-02,Red Antique or Vintage style bulb sprayer with silver fittin,family,Sprayer,Component
CMP-SPR-RDSL-18-415-02,Red Antique or Vintage style bulb sprayer with silver fittin,capColor,Red,Red Silver
CMP-SPR-RDSL-18-415-02,Red Antique or Vintage style bulb sprayer with silver fittin,dataGrade,B — no color,A
CMP-SPR-RDSL-18-415-02,Red Antique or Vintage style bulb sprayer with silver fittin,diameter,65 ±1 mm,22
CMP-SPR-RDSL-18-415-02,Red Antique or Vintage style bulb sprayer with silver fittin,heightWithCap,38 ±0.5 mm,20
GB-RCT-CLR-10ML-SPR-SGLD-01,"Footed rectangular design 10ml, 1/3oz Clear glass bottle wit",capStyle,Spray,Screw Cap
GB-CIR-CLR-50ML-ASP-IVGD,"Circle design 50 ml, 1.7oz  clear glass bottle  with ivory v",capColor,Ivory,Ivory Gold
CMP-DRP-WTGD-20400-90,White rubber bulb dropper with shiny gold collar cap. Glass ,category,Component,Other
ACC-ORG-GLD-5X8,Golden Organza / sheer gusseted gift bag. Size : 5 inches x ,category,Packaging,Other
ACC-ORG-GLD-5X8,Golden Organza / sheer gusseted gift bag. Size : 5 inches x ,capColor,Gold,Purple
GB-CIR-FRS-100ML-AST-IVGD,"Circle design 100 ml, 3 1/2oz frosted glass bottle with Ivor",capColor,Ivory,Ivory Gold
LB-CYL-CLR-25ML-LPM-SBLK,Cylinder design 25ml clear glass bottle with shiny black lot,category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-50ML-LPM-CPR,"Empire design 50 ml, 1.7oz clear glass bottle with matte cop",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-50ML-LPM-CPR,"Empire design 50 ml, 1.7oz clear glass bottle with matte cop",diameter,37 ±0.5 mm,72 ±1 mm
CMP-DRP-BLK-18400-90MM,Black rubber bulb dropper with black cap. Glass stem length ,dataGrade,C — no color,A
CMP-DRP-BLK-18400-90MM,Black rubber bulb dropper with black cap. Glass stem length ,caseQuantity,357.0,500.0
CMP-DRP-BLK-18400-90MM,Black rubber bulb dropper with black cap. Glass stem length ,diameter,21 ±0.5 mm,22
CMP-DRP-BLK-18400-90MM,Black rubber bulb dropper with black cap. Glass stem length ,heightWithCap,33 ±0.5 mm,20
LB-SLM-CLR-100ML-LPM-SBLK,"Slim design 100 ml, 3 1/2oz clear glass bottle with shiny bl",category,Glass Bottle,Lotion Bottle
