sku,graceSku,family,capacityMl,glass,neck,fitment,finish,builderVisible,completeness,slots,flags,visualApproval
"GBRnd78AnSpTslIvySl","GB-RND-CLR-78ML-AST-IVSL","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRndFrst128RdcrBlkLthr","GB-RND-FRS-128ML-RDC-BLK","Round","128","Frosted","18-415","Reducer","Black","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRndFrst128RdcrShnSl","GB-RND-FRS-128ML-RDC-SSLV","Round","128","Frosted","18-415","Reducer","Shiny Silver","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRndFrst78AnSpGl","GB-RND-FRS-78ML-ASP-GLD","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Gold","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128RdcrShnGl","GB-RND-FRS-128ML-RDC-SGLD","Round","128","Frosted","18-415","Reducer","Shiny Gold","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRndFrst78AnSpIvyGl","GB-RND-FRS-78ML-ASP-IVGD","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Ivory Gold","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128RdcrShnBlkTall","GB-RND-FRS-128ML-RDC-SBLK-T","Round","128","Frosted","18-415","Reducer","Shiny Black","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRndFrst78AnSpIvySl","GB-RND-FRS-78ML-ASP-IVSL","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Ivory Silver","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128RdcrShnBlk","GB-RND-FRS-128ML-RDC-SBLK","Round","128","Frosted","18-415","Reducer","Shiny Black","false","full","body | cap","","pending_exact_source_and_render_review"
"GBRndFrst78AnSpPnk","GB-RND-FRS-78ML-ASP-PNK","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Pink","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128RdcrBrwnLthr","GB-RND-FRS-128ML-RDC-01","Round","128","Frosted","18-415","Reducer","Frosted","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRndFrst78AnSpLvn","GB-RND-FRS-78ML-ASP-LVN","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Lavender","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128RdcrLBrwnLthr","GB-RND-FRS-128ML-RDC-02","Round","128","Frosted","18-415","Reducer","Frosted","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRndFrst78AnSpRed","GB-RND-FRS-78ML-ASP-RED","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Red","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128RdcrMtSlTall","GB-RND-FRS-128ML-RDC-MSLV-T","Round","128","Frosted","18-415","Reducer","Matte Silver","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRndFrst78AnSpMtSl","GB-RND-FRS-78ML-ASP-MSLV","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Matte Silver","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128RdcrMtSl","GB-RND-FRS-128ML-RDC-MSLV","Round","128","Frosted","18-415","Reducer","Matte Silver","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRndFrst78AnSpWht","GB-RND-FRS-78ML-T","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Frosted","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128RdcrWht","GB-RND-FRS-128ML-RDC-WHT","Round","128","Frosted","18-415","Reducer","White","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRndFrst78AnSpTslGl","GB-RND-FRS-78ML-AST-GLD","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128RdcrPnkLthr","GB-RND-FRS-128ML-RDC-PNK","Round","128","Frosted","18-415","Reducer","Pink","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd78AnSpBlk","GB-RND-CLR-78ML-ASP-BLK","Round","78","Clear","18-415","Vintage Bulb Sprayer","Black","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRndFrst78AnSpTslIvyGl","GB-RND-FRS-78ML-AST-IVGD","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","false","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128RdcrIvyLthr","GB-RND-FRS-128ML-RDC-IVR","Round","128","Frosted","18-415","Reducer","Ivory","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd78AnSpTslBlk","GB-RND-CLR-78ML-AST-BLK","Round","78","Clear","18-415","Vintage Bulb Sprayer with Tassel","Black","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRndFrst78AnSpTslLvn","GB-RND-FRS-78ML-AST-LVN","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Lavender","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRndFrst78AnSpBlk","GB-RND-FRS-78ML-ASP-BLK","Round","78","Frosted","18-415","Vintage Bulb Sprayer","Black","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst78AnSpTslPnk","GB-RND-FRS-78ML-AST-PNK","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Pink","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRndFrst78AnSpTslBlk","GB-RND-FRS-78ML-AST-BLK","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Black","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRndFrst78AnSpTslIvySl","GB-RND-FRS-78ML-AST-IVSL","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst78AnSpTslWht","GB-RND-FRS-78ML-AST-WHT","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","White","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst78AnSpTslMtSl","GB-RND-FRS-78ML-AST-MSLV","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst78AnSpTslRed","GB-RND-FRS-78ML-AST-RED","Round","78","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Red","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRnd128SpryMtGl","GB-RND-CLR-128ML-SPR-MGLD","Round","128","Clear","18-415","Perfume Spray Pump","Matte Gold","true","full","body | diptube","mechanism_not_separate_review_source","pending_exact_source_and_render_review"
"GBRnd128SpryShnGl","GB-RND-CLR-128ML-SPR-SGLD","Round","128","Clear","18-415","Perfume Spray Pump","Shiny Gold","true","full","body | diptube","mechanism_not_separate_review_source","pending_exact_source_and_render_review"
"GBRnd128SpryShnBlk","GB-RND-CLR-128ML-SPR-SBLK","Round","128","Clear","18-415","Perfume Spray Pump","Shiny Black","true","full","body | diptube","mechanism_not_separate_review_source","pending_exact_source_and_render_review"
"GBRnd128SpryMtSl","GB-RND-CLR-128ML-SPR-MSLV","Round","128","Clear","18-415","Perfume Spray Pump","Matte Silver","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRnd128SpryShnSl","GB-RND-CLR-128ML-SPR-SSLV","Round","128","Clear","18-415","Perfume Spray Pump","Shiny Silver","true","full","body | diptube","mechanism_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128SpryMtGl","GB-RND-FRS-128ML-SPR-MGLD","Round","128","Frosted","18-415","Perfume Spray Pump","Matte Gold","true","full","body | diptube","mechanism_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128SpryMtSl","GB-RND-FRS-128ML-SPR-MSLV","Round","128","Frosted","18-415","Perfume Spray Pump","Matte Silver","true","full","body | diptube","mechanism_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128SpryShnGl","GB-RND-FRS-128ML-SPR-SGLD","Round","128","Frosted","18-415","Perfume Spray Pump","Shiny Gold","true","full","sprayer | body | diptube","","pending_exact_source_and_render_review"
"GBRndFrst128SpryShnBlk","GB-RND-FRS-128ML-SPR-SBLK","Round","128","Frosted","18-415","Perfume Spray Pump","Shiny Black","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRnd128AnSpBlk","GB-RND-CLR-128ML-ASP-BLK","Round","128","Clear","18-415","Vintage Bulb Sprayer","Black","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRndFrst128SpryShnSl","GB-RND-FRS-128ML-SPR-SSLV","Round","128","Frosted","18-415","Perfume Spray Pump","Shiny Silver","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRnd128AnSpTslBlk","GB-RND-CLR-128ML-AST-BLK","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Black","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRndFrst128AnSpBlk","GB-RND-FRS-128ML-ASP-BLK","Round","128","Frosted","18-415","Vintage Bulb Sprayer","Black","true","full","body | sprayer","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBRndFrst128AnSpTslBlk","GB-RND-FRS-128ML-ASP-01","Round","128","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"LBRnd78LtnMtGl","LB-RND-CLR-78ML-LPM-MGLD","Round","78","Clear","18-415","Lotion Pump","Matte Gold","true","full","body | diptube","mechanism_not_separate_review_source","pending_exact_source_and_render_review"
"LBRnd78LtnShnGl","LB-RND-CLR-78ML-LPM-SGLD","Round","78","Clear","18-415","Lotion Pump","Shiny Gold","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"LBRnd78LtnShnBlk","LB-RND-CLR-78ML-LPM-SBLK","Round","78","Clear","18-415","Lotion Pump","Shiny Black","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"LBRnd78LtnMtSl","LB-RND-CLR-78ML-LPM-MSLV","Round","78","Clear","18-415","Lotion Pump","Matte Silver","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"LBRnd78LtnShnSl","LB-RND-CLR-78ML-LPM-SSLV","Round","78","Clear","18-415","Lotion Pump","Shiny Silver","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"LBRnd78LtnCu","LB-RND-CLR-78ML-LPM-CPR","Round","78","Clear","18-415","Lotion Pump","Copper","true","full","body | diptube | pump","","pending_exact_source_and_render_review"
"LBRndFrst78LtnMtGl","LB-RND-FRS-78ML-02","Round","78","Frosted","18-415","Lotion Pump","Frosted","true","full","body | diptube","mechanism_not_separate_review_source","pending_exact_source_and_render_review"
"LBRndFrst78LtnShnGl","LB-RND-FRS-78ML-05","Round","78","Frosted","18-415","Lotion Pump","Frosted","true","full","body | diptube","mechanism_not_separate_review_source","pending_exact_source_and_render_review"
"LBRndFrst78LtnShnBlk","LB-RND-FRS-78ML-04","Round","78","Frosted","18-415","Lotion Pump","Frosted","true","full","body | pump","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"LBRndFrst78LtnMtSl","LB-RND-FRS-78ML-03","Round","78","Frosted","18-415","Lotion Pump","Frosted","true","full","body | pump","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"LBRndFrst78LtnShnSl","LB-RND-FRS-78ML-06","Round","78","Frosted","18-415","Lotion Pump","Frosted","true","full","body | pump","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"LBRndFrst78LtnCu","LB-RND-FRS-78ML-01","Round","78","Frosted","18-415","Lotion Pump","Frosted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRnd128DrpCu","GB-RND-CLR-128ML-DRP-CPR","Round","128","Clear","18-415","Dropper","Copper","false","full","body | pipette","","pending_exact_source_and_render_review"
"GBRndFrst128DrpCu","GB-RND-FRS-128ML-DRP-CPR","Round","128","Frosted","18-415","Dropper","Copper","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRnd128AnSpPnk","GB-RND-CLR-128ML-ASP-PNK","Round","128","Clear","18-415","Vintage Bulb Sprayer","Pink","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRnd128AnSpIvyGl","GB-RND-CLR-128ML-ASP-IVGD","Round","128","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRnd128AnSpLvn","GB-RND-CLR-128ML-ASP-LVN","Round","128","Clear","18-415","Vintage Bulb Sprayer","Lavender","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRnd128AnSpGl","GB-RND-CLR-128ML-ASP-GLD","Round","128","Clear","18-415","Vintage Bulb Sprayer","Gold","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRnd78RdcrShnGl","GB-RND-CLR-78ML-RDC-SGLD","Round","78","Clear","18-415","Reducer","Shiny Gold","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd128AnSpIvySl","GB-RND-CLR-128ML-ASP-IVSL","Round","128","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRnd78RdcrShnSl","GB-RND-CLR-78ML-RDC-SSLV","Round","78","Clear","18-415","Reducer","Shiny Silver","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd128AnSpMtSl","GB-RND-CLR-128ML-ASP-MSLV","Round","128","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRnd78RdcrIvyLthr","GB-RND-CLR-78ML-RDC-IVLT","Round","78","Clear","18-415","Reducer","Ivory Leather","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd128AnSpWht","GB-RND-CLR-128ML-ASP-WHT","Round","128","Clear","18-415","Vintage Bulb Sprayer","White","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRnd78RdcrPnkLthr","GB-RND-CLR-78ML-RDC-PKLT","Round","78","Clear","18-415","Reducer","Pink Leather","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd128AnSpRed","GB-RND-CLR-128ML-ASP-RED","Round","128","Clear","18-415","Vintage Bulb Sprayer","Red","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRnd78RdcrShnBlkTall","GB-RND-CLR-78ML-RDC-SBLK-T","Round","78","Clear","18-415","Reducer","Shiny Black","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd128AnSpTslPnk","GB-RND-CLR-128ML-AST-PNK","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRnd78RdcrShnBlk","GB-RND-CLR-78ML-RDC-SBLK","Round","78","Clear","18-415","Reducer","Shiny Black","false","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd128AnSpTslIvyGl","GB-RND-CLR-128ML-AST-IVGD","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRnd78RdcrBrwnLthr","GB-RND-CLR-78ML-RDC-BRLT","Round","78","Clear","18-415","Reducer","Brown Leather","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd128AnSpTslLvn","GB-RND-CLR-128ML-AST-LVN","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","false","full","sprayer | body | diptube","","pending_exact_source_and_render_review"
"GBRnd78RdcrLBrwnLthr","GB-RND-CLR-78ML-RDC-LBLT","Round","78","Clear","18-415","Reducer","Light Brown Leather","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd128AnSpTslGl","GB-RND-CLR-128ML-AST-GLD","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRnd78RdcrMtSlTall","GB-RND-CLR-78ML-RDC-MSLV-T","Round","78","Clear","18-415","Reducer","Matte Silver","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd128AnSpTslIvySl","GB-RND-CLR-128ML-AST-IVSL","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRnd78RdcrWht","GB-RND-CLR-78ML-RDC-WHT","Round","78","Clear","18-415","Reducer","White","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd128AnSpTslRed","GB-RND-CLR-128ML-AST-RED","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRnd78RdcrMtSl","GB-RND-CLR-78ML-RDC-MSLV","Round","78","Clear","18-415","Reducer","Matte Silver","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd128AnSpTslWht","GB-RND-CLR-128ML-AST-WHT","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","White","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBRndFrst78RdcrShnGl","GB-RND-FRS-78ML-RDC-SGLD","Round","78","Frosted","18-415","Reducer","Shiny Gold","true","full","body | cap","","pending_exact_source_and_render_review"
"GBRnd128AnSpTslMtSl","GB-RND-CLR-128ML-AST-MSLV","Round","128","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBRndFrst78RdcrShnBlkTall","GB-RND-FRS-78ML-RDC-SBLK-T","Round","78","Frosted","18-415","Reducer","Shiny Black","true","full","body | cap","","pending_exact_source_and_render_review"
