sku,family,capacityMl,glass,neck,fitment,finish,visible,blockers,componentSku,componentSellableReason,assemblySellableReason,componentStandaloneSellable,sourceUrl
"GBCyl50AnSpMtSl","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","true","","AnSp18-415MtSl","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"LBCylBlu9LtnBlk","Cylinder","9","Cobalt Blue","17-415","Lotion Pump","Black","true","","Ltn17-415Blk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-lotion-pump-black-trim-and-cap"
"GBCyl50AnSpIvySl","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","true","","AnSp18-415IvySl","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"LBCylFrst9LtnBlk","Cylinder","9","Frosted","17-415","Lotion Pump","Black","true","","Ltn17-415Blk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-lotion-pump-black-trim-and-cap"
"GBCyl50AnSpGl","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Gold","true","","AnSp18-415Gl","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBCyl50AnSpIvyGl","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","true","","AnSp18-415IvyGl","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBCyl50AnSpWht","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","White","true","","AnSp18-415Wht","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCyl50AnSpRed","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer","Red","true","","AnSp18-415Red","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCyl50AnSpTslLvn","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","true","","AnSpTsl18-415Lvn","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"LBcyl25LtnClOvrCap","Cylinder","25","Clear","18-415","Lotion Pump","Clear","true","","Ltn18-415MtSlCl","","","true","https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap"
"GBCyl50AnSpTslIvyGl","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","true","","AnSpTsl18-415IvyGl","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBCyl50AnSpTslIvySl","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","true","","AnSpTsl18-415IvySl","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCyl50AnSpTslWht","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","White","true","","AnSpTsl18-415Wht","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCyl50AnSpTslPnk","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","true","","AnSpTsl18-415Pnk","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBCyl50AnSpTslRed","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red","true","","AnSpTsl18-415Red","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCyl50AnSpTslMtSl","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","true","","AnSpTsl18-415MtS","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"GBCyl50AnSpTslGl","Cylinder","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","","CP18-415AnSpTslGl","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"LBCyl50LtnClOvrCap","Cylinder","50","Clear","18-415","Lotion Pump","Clear Overcap","true","","Ltn18-415MtSlCl","","","true","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap"
"GBCylSwrl9SpryBlk","Cylinder","9","Swirl","17-415","Fine Mist Sprayer","Black","true","","Spry17-415Blk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-sprayer-black-trim-and-cap"
"LBCylSwrl9LtnBlk","Cylinder","9","Swirl","17-415","Lotion Pump","Black","true","","Ltn17-415Blk","","","true","https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-lotion-pump-black-trim-and-cap"
"PbClear8ozFlpWh","Cylinder","227","Clear","","N/A","White","false","missing_bottle_component_links | exact_component_unresolved","","","","","https://www.bestbottles.com/product/cylinder-design-16-oz-plastic-bottle-white-flip-top-cap"
"PbClear4ozFlpWh","Cylinder","114","Clear","","N/A","White","false","missing_bottle_component_links | exact_component_unresolved","","","","","https://www.bestbottles.com/product/cylinder-design-4-oz-plastic-bottle-white-flip-top-cap"
"GBCylBlu5BlkShSht","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Shiny Black","true","","CP13-415BlkShShtMtl","","","true","https://www.bestbottles.com/product/cylinder-design-5-ml-blue-glass-bottle-short-shiny-black-cap"
"PbNat16ozFlpWh","Cylinder","454","Clear","","N/A","White","false","missing_bottle_component_links | exact_component_unresolved","","","","","https://www.bestbottles.com/product/cylinder-design-8-oz-plastic-bottle-white-flip-top-cap"
"GBcyl25SpryShnBlk","Cylinder","25","Clear","18-415","Fine Mist Sprayer","Shiny Black","true","","Spry18-415ShnBlk","","","true","https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-black-spray-pump-and-cap"
"GBCyl5WhtSht","Cylinder","5","Clear","13-415","Cap/Closure","Short Ribbed White","true","","CP13-415WhtSht","","","true",""
"GBCylSwrl9MtlRollWht","Cylinder","9","Swirl","17-415","Plastic Roller Ball","White","true","","CpRoll17-415White","","","true",""
"GBCylSwrl9RollWht","Cylinder","9","Swirl","17-415","Plastic Roller Ball","White","false","media_or_configuration_invalid","CpRoll17-415White","","","true",""
"GBTallCyl9WhtSht","Cylinder","9","Clear","13-415","","Short Ribbed White","true","","CP13-415WhtSht","","","true",""
"GBCylBlu5CuSht","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Matte Copper","true","","CP13-415CuSht","","","true",""
"GBCylBlu5GlMattSht","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Matte Gold","true","","CP13-415GlMattSht","","","true",""
"GBCylBlu5SlMattSht","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Matte Silver","true","","CP13-415SlMattSht","","","true",""
"GBCylBlu5GlSht","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Shiny Gold","true","","CP13-415GlSht","","","true",""
"GBCylBlu5SlSht","Cylinder","5","Cobalt Blue","13-415","Cap/Closure","Short Shiny Silver","true","","CP13-415SlSht","","","true",""
"GBCyl5CuSht","Cylinder","5","Clear","13-415","Cap/Closure","Short Matte Copper","true","","CP13-415CuSht","","","true",""
"GBCyl5GlMattSht","Cylinder","5","Clear","13-415","Cap/Closure","Short Matte Gold","true","","CP13-415GlMattSht","","","true",""
"GBCyl5SlMattSht","Cylinder","5","Clear","13-415","Cap/Closure","Short Matte Silver","true","","CP13-415SlMattSht","","","true",""
"GBCyl5BlkShSht","Cylinder","5","Clear","13-415","Cap/Closure","Short Shiny Black","true","","CP13-415BlkShShtMtl","","","true",""
"GBCyl5GlSht","Cylinder","5","Clear","13-415","Cap/Closure","Short Shiny Gold","true","","CP13-415GlSht","","","true",""
"GBCyl5SlSht","Cylinder","5","Clear","13-415","Cap/Closure","Short Shiny Silver","true","","CP13-415SlSht","","","true",""
"GBTallCylFrst9CuSht","Cylinder","9","Frosted","13-415","","Matte Copper","true","","CP13-415CuSht","","","true",""
"GBTallCylFrst9GlMattSht","Cylinder","9","Frosted","13-415","","Matte Gold","true","","CP13-415GlMattSht","","","true",""
"GBTallCylFrst9SlMattSht","Cylinder","9","Frosted","13-415","","Matte Silver","true","","CP13-415SlMattSht","","","true",""
"GBTallCylFrst9BlkShSht","Cylinder","9","Frosted","13-415","","Shiny Black","true","","CP13-415BlkShShtMtl","","","true",""
"GBTallCylFrst9GlSht","Cylinder","9","Frosted","13-415","","Shiny Gold","true","","CP13-415GlSht","","","true",""
"GBTallCylFrst9SlSht","Cylinder","9","Frosted","13-415","","Shiny Silver","true","","CP13-415SlSht","","","true",""
"GBTallCyl9CuSht","Cylinder","9","Clear","13-415","","Matte Copper","true","","CP13-415CuSht","","","true",""
"GBTallCyl9SlMattSht","Cylinder","9","Clear","13-415","","Matte Silver","true","","CP13-415SlMattSht","","","true",""
"GBTallCyl9BlkShSht","Cylinder","9","Clear","13-415","","Shiny Black","true","","CP13-415BlkShShtMtl","","","true",""
"GBTallCyl9GlSht","Cylinder","9","Clear","13-415","","Shiny Gold","true","","CP13-415GlSht","","","true",""
"GBTallCyl9SlSht","Cylinder","9","Clear","13-415","","Shiny Silver","true","","CP13-415SlSht","","","true",""
"GBTallCyl9GlMattSht","Cylinder","9","Clear","13-415","","Matte Gold","true","","CP13-415GlMattSht","","","true",""
"GBCyl25AnSpBlk","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Black / Shiny Silver Collar","true","","AnSp18-415Blk","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2058"
"GBCyl25AnSpGl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Gold / Shiny Gold Collar","true","","AnSp18-415Gl","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2056"
"GBCyl25AnSpTslIvySl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory / Shiny Silver Collar","true","","AnSpTsl18-415IvySl","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=3211"
"GBCyl25AnSpTslMtSl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver / Matte Silver Collar","true","","AnSpTsl18-415MtS","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=3213"
"GBCyl25AnSpTslRed","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Red / Shiny Silver Collar","true","","AnSpTsl18-415Red","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=3215"
"GBCyl25AnSpTslWht","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","White / Shiny Silver Collar","true","","AnSpTsl18-415Wht","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=3216"
"GBCyl25DrpCu","Cylinder","25","Clear","18-415","Dropper","Matte Copper","true","","Drp18-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-white-dropper-Matte-copper-collar-cap"
"GBCyl25DrpGl","Cylinder","25","Clear","18-415","Dropper","Shiny Gold","true","","Drp18-415Gl","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=2062"
"GBCyl25DrpSl","Cylinder","25","Clear","18-415","Dropper","Shiny Silver","true","","Drp18-415Sl","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=2061"
"GBCyl25RdcrIvyLthr","Cylinder","25","Clear","18-415","Reducer","Ivory Faux Leather","true","","CP18-415LIvyLthr","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=45&OPTinv_id=2065"
"GBCyl25RdcrShnGl","Cylinder","25","Clear","18-415","Reducer","Shiny Gold","true","","CP18-415ShnGl","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=6&OPTinv_id=2032"
"GBcyl25AnSpIvyGl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Ivory / Shiny Gold Collar","true","","AnSp18-415IvyGl","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2057"
"GBcyl25AnSpIvySl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Ivory / Shiny Silver Collar","true","","AnSp18-415IvySl","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2055"
"GBcyl25AnSpLvn","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Lavender / Shiny Silver Collar","true","","AnSp18-415Lvn","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2052"
"GBcyl25AnSpMtSl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Matte Silver / Matte Silver Collar","true","","AnSp18-415MtSl","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2054"
"GBcyl25AnSpPnk","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Pink / Shiny Gold Collar","true","","CP18-415AnSpPnk","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2053"
"GBcyl25AnSpRed","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","Red / Shiny Silver Collar","true","","AnSp18-415Red","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=2&OPTinv_id=2060"
"GBcyl25AnSpTslBlk","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Black / Shiny Silver Collar","true","","AnSpTsl18-415Blk","","","true","https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-black-vintage-style-bulb-sprayer-tassel-shiny-silver-collar-cap"
"GBcyl25AnSpTslGl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold / Shiny Gold Collar","true","","CP18-415AnSpTslGl","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=3209"
"GBcyl25AnSpTslIvyGl","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory / Shiny Gold Collar","true","","AnSpTsl18-415IvyGl","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=3210"
"GBcyl25AnSpTslLvn","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender / Shiny Silver Collar","true","","AnSpTsl18-415Lvn","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=3212"
"GBcyl25AnSpTslPnk","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink / Shiny Gold Collar","true","","AnSpTsl18-415Pnk","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=3&OPTinv_id=3214"
"GBcyl25AnSpWht","Cylinder","25","Clear","18-415","Vintage Bulb Sprayer","White / Shiny Silver Collar","true","","AnSp18-415Wht","","","true","https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBcyl25RdcrBlkLthr","Cylinder","25","Clear","18-415","Reducer","Black Faux Leather","true","","CP18-415BlkLthr","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=45&OPTinv_id=2035"
"GBcyl25RdcrBrwnLthr","Cylinder","25","Clear","18-415","Reducer","Brown Faux Leather","true","","CP18-415BrwnLthr","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=45&OPTinv_id=2036"
"GBcyl25RdcrLBrwnLthr","Cylinder","25","Clear","18-415","Reducer","Light Brown Faux Leather","true","","CP18-415LBrwnLthr","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=45&OPTinv_id=2037"
"GBcyl25RdcrMtSl","Cylinder","25","Clear","18-415","Reducer","Matte Silver","true","","CP18-415MtSl","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=45&OPTinv_id=2040"
"GBcyl25RdcrMtSlTall","Cylinder","25","Clear","18-415","Reducer","Tall Matte Silver","true","","CP18-415MtSlTall","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=45&OPTinv_id=2039"
"GBcyl25RdcrPnkLthr","Cylinder","25","Clear","18-415","Reducer","Pink Faux Leather","true","","CP18-415LPnkLthr","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=6&OPTinv_id=2064"
"GBcyl25RdcrShnBlk","Cylinder","25","Clear","18-415","Reducer","Shiny Black","true","","GBcyl25RdcrShnBlk","","","","https://www.bestbottles.com/all-bottles/option_details.php?items_count=45&OPTinv_id=2034"
"GBcyl25RdcrShnBlkTall","Cylinder","25","Clear","18-415","Reducer","Tall Shiny Black","true","","CP18-415ShnBlkTall","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=45&OPTinv_id=2033"
"GBcyl25RdcrShnSl","Cylinder","25","Clear","18-415","Reducer","Shiny Silver","true","","CP18-415ShnSl","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=6&OPTinv_id=2038"
"GBcyl25RdcrWht","Cylinder","25","Clear","18-415","Reducer","White","true","","CP18-415Wh","","","true","https://www.bestbottles.com/all-bottles/option_details.php?items_count=6&OPTinv_id=2041"
"GBcyl25SpryCu","Cylinder","25","Clear","18-415","Fine Mist Sprayer","Matte Copper","true","","Spry18-415Cu","","","true","https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-copper-spray-and-cap"
"GBcyl25SpryMtGl","Cylinder","25","Clear","18-415","Fine Mist Sprayer","Matte Gold","true","","Spry18-415MtGl","","","true","https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-gold-spray-pump-and-cap"
"GBcyl25SpryShnGl","Cylinder","25","Clear","18-415","Fine Mist Sprayer","Shiny Gold","true","","Spry18-415ShnGl","","","true","https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-gold-spray-pump-and-cap"
"GBcyl25SpryShnSl","Cylinder","25","Clear","18-415","Fine Mist Sprayer","Shiny Silver","true","","Spry18-415ShnSl","","","true","https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-silver-spray-and-cap"
