grace_sku,neck_finish,capacity_ml,height_mm,height_capped_mm,diameter_mm,width_mm,depth_mm,page
GBElgFrst15SpryBluMatt,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_matte_blue_spray.html
GBElgFrst15SpryCuMatt,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_matte_copper_spray.html
GBElgFrst15SprySlMatt,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_matte_silver_spray.html
GBElgFrst15MtlRollBlkSh,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_metal_roller_ball_plug_black_shiny_cap.html
GBElgFrst15MtlRollBlkDot,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_metal_roller_ball_plug_black_shiny_cap_with_dots.html
GBElgFrst15MtlRollCuMatt,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_metal_roller_ball_plug_matte_copper_cap.html
GBElgFrst15MtlRollSlMatt,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_metal_roller_ball_plug_matte_silver_cap.html
GBElgFrst15MtlRollPinkDot,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_metal_roller_ball_plug_pink_cap_with_dots.html
GBElgFrst15MtlRollGlSh,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_metal_roller_ball_plug_shiny_gold_cap.html
GBElgFrst15MtlRollSlSh,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_metal_roller_ball_plug_shiny_silver_cap.html
GBElgFrst15MtlRollSlDot,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_metal_roller_ball_plug_silver_cap_with_dots.html
GBElgFrst15RollBlkSh,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_plastic_roller_ball_plug_black_shiny_cap.html
GBElgFrst15RollBlkDot,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_plastic_roller_ball_plug_black_shiny_cap_with_dots.html
GBElgFrst15RollCuMatt,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_plastic_roller_ball_plug_matte_copper_cap.html
GBElgFrst15RollSlMatt,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_plastic_roller_ball_plug_matte_silver_cap.html
GBElgFrst15RollPinkDot,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_plastic_roller_ball_plug_pink_cap_with_dots.html
GBElgFrst15RollGlSh,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_plastic_roller_ball_plug_shiny_gold_cap.html
GBElgFrst15RollSlSh,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_plastic_roller_ball_plug_shiny_silver_cap.html
GBElgFrst15RollSlDot,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_plastic_roller_ball_plug_silver_cap_with_dots.html
GBElgFrst15SpryBlkSh,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_shiny_black_spray.html
GBElgFrst15Gl,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_shiny_gold_cap.html
GBElgFrst15SpryGlSh,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_shiny_gold_spray.html
GBElgFrst15Sl,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_shiny_silver_cap.html
GBElgFrst15SprySlSh,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_shiny_silver_spray.html
GBElgFrst15BlkSht,13-415,15.0,61.0,63.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_short_black_cap.html
GBElgFrst15BlkShSht,13-415,15.0,61.0,66.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_short_shiny_black_cap.html
GBElgFrst15WhtSht,13-415,15.0,61.0,63.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_frosted_glass_bottle_short_white_cap.html
GBElg15SpryBlkMatt,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_matte_black_spray.html
GBElg15SpryBluMatt,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_matte_blue_spray.html
GBElg15MinarCu,,15.0,61.0,79.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_matte_copper_minaret_cap.html
GBElg15SpryCuMatt,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_matte_copper_spray.html
GBElg15SpryGlMatt,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_matte_gold_spray.html
GBElg15SprySlMatt,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_matte_silver_spray.html
GBElg15MtlRollBlkSh,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_metal_roller_ball_plug_black_shiny_cap.html
GBElg15MtlRollBlkDot,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_metal_roller_ball_plug_black_shiny_cap_with_dots.html
GBElg15MtlRollCuMatt,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_metal_roller_ball_plug_matte_copper_cap.html
GBElg15MtlRollGlMatt,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_metal_roller_ball_plug_matte_gold_cap.html
GBElg15MtlRollSlMatt,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_metal_roller_ball_plug_matte_silver_cap.html
GBElg15MtlRollPinkDot,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_metal_roller_ball_plug_pink_cap_with_dots.html
GBElg15MtlRollGlSh,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_metal_roller_ball_plug_shiny_gold_cap.html
GBElg15MtlRollSlSh,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_metal_roller_ball_plug_shiny_silver_cap.html
GBElg15MtlRollSlDot,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_metal_roller_ball_plug_silver_cap_with_dots.html
GBElg15RollBlkSh,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_plastic_roller_ball_plug_black_shiny_cap.html
GBElg15RollBlkDot,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_plastic_roller_ball_plug_black_shiny_cap_with_dots.html
GBElg15RollCuMatt,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_plastic_roller_ball_plug_matte_copper_cap.html
GBElg15RollGlMatt,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_plastic_roller_ball_plug_matte_gold_cap.html
GBElg15RollSlMatt,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_plastic_roller_ball_plug_matte_silver_cap.html
GBElg15RollPinkDot,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_plastic_roller_ball_plug_pink_cap_with_dots.html
GBElg15RollGlSh,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_plastic_roller_ball_plug_shiny_gold_cap.html
GBElg15RollSlSh,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_plastic_roller_ball_plug_shiny_silver_cap.html
GBElg15RollSlDot,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_plastic_roller_ball_plug_silver_cap_with_dots.html
GBElg15SpryBlkSh,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_shiny_black_spray.html
GBElg15Gl,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_shiny_gold_cap.html
GBElg15SpryGlSh,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_shiny_gold_spray.html
GBElg15Sl,13-415,15.0,61.0,73.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_shiny_silver_cap.html
GBElg15SprySlSh,13-415,15.0,61.0,80.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_shiny_silver_spray.html
GBElg15BlkSht,13-415,15.0,61.0,63.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_short_black_cap.html
GBElg15WhtSht,13-415,15.0,61.0,63.0,,36.0,18.0,https_www_bestbottles_com_product_elegant_design_15_ml_glass_bottle_short_white_cap.html
GBElg30GlCap,15-415,30.0,75.0,93.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_clear_glass_bottle_shiny_gold_cap.html
GBElg30SlCap,15-415,30.0,75.0,93.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_clear_glass_bottle_shiny_silver_cap.html
GBElg30SpryBlk,15-415,30.0,,100.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_clear_glass_bottle_sprayer_black_cap.html
GBElg30SpryMattGl,15-415,30.0,,100.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_clear_glass_bottle_sprayer_matte_gold_cap.html
GBElg30SpryMattSl,15-415,30.0,,100.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_clear_glass_bottle_sprayer_matte_silver_cap.html
GBElg30SpryShnGl,15-415,30.0,,100.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_clear_glass_bottle_sprayer_shiny_gold_cap.html
GBElg30SpryShSl,15-415,30.0,,100.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_clear_glass_bottle_sprayer_shiny_silvercap.html
GBElgFrst30GlCap,15-415,30.0,75.0,93.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_frosted_glass_bottle_shiny_gold_cap.html
GBElgFrst30SlCap,15-415,30.0,75.0,93.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_frosted_glass_bottle_shiny_silver_cap.html
GBElgFrst30SpryBlk,15-415,30.0,,100.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_frosted_glass_bottle_sprayer_black_cap.html
GBElgFrst30SpryMattGl,15-415,30.0,,100.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_frosted_glass_bottle_sprayer_matte_gold_cap.html
GBElgFrst30SpryMattSl,15-415,30.0,,100.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_frosted_glass_bottle_sprayer_matte_silver_cap.html
GBElgFrst30SpryShnGl,15-415,30.0,,100.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_frosted_glass_bottle_sprayer_shiny_gold_cap.html
GBElgFrst30SpryShSl,15-415,30.0,,100.0,,44.0,22.0,https_www_bestbottles_com_product_elegant_design_30_ml_frosted_glass_bottle_sprayer_shiny_silvercap.html
GBElgFrst60AnSpBlk,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_black_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBElgFrst60AnSpTslBlk,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_black_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
LBElgFrst60LtnClOvrCap,18-415,60.0,86.0,113.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_clear_over_the_cap_lotion_pump_matte_silver_collar_cap.html
GBElgFrst60AnSpGl,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_gold_vintage_style_sprayer_shiny_gold_collar_cap.html
GBElgFrst60AnSpTslGl,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_gold_vintage_style_sprayer_with_tassel_shiny_gold_collar.html
GBElgFrst60AnSpIvyGl,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_ivory_vintage_style_bulb_sprayer_shiny_gold_collar_cap.html
GBElgFrst60AnSpIvySl,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_ivory_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBElgFrst60AnSpTslIvyGl,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_ivory_vintage_style_sprayer_with_tassel_shiny_gold_collar.html
GBElgFrst60AnSpTslIvySl,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_ivory_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
GBElgFrst60AnSpLvn,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_lavender_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBElgFrst60AnSpTslLvn,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_lavender_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
LBElgFrst60LtnCu,18-415,60.0,86.0,111.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_matte_copper_lotion_pump_and_cap.html
GBElgFrst60SpryCu,18-415,60.0,86.0,135.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_matte_copper_spray_and_cap.html
LBElgFrst60LtnMtGl,18-415,60.0,86.0,111.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_matte_gold_lotion_pump_and_cap.html
GBElgFrst60SpryMtGl,18-415,60.0,86.0,135.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_matte_gold_spray_pump_and_cap.html
LBElgFrst60LtnMtSl,18-415,60.0,86.0,111.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_matte_silver_lotion_pump_and_cap.html
GBElgFrst60SpryMtSl,18-415,60.0,86.0,135.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_matte_silver_spray_pump_and_cap.html
GBElgFrst60AnSpMtSl,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_matte_silver_vintage_style_sprayer_matte_silver_collar_cap.html
GBElgFrst60AnSpTslMtSl,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_matte_silver_vintage_style_sprayer_with_tassel_matte_silver_collar.html
GBElgFrst60AnSpPnk,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_pink_vintage_style_bulb_sprayer_shiny_gold_collar_cap.html
GBElgFrst60AnSpTslPnk,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_pink_vintage_style_sprayer_with_tassel_shiny_gold_collar.html
GBElgFrst60AnSpRed,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_red_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBElgFrst60AnSpTslRed,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_red_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
GBElgFrst60RdcrBlkLthr,18-415,60.0,86.0,100.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_reducer_black_faux_leather_cap.html
GBElgFrst60RdcrShnBlk,18-415,60.0,86.0,90.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_reducer_black_shiny_cap.html
GBElgFrst60RdcrBrwnLthr,18-415,60.0,86.0,100.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_reducer_brown_faux_leather_cap.html
GBElgFrst60RdcrIvyLthr,18-415,60.0,86.0,100.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_reducer_ivory_faux_leather_cap.html
GBElgFrst60RdcrLBrwnLthr,18-415,60.0,86.0,100.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_reducer_light_brown_faux_leather_cap.html
GBElgFrst60RdcrPnkLthr,18-415,60.0,86.0,100.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_reducer_pink_faux_leather_cap.html
GBElgFrst60RdcrShnGl,18-415,60.0,86.0,90.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_reducer_shiny_gold_cap.html
GBElgFrst60RdcrShnSl,18-415,60.0,86.0,90.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_reducer_shiny_silver_cap.html
GBElgFrst60RdcrMtSl,18-415,60.0,86.0,90.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_reducer_silver_matte_cap.html
GBElgFrst60RdcrShnBlkTall,18-415,60.0,86.0,97.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_reducer_tall_black_shiny_cap.html
GBElgFrst60RdcrMtSlTall,18-415,60.0,86.0,97.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_reducer_tall_silver_matte_cap.html
GBElgFrst60RdcrWht,18-415,60.0,86.0,97.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_reducer_white_cap.html
LBElgFrst60LtnShnBlk,18-415,60.0,86.0,111.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_shiny_black_lotion_pump_and_cap.html
GBElgFrst60SpryShnBlk,18-415,60.0,86.0,135.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_shiny_black_spray_pump_and_cap.html
LBElgFrst60LtnShnGl,18-415,60.0,86.0,111.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_shiny_gold_lotion_pump_and_cap.html
GBElgFrst60SpryShnGl,18-415,60.0,86.0,135.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_shiny_gold_spray_pump_and_cap.html
LBElgFrst60LtnShnSl,18-415,60.0,86.0,111.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_shiny_silver_lotion_pump_and_cap.html
GBElgFrst60SpryShnSl,18-415,60.0,86.0,135.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_shiny_silver_spray_and_cap.html
GBElgFrst60DrpCu,18-415,60.0,86.0,110.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_white_dropper_shiny_copper_collar_cap.html
GBElgFrst60DrpGl,18-415,60.0,86.0,110.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_white_dropper_shiny_gold_collar_cap.html
GBElgFrst60DrpSl,18-415,60.0,86.0,110.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_white_dropper_shiny_silver_collar_cap.html
LBElgFrst60WhtClOvrCp,18-415,60.0,86.0,,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_white_rectangular_clear_over_the_cap.html
GBElgFrst60AnSpWht,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_white_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBElgFrst60AnSpTslWht,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_frosted_glass_bottle_white_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
GBElg60AnSpBlk,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_black_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBElg60AnSpTslBlk,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_black_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
LBElg60LtnClrOvrCap,18-415,60.0,86.0,113.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_clear_over_the_cap_lotion_pump_matte_silver_collar_cap.html
GBElg60AnSpGl,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_gold_vintage_style_sprayer_shiny_gold_collar_cap.html
GBElg60AnSpTslGl,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_gold_vintage_style_sprayer_with_tassel_shiny_gold_collar.html
GBElg60AnSpIvyGl,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_ivory_vintage_style_bulb_sprayer_shiny_gold_collar_cap.html
GBElg60AnSpIvySl,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_ivory_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBElg60AnSpTslIvyGl,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_ivory_vintage_style_sprayer_with_tassel_shiny_gold_collar.html
GBElg60AnSpTslIvySl,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_ivory_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
GBElg60AnSpLvn,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_lavender_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBElg60AnSpTslLvn,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_lavender_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
LBElg60LtnCu,18-415,60.0,86.0,111.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_matte_copper_lotion_pump_and_cap.html
GBElg60SpryCu,18-415,60.0,86.0,111.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_matte_copper_spray_and_cap.html
LBElg60LtnMtGl,18-415,60.0,86.0,111.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_matte_gold_lotion_pump_and_cap.html
GBElg60SpryMtGl,18-415,60.0,86.0,111.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_matte_gold_spray_pump_and_cap.html
LBElg60LtnMtSl,18-415,60.0,86.0,111.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_matte_silver_lotion_pump_and_cap.html
GBElg60SpryMtSl,18-415,60.0,86.0,111.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_matte_silver_spray_pump_and_cap.html
GBElg60AnSpMtSl,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_matte_silver_vintage_style_sprayer_matte_silver_collar_cap.html
GBElg60AnSpTslMtSl,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_matte_silver_vintage_style_sprayer_with_tassel_matte_silver_collar.html
GBElg60AnSpPnk,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_pink_vintage_style_bulb_sprayer_shiny_gold_collar_cap.html
GBElg60AnSpTslPnk,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_pink_vintage_style_sprayer_with_tassel_shiny_gold_collar.html
GBElg60AnSpRed,18-415,60.0,86.0,112.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_red_vintage_style_bulb_sprayer_shiny_silver_collar_cap.html
GBElg60AnSpTslRed,18-415,60.0,86.0,108.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_red_vintage_style_sprayer_with_tassel_shiny_silver_collar.html
GBElg60RdcrBlkLthr,18-415,60.0,86.0,100.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_reducer_black_faux_leather_cap.html
GBElg60RdcrShnBlk,18-415,60.0,86.0,90.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_reducer_black_shiny_cap.html
GBElg60RdcrBrwnLthr,18-415,60.0,86.0,100.0,,54.0,27.0,https_www_bestbottles_com_product_elegant_design_60_ml_glass_bottle_reducer_brown_faux_leather_cap.html
