websiteSku,graceSku,family,capacityMl,neckThreadSize,applicator,category,color,capColor,capStyle,productUrl,retired
GBElg15SpryBlkMatt,GB-ELG-CLR-15ML-SPR-MBLK,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Black,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-matte-black-spray,False
GBElg15SpryBlkSh,GB-ELG-CLR-15ML-SPR-SBLK,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Black,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-shiny-black-spray,False
GBElg15SpryBluMatt,GB-ELG-CLR-15ML-SPR-MBLU,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Blue,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-matte-blue-spray,False
GBElg15SpryCuMatt,GB-ELG-CLR-15ML-SPR-MCPR-01,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Copper,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-matte-copper-spray,False
GBElg15SpryGlMatt,GB-ELG-CLR-15ML-SPR-MGLD,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Gold,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-matte-gold-spray,False
GBElg15SpryGlSh,GB-ELG-CLR-15ML-SPR-SGLD-01,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Gold,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-shiny-gold-spray,False
GBElg15SprySlMatt,GB-ELG-CLR-15ML-SPR-MSLV-01,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Silver,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-matte-silver-spray,False
GBElg15SprySlSh,GB-ELG-CLR-15ML-SPR-SSLV,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Silver,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-shiny-silver-spray,False
GBElg15WhtSht,GB-ELG-WHT-15ML-WHT-S,Elegant,15.0,13-415,,Glass Bottle,Clear,White,Short,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-short-white-cap,False
GBElgFrst15BlkShSht,GB-ELG-FRS-15ML-CAP-SBLK,Elegant,15.0,13-415,N/A,Glass Bottle,Frosted,,,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-short-shiny-black-cap,False
GBElgFrst15BlkSht,GB-ELG-FRS-15ML-BLK-S-02,Elegant,15.0,13-415,,Glass Bottle,Frosted,Black,Short,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-short-black-cap,False
GBElgFrst15BlkSht__RETIRED__GB-ELG-CLR-15ML-BLK-S-02__kd78yg1z495nec1decjy9hdjxh86bb03,GB-ELG-CLR-15ML-BLK-S-02,Elegant,15.0,13-415,,Glass Bottle,Clear,Black,Short,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-short-black-cap,True
GBElgFrst15Gl,GB-ELG-FRS-15ML-SGLD-T,Elegant,15.0,13-415,,Glass Bottle,Frosted,Shiny Gold,Tall,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-shiny-gold-cap,False
GBElgFrst15Gl__RETIRED__GB-ELG-CLR-15ML-SGLD-T__kd72varbb5ga209265cr9fqvk586aqhg,GB-ELG-CLR-15ML-SGLD-T,Elegant,15.0,13-415,,Glass Bottle,Clear,Shiny Gold,Tall,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-shiny-gold-cap,True
GBElgFrst15MtlRollBlkDot,GB-ELG-FRS-15ML-MRL-BLK-01,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Frosted,Black,Dot Cap,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,False
GBElgFrst15MtlRollBlkDot__RETIRED__GB-ELG-CLR-15ML-MRL-BLK-01__kd79911yy82rt0kd9y8026wt7186bd7w,GB-ELG-CLR-15ML-MRL-BLK-01,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Black,Dot Cap,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,True
GBElgFrst15MtlRollBlkSh,GB-ELG-FRS-15ML-MRL-BLK-02,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Frosted,Black,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-black-shiny-cap,False
GBElgFrst15MtlRollBlkSh__RETIRED__GB-ELG-CLR-15ML-MRL-BLK-02__kd78aa7525f24zpgv1jc6rnyt986a054,GB-ELG-CLR-15ML-MRL-BLK-02,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Black,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-black-shiny-cap,True
GBElgFrst15MtlRollCuMatt,GB-ELG-FRS-15ML-MRL-MCPR-02,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Frosted,Matte Copper,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-matte-copper-cap,False
GBElgFrst15MtlRollCuMatt__RETIRED__GB-ELG-CLR-15ML-MRL-MCPR-02__kd7f5wzbfnqj2b5tv43f0mdehh86berd,GB-ELG-CLR-15ML-MRL-MCPR-02,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-matte-copper-cap,True
GBElgFrst15MtlRollGlSh,GB-ELG-FRS-15ML-MRL-SGLD-02,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Frosted,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-shiny-gold-cap,False
GBElgFrst15MtlRollGlSh__RETIRED__GB-ELG-CLR-15ML-MRL-SGLD-02__kd70z05dbvbwpa3jzncrddqpg986azmb,GB-ELG-CLR-15ML-MRL-SGLD-02,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-shiny-gold-cap,True
GBElgFrst15MtlRollPinkDot,GB-ELG-FRS-15ML-MRL,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Frosted,Clear,Dot Cap,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots,False
GBElgFrst15MtlRollPinkDot__RETIRED__GB-ELG-CLR-15ML-MRL__kd75gt3gsb92v8c4062sskebn586a7t3,GB-ELG-CLR-15ML-MRL,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Clear,Dot Cap,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots,True
GBElgFrst15MtlRollSlDot,GB-ELG-FRS-15ML-MRL-SLV-01,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Frosted,Silver,Dot Cap,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,False
GBElgFrst15MtlRollSlDot__RETIRED__GB-ELG-CLR-15ML-MRL-SLV-01__kd76cqzcvn3fz4v5kvkmt4nnq186begr,GB-ELG-CLR-15ML-MRL-SLV-01,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Silver,Dot Cap,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,True
GBElgFrst15MtlRollSlMatt,GB-ELG-FRS-15ML-MRL-MSLV-02,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Frosted,Matte Silver,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-matte-silver-cap,False
GBElgFrst15MtlRollSlMatt__RETIRED__GB-ELG-CLR-15ML-MRL-MSLV-02__kd77fe4286ey01k4vrmqqp194n86a7xj,GB-ELG-CLR-15ML-MRL-MSLV-02,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-matte-silver-cap,True
GBElgFrst15MtlRollSlSh,GB-ELG-FRS-15ML-MRL-SLV-02,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Frosted,Silver,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,False
GBElgFrst15MtlRollSlSh__RETIRED__GB-ELG-CLR-15ML-MRL-SLV-02__kd7bnhfsw5b9fafdms1cknc5h986a3tj,GB-ELG-CLR-15ML-MRL-SLV-02,Elegant,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Silver,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,True
GBElgFrst15RollBlkDot,GB-ELG-FRS-15ML-RBL-BLK-01,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Frosted,Black,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,False
GBElgFrst15RollBlkDot__RETIRED__GB-ELG-CLR-15ML-RBL-BLK-01__kd76v0qs4yr9r0tc5z1jacmdds86b301,GB-ELG-CLR-15ML-RBL-BLK-01,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Black,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,True
GBElgFrst15RollBlkSh,GB-ELG-FRS-15ML-RBL-BLK-02,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Frosted,Black,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,False
GBElgFrst15RollBlkSh__RETIRED__GB-ELG-CLR-15ML-RBL-BLK-02__kd77d3fs0r8nj6z4c205ywtgw586bv1n,GB-ELG-CLR-15ML-RBL-BLK-02,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Black,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,True
GBElgFrst15RollCuMatt,GB-ELG-FRS-15ML-RBL-MCPR,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Frosted,Matte Copper,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,False
GBElgFrst15RollCuMatt__RETIRED__GB-ELG-CLR-15ML-RBL-MCPR__kd7ckw9kxwjm7qj8xcrzntd38d86bvfk,GB-ELG-CLR-15ML-RBL-MCPR,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,True
GBElgFrst15RollGlSh,GB-ELG-FRS-15ML-RBL-SGLD,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Frosted,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,False
GBElgFrst15RollGlSh__RETIRED__GB-ELG-CLR-15ML-RBL-SGLD__kd77d1t52hsjt1badrj46wcks986b9j8,GB-ELG-CLR-15ML-RBL-SGLD,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,True
GBElgFrst15RollPinkDot,GB-ELG-FRS-15ML-RBL,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Frosted,Clear,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,False
GBElgFrst15RollPinkDot__RETIRED__GB-ELG-CLR-15ML-RBL__kd7em8rrz4bwpy3e3dgay3hw3n86a59n,GB-ELG-CLR-15ML-RBL,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Clear,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,True
GBElgFrst15RollSlDot,GB-ELG-FRS-15ML-RBL-SLV-01,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Frosted,Silver,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,False
GBElgFrst15RollSlDot__RETIRED__GB-ELG-CLR-15ML-RBL-SLV-01__kd7c9jjfqm677hzrdnvgvt2c0h86b7ym,GB-ELG-CLR-15ML-RBL-SLV-01,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Silver,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,True
GBElgFrst15RollSlMatt,GB-ELG-FRS-15ML-RBL-MSLV,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Frosted,Matte Silver,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,False
GBElgFrst15RollSlMatt__RETIRED__GB-ELG-CLR-15ML-RBL-MSLV__kd7ass4f9jrf0gv7amn7zch88h86avty,GB-ELG-CLR-15ML-RBL-MSLV,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,True
GBElgFrst15RollSlSh,GB-ELG-FRS-15ML-RBL-SLV-02,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Frosted,Silver,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,False
GBElgFrst15RollSlSh__RETIRED__GB-ELG-CLR-15ML-RBL-SLV-02__kd7b3v84ggnn3rdd6byv6k2n6d86b13c,GB-ELG-CLR-15ML-RBL-SLV-02,Elegant,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Silver,Roll-On,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,True
GBElgFrst15Sl,GB-ELG-FRS-15ML-SLV-T-02,Elegant,15.0,13-415,,Glass Bottle,Frosted,Silver,Tall,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-shiny-silver-cap,False
GBElgFrst15Sl__RETIRED__GB-ELG-CLR-15ML-SLV-T-02__kd7aeybydmat3vp80ryvza8xg186aqey,GB-ELG-CLR-15ML-SLV-T-02,Elegant,15.0,13-415,,Glass Bottle,Clear,Silver,Tall,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-shiny-silver-cap,True
GBElgFrst15SpryBlkMatt,GB-ELG-FRS-15ML-SPR-BLK-01,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Frosted,Black,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-matte-black-spray,False
GBElgFrst15SpryBlkMatt__RETIRED__GB-ELG-CLR-15ML-SPR-BLK-01__kd7ets0yj1y8qtsqnxcbzs165d86bgc6,GB-ELG-CLR-15ML-SPR-BLK-01,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Black,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-matte-black-spray,True
GBElgFrst15SpryBlkSh,GB-ELG-FRS-15ML-SPR-BLK-02,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Frosted,Black,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-shiny-black-spray,False
GBElgFrst15SpryBlkSh__RETIRED__GB-ELG-CLR-15ML-SPR-BLK-02__kd70vm2rff7369nnbjv2m61wbn86a5sf,GB-ELG-CLR-15ML-SPR-BLK-02,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Black,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-shiny-black-spray,True
GBElgFrst15SpryBluMatt,GB-ELG-FRS-15ML-SPR,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Frosted,Clear,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-matte-blue-spray,False
GBElgFrst15SpryBluMatt__RETIRED__GB-ELG-CLR-15ML-SPR__kd74vhfg3ytv9n7mv5s4qe95q186a71w,GB-ELG-CLR-15ML-SPR,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Clear,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-matte-blue-spray,True
GBElgFrst15SpryCuMatt,GB-ELG-FRS-15ML-SPR-MCPR-02,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Frosted,Matte Copper,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-matte-copper-spray,False
GBElgFrst15SpryCuMatt__RETIRED__GB-ELG-CLR-15ML-SPR-MCPR-02__kd7aeft8m74r5kgkfsrye8dncs86basc,GB-ELG-CLR-15ML-SPR-MCPR-02,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Copper,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-matte-copper-spray,True
GBElgFrst15SpryGlSh,GB-ELG-FRS-15ML-SPR-SGLD-02,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Frosted,Shiny Gold,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-shiny-gold-spray,False
GBElgFrst15SpryGlSh__RETIRED__GB-ELG-CLR-15ML-SPR-SGLD-02__kd742dva14e19g2r2eky6pj6x986by3t,GB-ELG-CLR-15ML-SPR-SGLD-02,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Gold,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-shiny-gold-spray,True
GBElgFrst15SprySlMatt,GB-ELG-FRS-15ML-SPR-MSLV-02,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Frosted,Matte Silver,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-matte-silver-spray,False
GBElgFrst15SprySlMatt__RETIRED__GB-ELG-CLR-15ML-SPR-MSLV-02__kd74rj8zqrvxyh7ejbhkedxd7h86a91h,GB-ELG-CLR-15ML-SPR-MSLV-02,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Silver,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-matte-silver-spray,True
GBElgFrst15SprySlSh,GB-ELG-FRS-15ML-SPR-SLV,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Frosted,Silver,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-shiny-silver-spray,False
GBElgFrst15SprySlSh__RETIRED__GB-ELG-CLR-15ML-SPR-SLV__kd78kgnccrx821dck1tkekmzr586apd0,GB-ELG-CLR-15ML-SPR-SLV,Elegant,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Silver,Spray,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-shiny-silver-spray,True
GBElgFrst15WhtSht,GB-ELG-FRS-15ML-WHT-S,Elegant,15.0,13-415,,Glass Bottle,Frosted,White,Short,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-short-white-cap,False
GBElgFrst15WhtSht__RETIRED__GB-ELG-CLR-15ML-WHT-S__kd7fn2q8mtxywkdk43w20m64b586bzkb,GB-ELG-CLR-15ML-WHT-S,Elegant,15.0,13-415,,Glass Bottle,Clear,White,Short,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-short-white-cap,True
GBFlair15BlkSht,GB-FLR-CLR-15ML-BLK-S,Flair,15.0,13-415,,Glass Bottle,Clear,Black,Short,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-short-black-cap,False
GBFlair15Gl,GB-VIA-CLR-15ML-GLD-T-01,Flair,15.0,13-415,,Glass Bottle,Clear,Gold,Tall,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-shiny-gold-cap,False
GBFlair15MtlRollBlkDot,GB-FLR-CLR-15ML-MRL-BKDT,Flair,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,False
GBFlair15MtlRollBlkSh,GB-FLR-CLR-15ML-MRL-SBLK,Flair,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap,False
GBFlair15MtlRollCuMatt,GB-FLR-CLR-15ML-MRL-MCPR,Flair,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-metal-roller-ball-plug-matte-copper-cap,False
GBFlair15MtlRollGlMatt,GB-FLR-CLR-15ML-MRL-MGLD,Flair,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-metal-roller-ball-plug-matte-gold-cap,False
GBFlair15MtlRollGlSh,GB-FLR-CLR-15ML-MRL-SGLD,Flair,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-metal-roller-ball-plug-shiny-gold-cap,False
GBFlair15MtlRollPinkDot,GB-FLR-CLR-15ML-MRL-PKDT,Flair,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots,False
GBFlair15MtlRollSlDot,GB-FLR-CLR-15ML-MRL-SLDT,Flair,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,False
GBFlair15MtlRollSlMatt,GB-FLR-CLR-15ML-MRL-MSLV,Flair,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-metal-roller-ball-plug-matte-silver-cap,False
GBFlair15MtlRollSlSh,GB-FLR-CLR-15ML-MRL-SSLV,Flair,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,False
GBFlair15RollBlkDot,GB-FLR-CLR-15ML-ROL-BKDT,Flair,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,False
GBFlair15RollBlkSh,GB-FLR-CLR-15ML-ROL-SBLK,Flair,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,False
GBFlair15RollCuMatt,GB-FLR-CLR-15ML-ROL-MCPR,Flair,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,False
GBFlair15RollGlMatt,GB-FLR-CLR-15ML-ROL-MGLD,Flair,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,False
GBFlair15RollGlSh,GB-FLR-CLR-15ML-ROL-SGLD,Flair,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,False
GBFlair15RollPinkDot,GB-FLR-CLR-15ML-ROL-PKDT,Flair,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,False
GBFlair15RollSlDot,GB-FLR-CLR-15ML-ROL-SLDT,Flair,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,False
GBFlair15RollSlMatt,GB-FLR-CLR-15ML-ROL-MSLV,Flair,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,False
GBFlair15RollSlSh,GB-FLR-CLR-15ML-ROL-SSLV,Flair,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,False
GBFlair15Sl,GB-VIA-CLR-15ML-SLV-T-01,Flair,15.0,13-415,,Glass Bottle,Clear,Silver,Tall,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-shiny-silver-cap,False
GBFlair15SpryBlkMatt,GB-FLR-CLR-15ML-SPR-MBLK,Flair,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Black,Spray,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-matte-black-spray,False
GBFlair15SpryBlkSh,GB-FLR-CLR-15ML-SPR-SBLK,Flair,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Black,Spray,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-shiny-black-spray,False
GBFlair15SpryBluMatt,GB-FLR-CLR-15ML-SPR-MBLU,Flair,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Blue,Spray,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-matte-blue-spray,False
GBFlair15SpryCuMatt,GB-FLR-CLR-15ML-SPR-MCPR,Flair,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Copper,Spray,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-matte-copper-spray,False
GBFlair15SpryGlMatt,GB-FLR-CLR-15ML-SPR-MGLD,Flair,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Gold,Spray,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-matte-gold-spray,False
