graceSku,websiteSku,productId,family,capacityMl,heightWithoutCap,heightWithCap,diameter,widthMm,depthMm,bottleWeightG,verified,measurementSource,importSource
GB-DEC-CLR-118ML,GBPearClear4ozStpr,BB-GB-118-0001,Apothecary,118,52.2,77.3,27.4,,,130,false,,case_weight_corrections_20260423
GB-DEC-CLR-355ML-T,GBCB12ozPear,BB-GB-355-0001,Decorative,355,52.2,192 ±2 mm,92 ±1 mm,92,,130,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-DEC-CLR-3ML-T,GB3TPlGl,BB-GB-003-0001,Decorative,3,42 ±0.5 mm,53 ±1 mm,18 ±0.5 mm,18,,130,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-DEC-CLR-5ML-T,GBMtlMrblSmall,BB-GB-005-0067,Decorative,5,66 ±1 mm,87 ±1 mm,26 ±0.5 mm,26,,130,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-DEC-CLR-6ML-S,GBTulip6BlkSht,BB-GB-006-0002,Tulip,6,45 ±0.5 mm,50 ±0.5 mm,23 ±0.5 mm,23,23,130,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-DEC-CLR-6ML-T,GB6TPlGl,BB-GB-006-0001,Decorative,6,48 ±0.5 mm,59 ±1 mm,22 ±0.5 mm,22,,130,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-DEC-FRS-4ML-GST-GLD-T,GBHeartFrst4KeyGld,BB-GB-004-0001,Decorative,4,46 ±0.5 mm,53 ±1 mm,32 ±0.5 mm,32,,130,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-DEC-FRS-4ML-GST-RED-T,GBHeartFrst4TslRed,BB-GB-004-0002,Decorative,4,46 ±0.5 mm,53 ±1 mm,32 ±0.5 mm,32,,130,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-DMD-CLR-60ML-ASP-BLK,GBDmnd2ozAnSpBlk,BB-GB-060-0055,Diamond,60,88 ±1 mm,115 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-ASP-GLD,GBDmnd2ozAnSpGl,BB-GB-060-0056,Diamond,60,88 ±1 mm,115 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-ASP-IVGD,GBDmnd2ozAnSpIvyGl,BB-GB-060-0057,Diamond,60,88 ±1 mm,115 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-ASP-IVSL,GBDmnd2ozAnSpIvySl,BB-GB-060-0058,Diamond,60,88 ±1 mm,115 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-ASP-LVN,GBDmnd2ozAnSpLvn,BB-GB-060-0059,Diamond,60,88 ±1 mm,115 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-ASP-MSLV,GBDmnd2ozAnSpMtSl,BB-GB-060-0060,Diamond,60,88 ±1 mm,115 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-ASP-PNK,GBDmnd2ozAnSpPnk,BB-GB-060-0061,Diamond,60,88 ±1 mm,115 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-ASP-RED,GBDmnd2ozAnSpRed,BB-GB-060-0062,Diamond,60,88 ±1 mm,115 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-ASP-WHT,GBDmnd2ozAnSpWht,BB-GB-060-0072,Diamond,60,88 ±1 mm,115 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-AST-BLK,GBDmnd2ozAnSpTslBlk,BB-GB-060-0063,Diamond,60,88 ±1 mm,110 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-AST-GLD,GBDmnd2ozAnSpTslGl,BB-GB-060-0064,Diamond,60,88 ±1 mm,110 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-AST-IVGD,GBDmnd2ozAnSpTslIvyGl,BB-GB-060-0065,Diamond,60,88 ±1 mm,110 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-AST-IVSL,GBDmnd2ozAnSpTslIvySl,BB-GB-060-0066,Diamond,60,88 ±1 mm,110 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-AST-LVN,GBDmnd2ozAnSpTslLvn,BB-GB-060-0067,Diamond,60,88 ±1 mm,110 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-AST-MSLV,GBDmnd2ozAnSpTslMtSl,BB-GB-060-0068,Diamond,60,88 ±1 mm,110 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-AST-PNK,GBDmnd2ozAnSpTslPnk,BB-GB-060-0069,Diamond,60,88 ±1 mm,110 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-AST-RED,GBDmnd2ozAnSpTslRed,BB-GB-060-0070,Diamond,60,88 ±1 mm,110 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-AST-WHT,GBDmnd2ozAnSpTslWht,BB-GB-060-0071,Diamond,60,88 ±1 mm,110 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-RDC-BKLT,GBDmnd2ozRdcrBlkLthr,BB-GB-060-0073,Diamond,60,88 ±1 mm,103 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-RDC-BRLT,GBDmnd2ozRdcrBrwnLthr,BB-GB-060-0074,Diamond,60,88 ±1 mm,103 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-RDC-IVLT,GBDmnd2ozRdcrIvyLthr,BB-GB-060-0075,Diamond,60,88 ±1 mm,103 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-RDC-LBLT,GBDmnd2ozRdcrLBrwnLthr,BB-GB-060-0076,Diamond,60,88 ±1 mm,103 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-RDC-MSLV,GBDmnd2ozRdcrMtSl,BB-GB-060-0077,Diamond,60,88 ±1 mm,92 ±1 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-RDC-MSLV-T,GBDmnd2ozRdcrMtSlTall,BB-GB-060-0078,Diamond,60,88 ±1 mm,100 ±1 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-RDC-PKLT,GBDmnd2ozRdcrPnkLthr,BB-GB-060-0079,Diamond,60,88 ±1 mm,103 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-RDC-SBLK,GBDmnd2ozRdcrShnBlk,BB-GB-060-0080,Diamond,60,88 ±1 mm,92 ±1 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-RDC-SBLK-T,GBDmnd2ozRdcrShnBlkTall,BB-GB-060-0081,Diamond,60,88 ±1 mm,100 ±1 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-RDC-SGLD,GBDmnd2ozRdcrShnGl,BB-GB-060-0082,Diamond,60,88 ±1 mm,92 ±1 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-RDC-SSLV,GBDmnd2ozRdcrShnSl,BB-GB-060-0083,Diamond,60,88 ±1 mm,92 ±1 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-RDC-WHT,GBDmnd2ozRdcrWht,BB-GB-060-0084,Diamond,60,88 ±1 mm,100 ±1 mm,39 ±0.5 mm,,,114,false,,grace_products_final_json
GB-DMD-CLR-60ML-SPR-CPR,GBDmnd2ozSpryCu,BB-GB-060-0085,Diamond,60,88 ±1 mm,114 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-SPR-MGLD,GBDmnd2ozSpryMtGl,BB-GB-060-0086,Diamond,60,88 ±1 mm,114 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-SPR-MSLV,GBDmnd2ozSpryMtSl,BB-GB-060-0087,Diamond,60,88 ±1 mm,114 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-SPR-SBLK,GBDmnd2ozSpryShnBlk,BB-GB-060-0088,Diamond,60,88 ±1 mm,114 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-SPR-SGLD,GBDmnd2ozSpryShnGl,BB-GB-060-0089,Diamond,60,88 ±1 mm,114 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DMD-CLR-60ML-SPR-SSLV,GBDmnd2ozSpryShnSl,BB-GB-060-0090,Diamond,60,88 ±1 mm,114 ±2 mm,39 ±0.5 mm,,,114,false,,case_weight_corrections_20260423
GB-DVA-CLR-100ML-ASP-BLK,GBDiva100AnSpBlk,BB-GB-100-0109,Diva,100,113 ±2 mm,140 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-ASP-GLD,GBDiva100AnSpGl,BB-GB-100-0110,Diva,100,113 ±2 mm,140 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-ASP-IVGD,GBDiva100AnSpIvyGl,BB-GB-100-0111,Diva,100,113 ±2 mm,140 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-ASP-IVSL,GBDiva100AnSpIvySl,BB-GB-100-0112,Diva,100,113 ±2 mm,140 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-ASP-LVN,GBDiva100AnSpLvn,BB-GB-100-0113,Diva,100,113 ±2 mm,140 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-ASP-MSLV,GBDiva100AnSpMtSl,BB-GB-100-0114,Diva,100,113 ±2 mm,140 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-ASP-PNK,GBDiva100AnSpPnk,BB-GB-100-0115,Diva,100,113 ±2 mm,140 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-ASP-RED,GBDiva100AnSpRed,BB-GB-100-0116,Diva,100,113 ±2 mm,140 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-ASP-WHT,GBDiva100AnSpWht,BB-GB-100-0126,Diva,100,113 ±2 mm,140 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-AST-BLK,GBDiva100AnSpTslBlk,BB-GB-100-0117,Diva,100,113 ±2 mm,135 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-AST-GLD,GBDiva100AnSpTslGl,BB-GB-100-0118,Diva,100,113 ±2 mm,135 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-AST-IVGD,GBDiva100AnSpTslIvyGl,BB-GB-100-0119,Diva,100,113 ±2 mm,135 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-AST-IVSL,GBDiva100AnSpTslIvySl,BB-GB-100-0120,Diva,100,113 ±2 mm,135 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-AST-LVN,GBDiva100AnSpTslLvn,BB-GB-100-0121,Diva,100,113 ±2 mm,135 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-AST-MSLV,GBDiva100AnSpTslMtSl,BB-GB-100-0122,Diva,100,113 ±2 mm,135 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-AST-PNK,GBDiva100AnSpTslPnk,BB-GB-100-0123,Diva,100,113 ±2 mm,135 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-AST-RED,GBDiva100AnSpTslRed,BB-GB-100-0124,Diva,100,113 ±2 mm,135 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-AST-WHT,GBDiva100AnSpTslWht,BB-GB-100-0125,Diva,100,113 ±2 mm,135 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-RDC-BKLT,GBDiva100RdcrBlkLthr,BB-GB-100-0127,Diva,100,113 ±2 mm,126 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-RDC-BRLT,GBDiva100RdcrBrwnLthr,BB-GB-100-0128,Diva,100,113 ±2 mm,126 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-RDC-IVLT,GBDiva100RdcrIvyLthr,BB-GB-100-0129,Diva,100,113 ±2 mm,126 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-RDC-LBLT,GBDiva100RdcrLBrwnLthr,BB-GB-100-0130,Diva,100,113 ±2 mm,126 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-RDC-MSLV,GBDiva100RdcrMtSl,BB-GB-100-0131,Diva,100,113 ±2 mm,117 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-RDC-MSLV-T,GBDiva100RdcrMtSlTall,BB-GB-100-0132,Diva,100,113 ±2 mm,123 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-RDC-PKLT,GBDiva100RdcrPnkLthr,BB-GB-100-0133,Diva,100,113 ±2 mm,126 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-RDC-SBLK,GBDiva100RdcrShnBlk,BB-GB-100-0134,Diva,100,113 ±2 mm,117 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-RDC-SBLK-T,GBDiva100RdcrShnBlkTall,BB-GB-100-0135,Diva,100,113 ±2 mm,123 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-RDC-SGLD,GBDiva100RdcrShnGl,BB-GB-100-0136,Diva,100,113 ±2 mm,117 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-RDC-SSLV,GBDiva100RdcrShnSl,BB-GB-100-0137,Diva,100,113 ±2 mm,117 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-RDC-WHT,GBDiva100RdcrWht,BB-GB-100-0138,Diva,100,113 ±2 mm,123 ±2 mm,64 ±1 mm,64,64,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-SPR-CPR,GBDiva100SpryCu,BB-GB-100-0139,Diva,100,113 ±2 mm,138 ±2 mm,64 ±1 mm,64,64,85,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-SPR-MGLD,GBDiva100SpryMtGl,BB-GB-100-0140,Diva,100,113 ±2 mm,138 ±2 mm,64 ±1 mm,64,64,85,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-SPR-MSLV,GBDiva100SpryMtSl,BB-GB-100-0141,Diva,100,113 ±2 mm,138 ±2 mm,64 ±1 mm,64,64,85,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-SPR-SBLK,GBDiva100SpryShnBlk,BB-GB-100-0142,Diva,100,113 ±2 mm,138 ±2 mm,64 ±1 mm,64,64,85,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-SPR-SGLD,GBDiva100SpryShnGl,BB-GB-100-0143,Diva,100,113 ±2 mm,138 ±2 mm,64 ±1 mm,64,64,85,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-100ML-SPR-SSLV,GBDiva100SpryShnSl,BB-GB-100-0144,Diva,100,113 ±2 mm,138 ±2 mm,64 ±1 mm,64,64,85,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-ASP-BLK,GBDiva30AnSpBlk,BB-GB-030-0064,Diva,30,81 ±1 mm,109 ±2 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-ASP-GLD,GBDiva30AnSpGl,BB-GB-030-0065,Diva,30,81 ±1 mm,109 ±2 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-ASP-IVGD,GBDiva30AnSpIvyGl,BB-GB-000-0006,Diva,30,81,100,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-ASP-IVSL,GBDiva30AnSpIvySl,BB-GB-030-0066,Diva,30,81 ±1 mm,109 ±2 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-ASP-LVN,GBDiva30AnSpLvn,BB-GB-000-0007,Diva,30,81,100,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-ASP-MSLV,GBDiva30AnSpMtSl,BB-GB-030-0067,Diva,30,81 ±1 mm,109 ±2 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-ASP-PNK,GBDiva30AnSpPnk,BB-GB-000-0008,Diva,30,81,100,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-ASP-RED,GBDiva30AnSpRed,BB-GB-030-0068,Diva,30,81 ±1 mm,109 ±2 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-ASP-WHT,GBDiva30AnSpWht,BB-GB-030-0069,Diva,30,81 ±1 mm,109 ±2 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-RDC-BKLT,GBDiva30RdcrBlkLthr,BB-GB-030-0070,Diva,30,81 ±1 mm,95 ±1 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-RDC-BRLT,GBDiva30RdcrBrwnLthr,BB-GB-030-0071,Diva,30,81 ±1 mm,95 ±1 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-RDC-IVLT,GBDiva30RdcrIvyLthr,BB-GB-030-0072,Diva,30,81 ±1 mm,95 ±1 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-RDC-LBLT,GBDiva30RdcrLBrwnLthr,BB-GB-030-0073,Diva,30,81 ±1 mm,95 ±1 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-RDC-MSLV,GBDiva30RdcrMtSl,BB-GB-030-0074,Diva,30,81 ±1 mm,85 ±1 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-RDC-MSLV-T,GBDiva30RdcrMtSlTall,BB-GB-030-0075,Diva,30,81 ±1 mm,92 ±1 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-RDC-PKLT,GBDiva30RdcrPnkLthr,BB-GB-030-0076,Diva,30,81 ±1 mm,95 ±1 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-RDC-SBLK,GBDiva30RdcrShnBlk,BB-GB-030-0077,Diva,30,81 ±1 mm,85 ±1 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-RDC-SBLK-T,GBDiva30RdcrShnBlkTall,BB-GB-030-0078,Diva,30,81 ±1 mm,92 ±1 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-RDC-SGLD,GBDiva30RdcrShnGl,BB-GB-030-0079,Diva,30,81 ±1 mm,85 ±1 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-RDC-SSLV,GBDiva30RdcrShnSl,BB-GB-030-0080,Diva,30,81 ±1 mm,85 ±1 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-RDC-WHT,GBDiva30RdcrWht,BB-GB-030-0081,Diva,30,81 ±1 mm,92 ±1 mm,43 ±0.5 mm,43,43,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-SPR-CPR,GBDiva30SpryCu,BB-GB-030-0082,Diva,30,81 ±1 mm,104 ±2 mm,43 ±0.5 mm,43,43,85,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-SPR-MGLD,GBDiva30SpryMtGl,BB-GB-030-0083,Diva,30,81 ±1 mm,104 ±2 mm,43 ±0.5 mm,43,43,85,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-SPR-MSLV,GBDiva30SpryMtSl,BB-GB-030-0084,Diva,30,81 ±1 mm,104 ±2 mm,43 ±0.5 mm,43,43,85,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-SPR-SBLK,GBDiva30SpryShnBlk,BB-GB-030-0085,Diva,30,81 ±1 mm,104 ±2 mm,43 ±0.5 mm,43,43,85,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-SPR-SGLD,GBDiva30SpryShnGl,BB-GB-030-0086,Diva,30,81 ±1 mm,104 ±2 mm,43 ±0.5 mm,43,43,85,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-30ML-SPR-SSLV,GBDiva30SpryShnSl,BB-GB-030-0087,Diva,30,81 ±1 mm,104 ±2 mm,43 ±0.5 mm,43,43,85,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-46ML-ASP-BLK,GBDiva46AnSpBlk,BB-GB-046-0001,Diva,46,89 ±1 mm,115 ±2 mm,49 ±0.5 mm,49,49,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-46ML-ASP-GLD,GBDiva46AnSpGl,BB-GB-046-0003,Diva,46,89 ±1 mm,115 ±2 mm,49 ±0.5 mm,49,49,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-46ML-ASP-IVGD,GBDiva46AnSpIvyGl,BB-GB-046-0004,Diva,46,89 ±1 mm,115 ±2 mm,49 ±0.5 mm,49,49,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-DVA-CLR-46ML-ASP-IVSL,GBDiva46AnSpIvySl,BB-GB-046-0005,Diva,46,89 ±1 mm,115 ±2 mm,49 ±0.5 mm,49,49,85,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
