graceSku,websiteSku,productId,family,capacityMl,heightWithoutCap,heightWithCap,diameter,widthMm,depthMm,bottleWeightG,verified,measurementSource,importSource
AB-ALU-CLR-100ML-SPR-BLK,Alu100mlSprayBlack,BB-AL-100-0001,Aluminum Bottle,100,127.8,150 ±2 mm,50 ±0.5 mm,,,70,false,,case_weight_corrections_20260423
AB-ALU-CLR-120ML-LPM-BLK,Alu120mlLotionPumpBlack,BB-AL-120-0001,Aluminum Bottle,120,114 ±2 mm,147 ±2 mm,45 ±0.5 mm,45,45,70,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
AB-ALU-CLR-120ML-LPM-WHT,Alu120mlLotionPumpWhite,BB-AL-120-0002,Aluminum Bottle,120,114 ±2 mm,147 ±2 mm,45 ±0.5 mm,45,45,70,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
AB-ALU-CLR-250ML-SPR-BLK,Alu250mlSprayBlack,BB-AL-250-0001,Aluminum Bottle,250,127.8,180 ±2 mm,60 ±0.5 mm,60,60,70,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,catalog-sync-2026-07-20-master-truth
AB-ALU-CLR-500ML,Alu500,BB-AL-500-0001,Aluminum Bottle,500,178 ±2 mm,186 ±2 mm,74 ±1 mm,74,74,70,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
AB-ALU-CLR-65ML-LPM-BLK,Alu65mlLotionPumpBlack,BB-AL-065-0001,Aluminum Bottle,65,94 ±1 mm,130 ±2 mm,36 ±0.5 mm,36,36,70,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
AB-CYL-WHT-65ML-LPM-WHT,Alu65mlLotionPumpWhite,BB-AL-065-0002,Aluminum Bottle,65,94 ±1 mm,127 ±2 mm,36 ±0.5 mm,36,36,28.93,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-FNL-02,Plastic,BB-AC-000-0028,Tool,0,93.8,74.8,23.7,,,71.5,false,,grace_products_final_json
ACC-FNL-GLD,FunnelMetalGl,BB-AC-000-0026,Tool,0,50.8,35 ±1 mm,25 ±0.5 mm,25,,75.08,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-FNL-SLV,FunnelMetalSl,BB-AC-000-0027,Tool,0,50.8,35 ±1 mm,25 ±0.5 mm,25,,75.08,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-ORG-BLK-4X6,OBagBlack4x6,BB-PK-000-0015,Gift Bag,0,93.8,144 ±2 mm,122 ±2 mm,122,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-ORG-BLK-5X8,OBagBlack5x8,BB-PK-000-0016,Gift Bag,0,93.8,197 ±2 mm,145 ±2 mm,145,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-ORG-CHGN-4X6,OBagChGreen4x6,BB-PK-000-0017,Gift Bag,0,93.8,197 ±2 mm,145 ±2 mm,145,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-ORG-CHGN-5X8,OBagChGreen5x8,BB-PK-000-0018,Gift Bag,0,93.8,197 ±2 mm,145 ±2 mm,145,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-ORG-GLD-4X6,OBagGold4x6,BB-PK-000-0019,Gift Bag,0,93.8,144 ±2 mm,122 ±2 mm,122,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-ORG-GLD-5X8,OBagGold5x8,BB-PK-000-0020,Gift Bag,0,93.8,197 ±2 mm,145 ±2 mm,145,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-ORG-IVY-4X6,OBagIvory4x6,BB-PK-000-0021,Gift Bag,0,93.8,144 ±2 mm,122 ±2 mm,122,,6,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
ACC-ORG-LTPR-5X8,OBagLightPurple5x8,BB-PK-000-0023,Gift Bag,0,,197 ±2 mm,145 ±2 mm,145,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-ORG-LVN-5X8,OBagLavender5x8,BB-PK-000-0022,Gift Bag,0,,197 ±2 mm,145 ±2 mm,145,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-ORG-PNK-4X6,OBagPink4x6,BB-PK-000-0024,Gift Bag,0,93.8,144 ±2 mm,122 ±2 mm,122,,6,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
ACC-ORG-PRP-4X6,OBagPurple4x6,BB-PK-000-0025,Gift Bag,0,93.8,144 ±2 mm,122 ±2 mm,122,,6,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
ACC-ORG-RED-4X6,OBagRed4x6,BB-PK-000-0026,Gift Bag,0,93.8,144 ±2 mm,122 ±2 mm,122,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-ORG-RED-5X8,OBagRed5x8,BB-PK-000-0027,Gift Bag,0,93.8,197 ±2 mm,145 ±2 mm,145,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
ACC-ORG-SLV-4X6-02,OBagSilver4x6,BB-PK-000-0028,Gift Bag,0,93.8,144 ±2 mm,122 ±2 mm,122,,6,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
ACC-RCB-12X15,RecloseableBags12x15,BB-PK-000-0029,Packaging Supply,0,93.8,74.8,23.7,,,71.5,false,,case_weight_corrections_20260423
ACC-RCB-2X10,RecloseableBags2x10,BB-PK-000-0030,Packaging Supply,0,93.8,74.8,23.7,,,71.5,false,,grace_products_final_json
ACC-RCB-2X12,RecloseableBags2x12,BB-PK-000-0031,Packaging Supply,0,93.8,74.8,23.7,,,71.5,false,,grace_products_final_json
ACC-RCB-3X12,RecloseableBags3x12,BB-PK-000-0032,Packaging Supply,0,93.8,304.8,76.2,,,252,false,,case_weight_corrections_20260423
ACC-RCB-3X3-02,RecloseableBags3x3,BB-PK-000-0033,Packaging Supply,0,93.8,76.2,76.2,,,82,false,,case_weight_corrections_20260423
ACC-RCB-3X4,RecloseableBags3x4,BB-PK-000-0034,Packaging Supply,0,93.8,74.8,23.7,,,82,false,,case_weight_corrections_20260423
ACC-RCB-4X12,RecloseableBags4x12,BB-PK-000-0038,Packaging Supply,0,93.8,74.8,23.7,,,300,false,,case_weight_corrections_20260423
ACC-RCB-4X5,RecloseableBags4X5,BB-PK-000-0035,Packaging Supply,0,93.8,74.8,23.7,,,71.5,false,,grace_products_final_json
ACC-RCB-4X6-01,RecloseableBags4X6,BB-PK-000-0036,Packaging Supply,0,93.8,74.8,23.7,,,71.5,false,,grace_products_final_json
ACC-RCB-4X8,RecloseableBags4X8,BB-PK-000-0037,Packaging Supply,0,93.8,74.8,23.7,,,239,false,,case_weight_corrections_20260423
ACC-RCB-6X10,RecloseableBags6x10,BB-PK-000-0039,Packaging Supply,0,93.8,74.8,23.7,,,71.5,false,,case_weight_corrections_20260423
ACC-RCB-9X12,RecloseableBags9x12,BB-PK-000-0040,Packaging Supply,0,93.8,74.8,23.7,,,71.5,false,,grace_products_final_json
ACC-VLV-BLK-4X3,VBagBlack4x3,BB-PK-000-0041,Gift Bag,0,93.8,74.8,23.7,,,4,false,,case_weight_corrections_20260423
ACC-VLV-BLK-4X5,VBagBlack4x5,BB-PK-000-0042,Gift Bag,0,93.8,74.8,23.7,,,71.5,false,,grace_products_final_json
ACC-VLV-BLU-4X3,VBagBlue4x3,BB-PK-000-0043,Gift Bag,0,93.8,74.8,23.7,,,4,false,,case_weight_corrections_20260423
ACC-VLV-GRN-4X3,VBagGreen4x3,BB-PK-000-0044,Gift Bag,0,93.8,74.8,23.7,,,4,false,,case_weight_corrections_20260423
ACC-VLV-GRN-4X5,VBagGreen4x5,BB-PK-000-0045,Gift Bag,0,93.8,74.8,23.7,,,71.5,false,,grace_products_final_json
ACC-VLV-RED-4X3,VBagRed4x3,BB-PK-000-0046,Gift Bag,0,93.8,74.8,23.7,,,4,false,,case_weight_corrections_20260423
ACC-VLV-RED-4X5,VBagRed4x5,BB-PK-000-0047,Gift Bag,0,93.8,74.8,23.7,,,6,false,,grace_products_final_json
BB-ALU250SPRYBL,Alu250SpryBl,NEW-ALU250SPRYBL,Aluminum Bottle,250,155 ±2 mm,,50 ±0.5 mm,50,50,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
BB-CREAMJARAMB5MLSLCAP,CreamJarAmb5mlSlcap,NEW-CREAMJARAMB5MLSLCAP,Cream Jar,5,24 ±0.5 mm,,31 ±0.5 mm,31,31,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-20ML-WHT,CJWhite20,BB-CJ-020-0001,Cream Jar,20,33.9,29 ±0.5 mm,55 ±1 mm,55,55,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-60ML-WHT,CJWhitePlsSlFr2oz,BB-CJ-000-0001,Cream Jar,63,51,57,59 ±1 mm,59,59,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-AMB-30ML-BLK,CJAmb30BlkCap,BB-CJ-030-0001,Cream Jar,30,35 ±0.5 mm,40 ±0.5 mm,52 ±1 mm,52,52,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
CJ-JAR-AMB-30ML-SLV,CJAmb30SlCap,BB-CJ-030-0002,Cream Jar,30,35 ±0.5 mm,40 ±0.5 mm,52 ±1 mm,52,52,,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
CJ-JAR-AMB-40ML-01,CreamJarAmb40Blkcap,BB-CJ-040-0001,Cream Jar,40,42 ±0.5 mm,47 ±0.5 mm,56 ±1 mm,56,56,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-AMB-40ML-02,CJAmb40SlCap,BB-CJ-040-0002,Cream Jar,40,42 ±0.5 mm,47 ±0.5 mm,56 ±1 mm,56,56,,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-AMB-5ML-BLK,CJAmb5mlBlkCap,BB-CJ-005-0001,Cream Jar,5,24 ±0.5 mm,28 ±0.5 mm,31 ±0.5 mm,31,31,,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-AMB-5ML-SLV,CJAmb5mlSlCap,BB-CJ-005-0002,Cream Jar,5,24 ±0.5 mm,28 ±0.5 mm,31 ±0.5 mm,31,31,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,catalog-sync-2026-07-20-master-truth
CJ-JAR-CBL-9ML,CJBlu3,BB-CJ-009-0001,Cream Jar,3,18 ±0.5 mm,50 ±1 mm,35 ±0.5 mm,35,35,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-CLR-15ML-PNK,CJClr15Pnk,BB-CJ-015-0001,Cream Jar,15,26 ±0.5 mm,29 ±0.5 mm,55 ±1 mm,55,55,,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-CLR-15ML-WHT,CJClr15Wht,BB-CJ-015-0002,Cream Jar,15,31 ±0.5 mm,31 ±0.5 mm,48 ±0.5 mm,48,48,,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-CLR-3ML,CJClr3,BB-CJ-003-0001,Cream Jar,3,22 ±0.5 mm,24 ±0.5 mm,33 ±0.5 mm,33,33,,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-CLR-5ML-CLR,CJClr5mlClrCap,BB-CJ-005-0003,Cream Jar,5,16 ±0.5 mm,18 ±0.5 mm,31 ±0.5 mm,31,31,,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-FRS-30ML-BLK,CJFrst30BlkCap,BB-CJ-030-0003,Cream Jar,30,35 ±0.5 mm,40 ±0.5 mm,52 ±1 mm,52,52,,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
CJ-JAR-FRS-30ML-SLV,CJFrst30SlCap,BB-CJ-030-0004,Cream Jar,30,35 ±0.5 mm,40 ±0.5 mm,52 ±1 mm,52,52,,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-FRS-40ML-01,CJFrst40BlkCap,BB-CJ-040-0003,Cream Jar,40,42 ±0.5 mm,47 ±0.5 mm,56 ±1 mm,56,56,,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-FRS-40ML-02,CJFrst40SlCap,BB-CJ-040-0004,Cream Jar,40,42 ±0.5 mm,47 ±0.5 mm,56 ±1 mm,56,56,,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CJ-JAR-FRS-60ML,CreamJarFrstdPlsBlkPls2oz,BB-CJ-060-0001,Cream Jar,60,51 ±1 mm,57 ±1 mm,59 ±1 mm,59,59,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-APP-BLK-18-400,18-400CpAppBlk,BB-CL-000-0198,Cap/Closure,0,,45 ±0.5 mm,21 ±0.5 mm,21,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-BDOT-17-415,,,Cap/Component,0,,27 ±0.5 mm Item Diameter: 19 ±,,,,,false,,
CMP-CAP-BLK-18-400,18-400CpShortBlk,BB-CL-000-0199,Cap/Closure,0,,11 ±0.5 mm,21 ±0.5 mm,21,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-BLK-18415-LTR,CP18-415BlkLthr,BB-CL-000-0204,Cap/Closure,0,,30 ±0.5 mm,25 ±0.5 mm,25,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-BLK-20-400-1OZ,20-400cp1ozShortBlk,BB-CL-000-0201,Cap/Closure,0,,12 ±0.5 mm,23 ±0.5 mm,23,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-BLK-20-400-2OZ,20-400Cp2ozShortBlk,BB-CL-000-0200,Cap/Closure,0,,12 ±0.5 mm,23 ±0.5 mm,23,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-BLK-8-425,8-425CpShortBlack,BB-CL-000-0202,Cap/Closure,0,93.8,9 ± 0.1 mm,12 ±0.5 mm,12,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-BLK-8425-T,CP8-425TallBlack,BB-CL-000-0215,Cap/Closure,0,,16 ±0.5 mm,11 ±0.5 mm,11,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-BLK-S-13-415,CP13-415BlkSht,BB-RC-000-0062,Roll-On Cap,0,,10 ± 0.1 mm,17 ±0.5 mm,17,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-BRN-18415-LTR,CP18-415BrwnLthr,BB-CL-000-0205,Cap/Closure,0,,30 ±0.5 mm,25 ±0.5 mm,25,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-IVY-18415-LTR,CP18-415LIvyLthr,BB-CL-000-0207,Cap/Closure,0,,30 ±0.5 mm,25 ±0.5 mm,25,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-LBRN-18415-LTR,CP18-415LBrwnLthr,BB-CL-000-0206,Cap/Closure,0,,30 ±0.5 mm,25 ±0.5 mm,25,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-MSLV-18415-S,CP18-415MtSl,BB-CL-000-0209,Cap/Closure,0,,19 ±0.5 mm,21 ±0.5 mm,21,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-MSLV-18415-T,CP18-415MtSlTall,BB-CL-000-0210,Cap/Closure,0,,26 ±0.5 mm,21 ±0.5 mm,21,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-PHN-24400-BLK,CP24-400BlkPls,,Cap/Closure,,93.8,74.8,23.7,,,71.5,false,,master_v8.3_enrichment_20260423
CMP-CAP-PNK-18-415,CP18-415AnSpPnk,BB-RC-000-0076,Sprayer,0,,19 ±0.5 mm,21 ±0.5 mm,,,,false,,grace_products_final_json
CMP-CAP-PNK-18415-LTR,CP18-415LPnkLthr,BB-CL-000-0208,Cap/Closure,0,,30 ±0.5 mm,25 ±0.5 mm,25,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-SBLK-13-415,,,Cap/Component,0,,17 ±0.5 mm Item Diameter: 17 ±,,,,,false,,
CMP-CAP-SBLK-18415-T,CP18-415ShnBlkTall,BB-CL-000-0211,Cap/Closure,0,,26 ±0.5 mm,21 ±0.5 mm,21,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-SGLD-13-415-01,CP13-415Gl,BB-RC-000-0063,Roll-On Cap,0,,24 ±0.5 mm,17 ±0.5 mm,17,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-SGLD-15-415,CP15-415ShnGl,BB-RC-000-0074,Roll-On Cap,0,,32 ±0.5 mm,19 ±0.5 mm,19,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-SGLD-18415-S,CP18-415ShnGl,BB-CL-000-0212,Cap/Closure,0,,19 ±0.5 mm,21 ±0.5 mm,21,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-SGLD-8425-T,CP8-425TallShnGl,BB-CL-000-0216,Cap/Closure,0,,16 ±0.5 mm,11 ±0.5 mm,11,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-SLV-13-415-01,CP13-415Sl,BB-RC-000-0064,Roll-On Cap,0,,24 ±0.5 mm,17 ±0.5 mm,17,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-SSLV-15-415,CP15-415ShnSl,BB-RC-000-0075,Roll-On Cap,0,,32 ±0.5 mm,19 ±0.5 mm,19,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-SSLV-18415-S,CP18-415ShnSl,BB-CL-000-0213,Cap/Closure,0,,19 ±0.5 mm,21 ±0.5 mm,21,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-SSLV-8425-T,CP8-425TallShnSl,BB-CL-000-0217,Cap/Closure,0,,16 ±0.5 mm,11 ±0.5 mm,11,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-WHT-18415-T,CP18-415Wh,BB-CL-000-0214,Cap/Closure,0,,19 ±0.5 mm,21 ±0.5 mm,21,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-WHT-8-425,8-425CpShortWhite,BB-CL-000-0203,Cap/Closure,0,93.8,9 ± 0.1 mm,12 ±0.5 mm,12,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CAP-WHT-S-13-415,CP13-415WhtSht,BB-RC-000-0073,Roll-On Cap,0,,32 ±0.5 mm,17 ±0.5 mm,17,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-CLS-BLK-03,CapBlackPoly22mm-400,,Cap/Closure,,,20,22,,,,false,,master_v8.3_enrichment_20260423
CMP-CLS-BLK-06,CJ30BlkCap,,Cap/Closure,,,20,22,,,,false,,master_v8.3_enrichment_20260423
CMP-CLS-BLK-07,CJ40BlkCap,,Cap/Closure,,,20,22,,,,false,,master_v8.3_enrichment_20260423
CMP-CLS-BLK-08,CJ5BlkCap,,Cap/Closure,,,20,22,,,,false,,master_v8.3_enrichment_20260423
CMP-CLS-BLK-13-425,CP13-425Blk,,Cap/Closure,,,20,22,,,,false,,master_v8.3_enrichment_20260423
CMP-CLS-GDRD,CPTslRed,,Cap/Closure,,,20,22,,,,false,,master_v8.3_enrichment_20260423
CMP-CLS-GLD-02,CPKeyChnGld,,Cap/Closure,,,20,22,,,,false,,master_v8.3_enrichment_20260423
CMP-CLS-MTCP-S-13-415,CP13-415CuSht,,Roll-On Cap,0,,32 ±0.5 mm,17 ±0.5 mm,,,,false,,legacy-sweep-2026-09-02
CMP-CLS-MTGD-S-13-415,CP13-415GlMattSht,,Roll-On Cap,0,,32 ±0.5 mm,17 ±0.5 mm,,,,false,,legacy-sweep-2026-09-02
CMP-CLS-MTSL-S-13-415,CP13-415SlMattSht,,Roll-On Cap,0,,32 ±0.5 mm,17 ±0.5 mm,,,,false,,legacy-sweep-2026-09-02
CMP-CLS-SHGD-S-13-415,CP13-415GlSht,,Roll-On Cap,0,,32 ±0.5 mm,17 ±0.5 mm,,,,false,,legacy-sweep-2026-09-02
CMP-CLS-SHSL-S-13-415-02,CP13-415SlSht,,Roll-On Cap,0,,32 ±0.5 mm,17 ±0.5 mm,,,,false,,legacy-sweep-2026-09-02
CMP-CLS-SLV-02,CJ30SlCap,,Cap/Closure,,,20,22,,,,false,,master_v8.3_enrichment_20260423
CMP-CLS-SLV-03,CJ40SlCap,,Cap/Closure,,,20,22,,,,false,,master_v8.3_enrichment_20260423
CMP-CLS-SLV-04,CJ5SlCap,,Cap/Closure,,,20,22,,,,false,,master_v8.3_enrichment_20260423
CMP-CLS-WHT-13-425,CP13-425Wht,,Cap/Closure,,,20,22,,,,false,,master_v8.3_enrichment_20260423
CMP-DRP-AMB,Droppers1ozElg,,Dropper,,,20,22,,,,false,,master_v8.3_enrichment_20260423
CMP-DRP-BKGD-18400-66,Drp18-40015mlShnGlTrimBlkBulb,BB-DR-000-0065,Dropper,0,93.8,33 ±0.5 mm,21 ±0.5 mm,21,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-BKGD-20400-76,Drp20-4001ozShnGlTrimBlkBulb,BB-DR-000-0074,Dropper,0,93.8,33 ±0.5 mm,23 ±0.5 mm,23,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-BKGD-20400-90,Drp20-4002ozShnGlTrimBlkBulb,BB-DR-000-0080,Dropper,0,93.8,32 ±0.5 mm,23 ±0.5 mm,23,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-BKSL-18400-66,Drp18-40015mlShnSlTrimBlkBulb,BB-DR-000-0067,Dropper,0,93.8,33 ±0.5 mm,21 ±0.5 mm,21,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-BKSL-20400-76,Drp20-4001ozShnSlTrimBlkBulb,BB-DR-000-0075,Dropper,0,93.8,33 ±0.5 mm,23 ±0.5 mm,23,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-BKSL-20400-90,Drp20-4002ozShnSlTrimBlkBulb,BB-DR-000-0081,Dropper,0,,32 ±0.5 mm,23 ±0.5 mm,23,,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-BLK-18400-90MM,Drp18-40015mlBlckBulb,BB-DR-000-0016,Dropper,0,93.8,33 ±0.5 mm,21 ±0.5 mm,21,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-BLK-20400-76MM-01,Drp20-4001ozBlckBulb,BB-DR-000-0018,Dropper,0,93.8,32 ±0.5 mm,22 ±0.5 mm,22,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-BLK-20400-90,Drp20-4002ozBlckBulb,BB-DR-000-0079,Dropper,0,93.8,32 ±0.5 mm,22 ±0.5 mm,22,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-CPR-18415,Drp18-415Cu,BB-DR-000-0070,Dropper,0,93.8,39 ±0.5 mm,23 ±0.5 mm,23,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-SGLD-18415,Drp18-415Gl,BB-DR-000-0071,Dropper,0,93.8,39 ±0.5 mm,23 ±0.5 mm,23,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-SSLV-18415,Drp18-415Sl,BB-DR-000-0072,Dropper,0,93.8,39 ±0.5 mm,23 ±0.5 mm,23,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-WHT-18400-66,Drp18-40015mlWhiteBulb,BB-DR-000-0069,Dropper,0,93.8,33 ±0.5 mm,21 ±0.5 mm,21,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-WHT-20400-76,Drp20-4001ozWhiteBulb,BB-DR-000-0076,Dropper,0,93.8,32 ±0.5 mm,22 ±0.5 mm,22,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-WHT-20400-90,Drp20-4002ozWhiteBulb,BB-DR-000-0082,Dropper,0,93.8,32 ±0.5 mm,22 ±0.5 mm,22,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-WTGD-18400-66,Drp18-40015mlShnGlTrimWhiteBulb,BB-DR-000-0066,Dropper,0,93.8,33 ±0.5 mm,21 ±0.5 mm,21,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-WTGD-20400-76,Drp20-4001ozlShnGlTrimWhiteBulb,BB-DR-000-0077,Dropper,0,93.8,33 ±0.5 mm,23 ±0.5 mm,23,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-WTGD-20400-90,Drp20-4002ozlShnGlTrimWhiteBulb,BB-DR-000-0083,Dropper,0,93.8,32 ±0.5 mm,23 ±0.5 mm,23,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
CMP-DRP-WTSL-18400-66,Drp18-40015mlShnSlTrimWhiteBulb,BB-DR-000-0068,Dropper,0,93.8,33 ±0.5 mm,21 ±0.5 mm,21,,71.5,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
