graceSku,websiteSku,productId,productGroupId,productGroupSlug,family,category,bottleCollection,shape,color,capacityMl,capacityOz,material,glassFinish,axisSemantics,heightWithoutCap_raw,heightWithCap_raw,diameter_raw,capHeight_raw,neckThreadSize,convexWidthMm_live,convexDepthMm_live,widthDepthIndependent,canon_bodyHeightMm,canon_bodyHeight_source,canon_bodyHeight_confidence,canon_widthAxisMm,canon_widthAxis_source,canon_widthAxis_confidence,canon_secondAxisMm,canon_secondAxis_status,canon_heightWithCapMm,conflict_flags,applicator,capStyle,capColor,trimColor,ballMaterial,assemblyType,bottleWeightG,dataGrade,verified,importSource,stockStatus,websiteTruthStatus,readinessStatus,readinessIssues,measurementSource,site_status,site_heightMm,site_heightWithCapMm,site_diameterMm,site_widthMm,site_depthMm,site_dimsRaw,site_url,site_measuredRenderUrl,site_depthviewRenderUrl,site_agreement,imageUrl,productUrl,itemName
GB-SLK-CLR-50ML-ASP-GLD,GBSlk50AnSpGl,BB-GB-050-0158,kh794v5j65ywkbq8bdmj67enfn83k1g4,sleek-50ml-clear-18-415-antiquespray,Sleek,Glass Bottle,Sleek,,Clear,50,1.69,Glass,Clear,square,139 ±2 mm,167 ±2 mm,72 ±1 mm,,18-415,72.0,72.0,no(copy-of-diameter),139.0,catalog+site-confirmed,high,28.0,live-site-pdp,high,28.0,equal-to-width(square-section),167.0,convex_widthaxis_corrected_by_site(was=72.0),Vintage Bulb Sprayer,Screw Cap,Gold,Shiny Gold,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,139.0,167.0,,28.0,,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 167 ±2 mm | Item Height without Cap: 139 ±2 mm | Item Width: 28 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,,https://www.bestbottles.com/images/store/depthview/GBSlk50AnSpGl.gif,H:agree;W:DISAGREE(site=28.0),https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpGl.gif,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,"Sleek design 50 ml, 1.7oz  clear glass bottle  with gold vintage style sprayer with shiny gold collar cap. For use with cologne, Eau de Parf"
GB-SLK-CLR-50ML-ASP-IVGD,GBSlk50AnSpIvyGl,BB-GB-050-0159,kh794v5j65ywkbq8bdmj67enfn83k1g4,sleek-50ml-clear-18-415-antiquespray,Sleek,Glass Bottle,Sleek,,Clear,50,1.69,Glass,Clear,square,139 ±2 mm,167 ±2 mm,72 ±1 mm,,18-415,72.0,72.0,no(copy-of-diameter),139.0,catalog+site-confirmed,high,28.0,live-site-pdp,high,28.0,equal-to-width(square-section),167.0,convex_widthaxis_corrected_by_site(was=72.0),Vintage Bulb Sprayer,Screw Cap,Ivory,Shiny Gold,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,139.0,167.0,,28.0,,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 167 ±2 mm | Item Height without Cap: 139 ±2 mm | Item Width: 28 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,,https://www.bestbottles.com/images/store/depthview/GBSlk50AnSpIvyGl.gif,H:agree;W:DISAGREE(site=28.0),https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpIvyGl.gif,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,"Sleek design 50 ml, 1.7oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau d"
GB-SLK-CLR-50ML-ASP-IVSL,GBSlk50AnSpIvySl,BB-GB-050-0160,kh794v5j65ywkbq8bdmj67enfn83k1g4,sleek-50ml-clear-18-415-antiquespray,Sleek,Glass Bottle,Sleek,,Clear,50,1.69,Glass,Clear,square,139 ±2 mm,167 ±2 mm,72 ±1 mm,,18-415,72.0,72.0,no(copy-of-diameter),139.0,catalog+site-confirmed,high,28.0,live-site-pdp,high,28.0,equal-to-width(square-section),167.0,convex_widthaxis_corrected_by_site(was=72.0),Vintage Bulb Sprayer,Spray,Ivory,Shiny Silver,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,139.0,167.0,,28.0,,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 167 ±2 mm | Item Height without Cap: 139 ±2 mm | Item Width: 28 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,https://www.bestbottles.com/images/store/depthview/GBSlk50AnSpIvySl.gif,H:agree;W:DISAGREE(site=28.0),https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpIvySl.gif,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,"Sleek design 50 ml, 1.7oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau"
GB-SLK-CLR-50ML-ASP-LVN,GBSlk50AnSpLvn,BB-GB-050-0161,kh794v5j65ywkbq8bdmj67enfn83k1g4,sleek-50ml-clear-18-415-antiquespray,Sleek,Glass Bottle,Sleek,,Clear,50,1.69,Glass,Clear,square,139 ±2 mm,167 ±2 mm,72 ±1 mm,,18-415,72.0,72.0,no(copy-of-diameter),139.0,catalog+site-confirmed,high,28.0,live-site-pdp,high,28.0,equal-to-width(square-section),167.0,convex_widthaxis_corrected_by_site(was=72.0),Vintage Bulb Sprayer,Spray,Lavender,Shiny Silver,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,139.0,167.0,,28.0,,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 167 ±2 mm | Item Height without Cap: 139 ±2 mm | Item Width: 28 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,https://www.bestbottles.com/images/store/depthview/GBSlk50AnSpLvn.gif,H:agree;W:DISAGREE(site=28.0),https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpLvn.gif,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,"Sleek design 50 ml, 1.7oz  clear glass bottle  with lavender vintage style bulb sprayer with shiny silver collar cap. For use with cologne, "
GB-SLK-CLR-50ML-ASP-MSLV,GBSlk50AnSpMtSl,BB-GB-050-0162,kh794v5j65ywkbq8bdmj67enfn83k1g4,sleek-50ml-clear-18-415-antiquespray,Sleek,Glass Bottle,Sleek,,Clear,50,1.69,Glass,Clear,square,139 ±2 mm,167 ±2 mm,72 ±1 mm,,18-415,72.0,72.0,no(copy-of-diameter),139.0,catalog+site-confirmed,high,28.0,live-site-pdp,high,28.0,equal-to-width(square-section),167.0,convex_widthaxis_corrected_by_site(was=72.0),Vintage Bulb Sprayer,Spray,Matte Silver,Matte Silver,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,139.0,167.0,,28.0,,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 167 ±2 mm | Item Height without Cap: 139 ±2 mm | Item Width: 28 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,,https://www.bestbottles.com/images/store/depthview/GBSlk50AnSpMtSl.gif,H:agree;W:DISAGREE(site=28.0),https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpMtSl.gif,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,"Sleek design 50 ml, 1.7oz  clear glass bottle  with matte silver vintage style sprayer with matte silver collar cap. For use with cologne, E"
GB-SLK-CLR-50ML-ASP-PNK,GBSlk50AnSpPnk,BB-GB-050-0163,kh794v5j65ywkbq8bdmj67enfn83k1g4,sleek-50ml-clear-18-415-antiquespray,Sleek,Glass Bottle,Sleek,,Clear,50,1.69,Glass,Clear,square,139 ±2 mm,167 ±2 mm,72 ±1 mm,,18-415,72.0,72.0,no(copy-of-diameter),139.0,catalog+site-confirmed,high,28.0,live-site-pdp,high,28.0,equal-to-width(square-section),167.0,convex_widthaxis_corrected_by_site(was=72.0),Vintage Bulb Sprayer,Spray,Pink,Shiny Gold,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,139.0,167.0,,28.0,,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 167 ±2 mm | Item Height without Cap: 139 ±2 mm | Item Width: 28 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap,,https://www.bestbottles.com/images/store/depthview/GBSlk50AnSpPnk.gif,H:agree;W:DISAGREE(site=28.0),https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpPnk.gif,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap,"Sleek design 50 ml, 1.7oz  clear glass bottle  with pink vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau de"
GB-SLK-CLR-50ML-ASP-RED,GBSlk50AnSpRed,BB-GB-050-0164,kh794v5j65ywkbq8bdmj67enfn83k1g4,sleek-50ml-clear-18-415-antiquespray,Sleek,Glass Bottle,Sleek,,Clear,50,1.69,Glass,Clear,square,139 ±2 mm,167 ±2 mm,72 ±1 mm,,18-415,72.0,72.0,no(copy-of-diameter),139.0,catalog+site-confirmed,high,28.0,live-site-pdp,high,28.0,equal-to-width(square-section),167.0,convex_widthaxis_corrected_by_site(was=72.0),Vintage Bulb Sprayer,Spray,Red,Shiny Silver,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,139.0,167.0,,28.0,,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 167 ±2 mm | Item Height without Cap: 139 ±2 mm | Item Width: 28 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,https://www.bestbottles.com/images/store/depthview/GBSlk50AnSpRed.gif,H:agree;W:DISAGREE(site=28.0),https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpRed.gif,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,"Sleek design 50 ml, 1.7oz  clear glass bottle  with red vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau d"
GB-SLK-CLR-50ML-ASP-WHT,GBSlk50AnSpWht,BB-GB-050-0174,kh794v5j65ywkbq8bdmj67enfn83k1g4,sleek-50ml-clear-18-415-antiquespray,Sleek,Glass Bottle,Sleek,,Clear,50,1.69,Glass,Clear,square,139 ±2 mm,167 ±2 mm,72 ±1 mm,,18-415,72.0,72.0,no(copy-of-diameter),139.0,catalog+site-confirmed,high,28.0,live-site-pdp,high,28.0,equal-to-width(square-section),167.0,convex_widthaxis_corrected_by_site(was=72.0),Vintage Bulb Sprayer,Spray,White,Shiny Silver,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,139.0,167.0,,28.0,,Item Capacity: 50 ml (1.69 oz) | Item Height with Cap: 167 ±2 mm | Item Height without Cap: 139 ±2 mm | Item Width: 28 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,https://www.bestbottles.com/images/store/depthview/GBSlk50AnSpWht.gif,H:agree;W:DISAGREE(site=28.0),https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpWht.gif,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,"Sleek design 50 ml, 1.7oz  clear glass bottle  with white vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau"
LB-SLK-CLR-100ML-LPM-COCP,LBSlk100LtnClOvrCap,BB-GB-100-0376,kh7a0pkhnss2pypkayk427cqxs83jnh8,sleek-100ml-clear-18-415-lotionpump,Sleek,Glass Bottle,Sleek,,Clear,100,3.38,Glass,Clear,square,149 ±2 mm,191 ±2 mm,35 ±0.5 mm,,18-415,35.0,35.0,no(copy-of-diameter),149.0,catalog+site-confirmed,high,35.0,catalog+site-confirmed,high,35.0,equal-to-width(square-section),191.0,,Lotion Pump,Pump,Clear Overcap,,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,149.0,191.0,,36.0,,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 191 ±2 mm | Item Height without Cap: 149 ±2 mm | Item Width: 36 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,https://www.bestbottles.com/images/store/measured/LBSlk100LtnClOvrCap.gif,https://www.bestbottles.com/images/store/depthview/LBSlk100LtnClOvrCap.gif,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/LBSlk100LtnClOvrCap.gif,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,"Sleek design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light"
LB-SLK-CLR-100ML-LPM-COCP-T,LBSlk100WhtRectClOverCap,BB-GB-100-0383,kh7a0pkhnss2pypkayk427cqxs83jnh8,sleek-100ml-clear-18-415-lotionpump,Sleek,Glass Bottle,Sleek,,Clear,100,3.38,Glass,Clear,square,149 ±2 mm,198 ±2 mm,35 ±0.5 mm,,18-415,,,,149.0,catalog+site-confirmed,high,35.0,catalog+site-confirmed,high,35.0,equal-to-width(square-section),198.0,,Lotion Pump,Tall,Clear Overcap,,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,149.0,198.0,,36.0,,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 198 ±2 mm | Item Height without Cap: 149 ±2 mm | Item Width: 36 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-white-rectangular-clear-over-the-cap,https://www.bestbottles.com/images/store/measured/LBSlk100WhtRectClOverCap.gif,https://www.bestbottles.com/images/store/depthview/LBSlk100WhtRectClOverCap.gif,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/LBSlk100WhtRectClOverCap.gif,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-white-rectangular-clear-over-the-cap,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with white rectangular with clear over the cap. For use with perfume or fragrance oil, ess"
LB-SLK-CLR-100ML-LPM-CPR,LBSlk100LtnCu,BB-GB-100-0377,kh7a0pkhnss2pypkayk427cqxs83jnh8,sleek-100ml-clear-18-415-lotionpump,Sleek,Glass Bottle,Sleek,,Clear,100,3.38,Glass,Clear,square,149 ±2 mm,189 ±2 mm,35 ±0.5 mm,,18-415,,,,149.0,catalog+site-confirmed,high,35.0,catalog+site-confirmed,high,35.0,equal-to-width(square-section),189.0,,Lotion Pump,Pump,Copper,,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,149.0,189.0,,36.0,,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 189 ±2 mm | Item Height without Cap: 149 ±2 mm | Item Width: 36 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-copper-lotion-pump-and-cap,https://www.bestbottles.com/images/store/measured/LBSlk100LtnCu.gif,https://www.bestbottles.com/images/store/depthview/LBSlk100LtnCu.gif,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/LBSlk100LtnCu.gif,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-copper-lotion-pump-and-cap,"Sleek design 100 ml, 3 1/2oz clear glass bottle with matte copper lotion pump. For use with serums, light creams, moisturizers, facial oils "
LB-SLK-CLR-100ML-LPM-MGLD,LBSlk100LtnMtGl,BB-GB-100-0378,kh7a0pkhnss2pypkayk427cqxs83jnh8,sleek-100ml-clear-18-415-lotionpump,Sleek,Glass Bottle,Sleek,,Clear,100,3.38,Glass,Clear,square,149 ±2 mm,189 ±2 mm,35 ±0.5 mm,,18-415,,,,149.0,catalog+site-confirmed,high,35.0,catalog+site-confirmed,high,35.0,equal-to-width(square-section),189.0,,Lotion Pump,Screw Cap,Matte Gold,,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,149.0,189.0,,36.0,,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 189 ±2 mm | Item Height without Cap: 149 ±2 mm | Item Width: 36 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-gold-lotion-pump-and-cap,https://www.bestbottles.com/images/store/measured/LBSlk100LtnMtGl.gif,https://www.bestbottles.com/images/store/depthview/LBSlk100LtnMtGl.gif,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/LBSlk100LtnMtGl.gif,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-gold-lotion-pump-and-cap,"Sleek design 100 ml, 3 1/2oz clear glass bottle with matte gold lotion pump. For use with serums, light creams, moisturizers, facial oils or"
LB-SLK-CLR-100ML-LPM-MSLV,LBSlk100LtnMtSl,BB-GB-100-0379,kh7a0pkhnss2pypkayk427cqxs83jnh8,sleek-100ml-clear-18-415-lotionpump,Sleek,Glass Bottle,Sleek,,Clear,100,3.38,Glass,Clear,square,149 ±2 mm,189 ±2 mm,35 ±0.5 mm,,18-415,,,,149.0,catalog+site-confirmed,high,35.0,catalog+site-confirmed,high,35.0,equal-to-width(square-section),189.0,,Lotion Pump,Pump,Matte Silver,,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,149.0,189.0,,36.0,,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 189 ±2 mm | Item Height without Cap: 149 ±2 mm | Item Width: 36 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap,https://www.bestbottles.com/images/store/measured/LBSlk100LtnMtSl.gif,https://www.bestbottles.com/images/store/depthview/LBSlk100LtnMtSl.gif,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/LBSlk100LtnMtSl.gif,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap,"Sleek design 100 ml, 3 1/2oz clear glass bottle with matte silver lotion pump. For use with serums, light creams, moisturizers, facial oils "
LB-SLK-CLR-100ML-LPM-SBLK,LBSlk100LtnShnBlk,BB-GB-100-0380,kh7a0pkhnss2pypkayk427cqxs83jnh8,sleek-100ml-clear-18-415-lotionpump,Sleek,Glass Bottle,Sleek,,Clear,100,3.38,Glass,Clear,square,149 ±2 mm,189 ±2 mm,35 ±0.5 mm,,18-415,,,,149.0,catalog+site-confirmed,high,35.0,catalog+site-confirmed,high,35.0,equal-to-width(square-section),189.0,,Lotion Pump,Pump,Shiny Black,,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,149.0,189.0,,36.0,,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 189 ±2 mm | Item Height without Cap: 149 ±2 mm | Item Width: 36 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-shiny-black-lotion-pump-and-cap,https://www.bestbottles.com/images/store/measured/LBSlk100LtnShnBlk.gif,https://www.bestbottles.com/images/store/depthview/LBSlk100LtnShnBlk.gif,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/LBSlk100LtnShnBlk.gif,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-shiny-black-lotion-pump-and-cap,"Sleek design 100 ml, 3 1/2oz clear glass bottle with shiny black lotion pump. For use with serums, light creams, moisturizers, facial oils o"
LB-SLK-CLR-100ML-LPM-SGLD,LBSlk100LtnShnGl,BB-GB-100-0381,kh7a0pkhnss2pypkayk427cqxs83jnh8,sleek-100ml-clear-18-415-lotionpump,Sleek,Glass Bottle,Sleek,,Clear,100,3.38,Glass,Clear,square,149 ±2 mm,189 ±2 mm,35 ±0.5 mm,,18-415,,,,149.0,catalog+site-confirmed,high,35.0,catalog+site-confirmed,high,35.0,equal-to-width(square-section),189.0,,Lotion Pump,Screw Cap,Shiny Gold,,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,149.0,189.0,,36.0,,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 189 ±2 mm | Item Height without Cap: 149 ±2 mm | Item Width: 36 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,https://www.bestbottles.com/images/store/measured/LBSlk100LtnShnGl.gif,https://www.bestbottles.com/images/store/depthview/LBSlk100LtnShnGl.gif,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/LBSlk100LtnShnGl.gif,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,"Sleek design 100 ml, 3 1/2oz clear glass bottle with shiny gold lotion pump. For use with serums, light creams, moisturizers, facial oils or"
LB-SLK-CLR-100ML-LPM-SSLV,LBSlk100LtnShnSl,BB-GB-100-0382,kh7a0pkhnss2pypkayk427cqxs83jnh8,sleek-100ml-clear-18-415-lotionpump,Sleek,Glass Bottle,Sleek,,Clear,100,3.38,Glass,Clear,square,149 ±2 mm,189 ±2 mm,35 ±0.5 mm,,18-415,,,,149.0,catalog+site-confirmed,high,35.0,catalog+site-confirmed,high,35.0,equal-to-width(square-section),189.0,,Lotion Pump,Pump,Shiny Silver,,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,149.0,189.0,,36.0,,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 189 ±2 mm | Item Height without Cap: 149 ±2 mm | Item Width: 36 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,https://www.bestbottles.com/images/store/measured/LBSlk100LtnShnSl.gif,https://www.bestbottles.com/images/store/depthview/LBSlk100LtnShnSl.gif,H:agree;W:agree,https://www.bestbottles.com/images/store/enlarged_pics/LBSlk100LtnShnSl.gif,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,"Sleek design 100 ml, 3 1/2oz clear glass bottle with shiny silver lotion pump. For use with serums, light creams, moisturizers, facial oils "
GB-SLK-CLR-100ML-SPR-CPR,GBSlk100SpryCu,BB-GB-100-0282,kh7eed0tsyq32bszpqsabr879d83jgt0,sleek-100ml-clear-18-415-perfumespray,Sleek,Glass Bottle,Sleek,,Clear,100,3.38,Glass,Clear,square,149 ±2 mm,190 ±2 mm,78 ±1 mm,,18-415,78.0,78.0,no(copy-of-diameter),149.0,catalog+site-confirmed,high,36.0,live-site-pdp,high,36.0,equal-to-width(square-section),190.0,convex_widthaxis_corrected_by_site(was=78.0),Perfume Spray Pump,Spray,Copper,,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,149.0,190.0,,36.0,,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 190 ±2 mm | Item Height without Cap: 149 ±2 mm | Item Width: 36 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-copper-spray-and-cap,https://www.bestbottles.com/images/store/measured/GBSlk100SpryCu.gif,https://www.bestbottles.com/images/store/depthview/GBSlk100SpryCu.gif,H:agree;W:DISAGREE(site=36.0),https://www.bestbottles.com/images/store/enlarged_pics/GBSlk100SpryCu.gif,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-copper-spray-and-cap,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and "
GB-SLK-CLR-100ML-SPR-MGLD,GBSlk100SpryMtGl,BB-GB-100-0283,kh7eed0tsyq32bszpqsabr879d83jgt0,sleek-100ml-clear-18-415-perfumespray,Sleek,Glass Bottle,Sleek,,Clear,100,3.38,Glass,Clear,square,149 ±2 mm,190 ±2 mm,78 ±1 mm,,18-415,78.0,78.0,no(copy-of-diameter),149.0,catalog+site-confirmed,high,36.0,live-site-pdp,high,36.0,equal-to-width(square-section),190.0,convex_widthaxis_corrected_by_site(was=78.0),Perfume Spray Pump,Spray,Matte Gold,,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,149.0,190.0,,36.0,,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 190 ±2 mm | Item Height without Cap: 149 ±2 mm | Item Width: 36 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-gold-spray-pump-and-cap,https://www.bestbottles.com/images/store/measured/GBSlk100SpryMtGl.gif,https://www.bestbottles.com/images/store/depthview/GBSlk100SpryMtGl.gif,H:agree;W:DISAGREE(site=36.0),https://www.bestbottles.com/images/store/enlarged_pics/GBSlk100SpryMtGl.gif,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-gold-spray-pump-and-cap,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with matte gold spray pump. For use with cologne, Eau de Parfum, air freshner, face and bo"
GB-SLK-CLR-100ML-SPR-MSLV,GBSlk100SpryMtSl,BB-GB-100-0284,kh7eed0tsyq32bszpqsabr879d83jgt0,sleek-100ml-clear-18-415-perfumespray,Sleek,Glass Bottle,Sleek,,Clear,100,3.38,Glass,Clear,square,149 ±2 mm,190 ±2 mm,78 ±1 mm,,18-415,78.0,78.0,no(copy-of-diameter),149.0,catalog+site-confirmed,high,36.0,live-site-pdp,high,36.0,equal-to-width(square-section),190.0,convex_widthaxis_corrected_by_site(was=78.0),Perfume Spray Pump,Spray,Matte Silver,,,2-part,88.46,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,149.0,190.0,,36.0,,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 190 ±2 mm | Item Height without Cap: 149 ±2 mm | Item Width: 36 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-silver-spray-pump-and-cap,https://www.bestbottles.com/images/store/measured/GBSlk100SpryMtSl.gif,https://www.bestbottles.com/images/store/depthview/GBSlk100SpryMtSl.gif,H:agree;W:DISAGREE(site=36.0),https://www.bestbottles.com/images/store/enlarged_pics/GBSlk100SpryMtSl.gif,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-matte-silver-spray-pump-and-cap,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with matte silver spray pump. For use with cologne, Eau de Parfum, air freshner, face and "
